"s [mm]","w [mm]","w2 [mm]","Freq [GHz]","dB(S(FloquetPort2:1,FloquetPort1:1)) []"
6,0.2,0.2,8.8,-5.89851461220349
6,0.2,0.2,8.9,-6.02557203546352
6,0.2,0.2,9,-6.15222858536188
6,0.2,0.2,9.1,-6.27857068315643
6,0.2,0.2,9.2,-6.40468633361475
6,0.2,0.2,9.3,-6.53066772740612
6,0.2,0.2,9.4,-6.65661572745447
6,0.2,0.2,9.5,-6.78264861244423
6,0.2,0.2,9.6,-6.90892153482841
6,0.2,0.2,9.7,-7.0356773274825
6,0.2,0.2,9.8,-7.16341160271669
6,0.2,0.2,9.9,-7.29363409370745
6,0.2,0.2,10,-7.43620382383421
6,0.2,0.3,3,-3.23197960954517
6,0.2,0.3,3.1,-3.51621479649381
6,0.2,0.3,3.2,-3.82920135263726
6,0.2,0.3,3.3,-4.17686968905969
6,0.2,0.3,3.4,-4.56705854371593
6,0.2,0.3,3.5,-5.01032762979417
6,0.2,0.3,3.6,-5.52122939455028
6,0.2,0.3,3.7,-6.1203803972296
6,0.2,0.3,3.8,-6.83800504769109
6,0.2,0.3,3.9,-7.72038749443579
6,0.2,0.3,4,-8.84261721667218
6,0.2,0.3,4.1,-10.3367557391461
6,0.2,0.3,4.2,-12.4652044143262
6,0.2,0.3,4.3,-15.8704801704622
6,0.2,0.3,4.4,-23.0489613452572
6,0.2,0.3,4.5,-28.2658449684354
6,0.2,0.3,4.6,-15.8269006329501
6,0.2,0.3,4.7,-10.402824183651
6,0.2,0.3,4.8,-6.88129592646386
6,0.2,0.3,4.9,-4.3888349189377
6,0.2,0.3,5,-2.62906624895401
6,0.2,0.3,5.1,-1.44774896729727
6,0.2,0.3,5.2,-0.721265354043568
6,0.2,0.3,5.3,-0.332185093784325
6,0.2,0.3,5.4,-0.17602496098199
6,0.2,0.3,5.5,-0.170721032499625
6,0.2,0.3,5.6,-0.258272401553966
6,0.2,0.3,5.7,-0.400515008415775
6,0.2,0.3,5.8,-0.573409740230617
6,0.2,0.3,5.9,-0.762201191082905
6,0.2,0.3,6,-0.957985705798005
6,0.2,0.3,6.1,-1.15547431328445
6,0.2,0.3,6.2,-1.35159160957163
6,0.2,0.3,6.3,-1.54461317996983
6,0.2,0.3,6.4,-1.73363732020525
6,0.2,0.3,6.5,-1.91826121586693
6,0.2,0.3,6.6,-2.09838176879188
6,0.2,0.3,6.7,-2.27407263270967
6,0.2,0.3,6.8,-2.44550811532923
6,0.2,0.3,6.9,-2.61291610085109
6,0.2,0.3,7,-2.77654906357485
6,0.2,0.3,7.1,-2.93666642381259
6,0.2,0.3,7.2,-3.09352404314923
6,0.2,0.3,7.3,-3.24736822028839
6,0.2,0.3,7.4,-3.39843251884556
6,0.2,0.3,7.5,-3.5469363657332
6,0.2,0.3,7.6,-3.69308474229546
6,0.2,0.3,7.7,-3.83706853450575
6,0.2,0.3,7.8,-3.97906526510064
6,0.2,0.3,7.9,-4.11924003153666
6,0.2,0.3,8,-4.25774653918047
6,0.2,0.3,8.1,-4.39472816185452
6,0.2,0.3,8.2,-4.53031898985843
6,0.2,0.3,8.3,-4.66464484411875
6,0.2,0.3,8.4,-4.79782424764511
6,0.2,0.3,8.5,-4.92996935435827
6,0.2,0.3,8.6,-5.06118684233891
6,0.2,0.3,8.7,-5.1915787850903
6,0.2,0.3,8.8,-5.32124352204018
6,0.2,0.3,8.9,-5.45027656027392
6,0.2,0.3,9,-5.57877155669399
6,0.2,0.3,9.1,-5.70682145947356
6,0.2,0.3,9.2,-5.83451994173945
6,0.2,0.3,9.3,-5.96196336399183
6,0.2,0.3,9.4,-6.08925371116543
6,0.2,0.3,9.5,-6.21650340094173
6,0.2,0.3,9.6,-6.34384390586839
6,0.2,0.3,9.7,-6.47144279552332
6,0.2,0.3,9.8,-6.59954143867383
6,0.2,0.3,9.9,-6.72855118099686
6,0.2,0.3,10,-6.85935251691192
6,0.2,0.4,3,-3.3578413394641
6,0.2,0.4,3.1,-3.65614820552595
6,0.2,0.4,3.2,-3.98430809295922
6,0.2,0.4,3.3,-4.34817009087435
6,0.2,0.4,3.4,-4.75536337567035
6,0.2,0.4,3.5,-5.21601464635713
6,0.2,0.4,3.6,-5.74385010851183
6,0.2,0.4,3.7,-6.35795325484556
6,0.2,0.4,3.8,-7.08570152881015
6,0.2,0.4,3.9,-7.96796638711986
6,0.2,0.4,4,-9.06904230950095
6,0.2,0.4,4.1,-10.4976328706294
6,0.2,0.4,4.2,-12.4581062280354
6,0.2,0.4,4.3,-15.4071237165279
6,0.2,0.4,4.4,-20.7760502068342
6,0.2,0.4,4.5,-41.4805918431362
6,0.2,0.4,4.6,-19.9436587323494
6,0.2,0.4,4.7,-13.3689680781682
6,0.2,0.4,4.8,-9.39342729916724
6,0.2,0.4,4.9,-6.56406441702278
6,0.2,0.4,5,-4.45409765223759
6,0.2,0.4,5.1,-2.88606511323098
6,0.2,0.4,5.2,-1.75949208001768
6,0.2,0.4,5.3,-0.994543360576208
6,0.2,0.4,5.4,-0.515612018669107
6,0.2,0.4,5.5,-0.251925978998709
6,0.2,0.4,5.6,-0.142565856393141
6,0.2,0.4,5.7,-0.139453657231734
6,0.2,0.4,5.8,-0.207143952121816
6,0.2,0.4,5.9,-0.320712319375729
6,0.2,0.4,6,-0.463161501098522
6,0.2,0.4,6.1,-0.623120536777036
6,0.2,0.4,6.2,-0.793075893593194
6,0.2,0.4,6.3,-0.968108961515937
6,0.2,0.4,6.4,-1.14503022861785
6,0.2,0.4,6.5,-1.32179769849072
6,0.2,0.4,6.6,-1.49712996475062
6,0.2,0.4,6.7,-1.67024957288012
6,0.2,0.4,6.8,-1.8407126828701
6,0.2,0.4,6.9,-2.0082957179226
6,0.2,0.4,7,-2.17291968483124
6,0.2,0.4,7.1,-2.33459948666206
6,0.2,0.4,7.2,-2.49340989587872
6,0.2,0.4,7.3,-2.64946269260083
6,0.2,0.4,7.4,-2.80289132453103
6,0.2,0.4,7.5,-2.95384065835947
6,0.2,0.4,7.6,-3.10246019155931
6,0.2,0.4,7.7,-3.24889962310274
6,0.2,0.4,7.8,-3.39330603500004
6,0.2,0.4,7.9,-3.53582217396686
6,0.2,0.4,8,-3.67658548309988
6,0.2,0.4,8.1,-3.8157276427696
6,0.2,0.4,8.2,-3.95337445484908
6,0.2,0.4,8.3,-4.08964595604333
6,0.2,0.4,8.4,-4.22465668191858
6,0.2,0.4,8.5,-4.35851602827518
6,0.2,0.4,8.6,-4.4913286741839
6,0.2,0.4,8.7,-4.62319504368606
6,0.2,0.4,8.8,-4.75421179252637
6,0.2,0.4,8.9,-4.88447231362122
6,0.2,0.4,9,-5.01406726132734
6,0.2,0.4,9.1,-5.14308510104805
6,0.2,0.4,9.2,-5.27161269866817
6,0.2,0.4,9.3,-5.39973597589631
6,0.2,0.4,9.4,-5.52754067672818
6,0.2,0.4,9.5,-5.6551133247434
6,0.2,0.4,9.6,-5.78254251764869
6,0.2,0.4,9.7,-5.9099208433141
6,0.2,0.4,9.8,-6.03734800781193
6,0.2,0.4,9.9,-6.16493650723295
6,0.2,0.4,10,-6.29282316914655
6,0.2,0.5,3,-3.34463912415132
6,0.2,0.5,3.1,-3.6487438015331
6,0.2,0.5,3.2,-3.98363540117316
6,0.2,0.5,3.3,-4.35511923769226
6,0.2,0.5,3.4,-4.77069495781901
6,0.2,0.5,3.5,-5.24021319796722
6,0.2,0.5,3.6,-5.77687136421146
6,0.2,0.5,3.7,-6.39877969831793
6,0.2,0.5,3.8,-7.13153636845841
6,0.2,0.5,3.9,-8.01270400803857
6,0.2,0.5,4,-9.10016828942128
6,0.2,0.5,4.1,-10.4893012082936
6,0.2,0.5,4.2,-12.3532028436585
6,0.2,0.5,4.3,-15.0578994914399
6,0.2,0.5,4.4,-19.6284277559072
6,0.2,0.5,4.5,-32.3989446278357
6,0.2,0.5,4.6,-23.3938814563871
6,0.2,0.5,4.7,-15.5247716018551
6,0.2,0.5,4.8,-11.1857647207404
6,0.2,0.5,4.9,-8.16568890910656
6,0.2,0.5,5,-5.8938649461726
6,0.2,0.5,5.1,-4.14624554556402
6,0.2,0.5,5.2,-2.81158971938583
6,0.2,0.5,5.3,-1.81877243719398
6,0.2,0.5,5.4,-1.109515846337
6,0.2,0.5,5.5,-0.629819000379717
6,0.2,0.5,5.6,-0.329712609672607
6,0.2,0.5,5.7,-0.165350578774894
6,0.2,0.5,5.8,-0.100319559146887
6,0.2,0.5,5.9,-0.106450298124747
6,0.2,0.5,6,-0.163084847971556
6,0.2,0.5,6.1,-0.254746484779446
6,0.2,0.5,6.2,-0.370244593072263
6,0.2,0.5,6.3,-0.501665274641917
6,0.2,0.5,6.4,-0.64344602149984
6,0.2,0.5,6.5,-0.791691527021483
6,0.2,0.5,6.6,-0.943683892501095
6,0.2,0.5,6.7,-1.09753546327522
6,0.2,0.5,6.8,-1.2519440903115
6,0.2,0.5,6.9,-1.40602097516888
6,0.2,0.5,7,-1.55916954039807
6,0.2,0.5,7.1,-1.71100003966234
6,0.2,0.5,7.2,-1.86126918979938
6,0.2,0.5,7.3,-2.00983735160885
6,0.2,0.5,7.4,-2.1566380569822
6,0.2,0.5,7.5,-2.30165625707881
6,0.2,0.5,7.6,-2.44491275823513
6,0.2,0.5,7.7,-2.58645306847824
6,0.2,0.5,7.8,-2.72633940232496
6,0.2,0.5,7.9,-2.86464495709431
6,0.2,0.5,8,-3.00144982972333
6,0.2,0.5,8.1,-3.13683812294435
6,0.2,0.5,8.2,-3.27089591687632
6,0.2,0.5,8.3,-3.40370987255924
6,0.2,0.5,8.4,-3.53536629873266
6,0.2,0.5,8.5,-3.66595055986502
6,0.2,0.5,8.6,-3.79554673742515
6,0.2,0.5,8.7,-3.92423748142506
6,0.2,0.5,8.8,-4.05210400807631
6,0.2,0.5,8.9,-4.17922621400552
6,0.2,0.5,9,-4.30568288946867
6,0.2,0.5,9.1,-4.43155202378059
6,0.2,0.5,9.2,-4.5569112071873
6,0.2,0.5,9.3,-4.68183814645916
6,0.2,0.5,9.4,-4.80641132925295
6,0.2,0.5,9.5,-4.93071089926305
6,0.2,0.5,9.6,-5.05481984850779
6,0.2,0.5,9.7,-5.17882571049938
6,0.2,0.5,9.8,-5.30282308061698
6,0.2,0.5,9.9,-5.42691756696749
6,0.2,0.5,10,-5.55123234543193
6,0.2,0.6,3,-3.21526838720929
6,0.2,0.6,3.1,-3.51314386443644
6,0.2,0.6,3.2,-3.84127926730105
6,0.2,0.6,3.3,-4.20514408481582
6,0.2,0.6,3.4,-4.61172881500265
6,0.2,0.6,3.5,-5.07010679893807
6,0.2,0.6,3.6,-5.59227214378977
6,0.2,0.6,3.7,-6.19443256690014
6,0.2,0.6,3.8,-6.89908808165612
6,0.2,0.6,3.9,-7.738548198002
6,0.2,0.6,4,-8.76128098535722
6,0.2,0.6,4.1,-10.0443850805507
6,0.2,0.6,4.2,-11.7210759344076
6,0.2,0.6,4.3,-14.0522256262401
6,0.2,0.6,4.4,-17.6696700134085
6,0.2,0.6,4.5,-25.0041226739867
6,0.2,0.6,4.6,-31.2740664629393
6,0.2,0.6,4.7,-18.6516063614576
6,0.2,0.6,4.8,-13.3944299779856
6,0.2,0.6,4.9,-9.98325639657486
6,0.2,0.6,5,-7.47431184947612
6,0.2,0.6,5.1,-5.53700918911367
6,0.2,0.6,5.2,-4.01975781176854
6,0.2,0.6,5.3,-2.83820015332007
6,0.2,0.6,5.4,-1.93503307478978
6,0.2,0.6,5.5,-1.26379236319851
6,0.2,0.6,5.6,-0.783034491768343
6,0.2,0.6,5.7,-0.455258877964013
6,0.2,0.6,5.8,-0.247485618770831
6,0.2,0.6,5.9,-0.131878039112207
6,0.2,0.6,6,-0.0858392194568371
6,0.2,0.6,6.1,-0.091598767020724
6,0.2,0.6,6.2,-0.135509613526125
6,0.2,0.6,6.3,-0.207264859382159
6,0.2,0.6,6.4,-0.299166651743221
6,0.2,0.6,6.5,-0.405506374133894
6,0.2,0.6,6.6,-0.522068781974681
6,0.2,0.6,6.7,-0.64574933466952
6,0.2,0.6,6.8,-0.774265428323282
6,0.2,0.6,6.9,-0.905941421104253
6,0.2,0.6,7,-1.03954981304629
6,0.2,0.6,7.1,-1.17419434061667
6,0.2,0.6,7.2,-1.30922400763279
6,0.2,0.6,7.3,-1.44416981384397
6,0.2,0.6,7.4,-1.5786980959656
6,0.2,0.6,7.5,-1.71257602662776
6,0.2,0.6,7.6,-1.84564602486459
6,0.2,0.6,7.7,-1.97780671564368
6,0.2,0.6,7.8,-2.10899871812013
6,0.2,0.6,7.9,-2.23919400744092
6,0.2,0.6,8,-2.36838793164031
6,0.2,0.6,8.1,-2.49659320920473
6,0.2,0.6,8.2,-2.62383541017264
6,0.2,0.6,8.3,-2.75014955284051
6,0.2,0.6,8.4,-2.87557754266118
6,0.2,0.6,8.5,-3.00016624934236
6,0.2,0.6,8.6,-3.12396606936135
6,0.2,0.6,8.7,-3.24702985905433
6,0.2,0.6,8.8,-3.36941215167516
6,0.2,0.6,8.9,-3.49116859292886
6,0.2,0.6,9,-3.61235554533707
6,0.2,0.6,9.1,-3.7330298237523
6,0.2,0.6,9.2,-3.85324853340176
6,0.2,0.6,9.3,-3.97306898874475
6,0.2,0.6,9.4,-4.09254869671422
6,0.2,0.6,9.5,-4.21174539198477
6,0.2,0.6,9.6,-4.33071711506932
6,0.2,0.6,9.7,-4.44952232651934
6,0.2,0.6,9.8,-4.56822005246348
6,0.2,0.6,9.9,-4.68687005829361
6,0.2,0.6,10,-4.80553304860046
6,0.2,0.7,3,-3.58263081455777
6,0.2,0.7,3.1,-3.91713270816454
6,0.2,0.7,3.2,-4.2857164457037
6,0.2,0.7,3.3,-4.69446247267708
6,0.2,0.7,3.4,-5.15112628785806
6,0.2,0.7,3.5,-5.66575971792357
6,0.2,0.7,3.6,-6.25164327325056
6,0.2,0.7,3.7,-6.9267373210514
6,0.2,0.7,3.8,-7.7160432860538
6,0.2,0.7,3.9,-8.65566306492623
6,0.2,0.7,4,-9.80028406564231
6,0.2,0.7,4.1,-11.2383087019677
6,0.2,0.7,4.2,-13.1265498040609
6,0.2,0.7,4.3,-15.7860841043586
6,0.2,0.7,4.4,-20.0642552482535
6,0.2,0.7,4.5,-30.1695932407008
6,0.2,0.7,4.6,-27.1638659028177
6,0.2,0.7,4.7,-18.1932255035309
6,0.2,0.7,4.8,-13.6567201113382
6,0.2,0.7,4.9,-10.5704322946617
6,0.2,0.7,5,-8.23921257810938
6,0.2,0.7,5.1,-6.39355477076906
6,0.2,0.7,5.2,-4.9031589827261
6,0.2,0.7,5.3,-3.6951809134048
6,0.2,0.7,5.4,-2.72294431018043
6,0.2,0.7,5.5,-1.95191383604805
6,0.2,0.7,5.6,-1.3531553361914
6,0.2,0.7,5.7,-0.900598057092176
6,0.2,0.7,5.8,-0.570273026663325
6,0.2,0.7,5.9,-0.340425430969549
6,0.2,0.7,6,-0.191836457656465
6,0.2,0.7,6.1,-0.108025663091322
6,0.2,0.7,6.2,-0.0752386931938522
6,0.2,0.7,6.3,-0.082251261717972
6,0.2,0.7,6.4,-0.120062996278981
6,0.2,0.7,6.5,-0.181550776601965
6,0.2,0.7,6.6,-0.261130099507924
6,0.2,0.7,6.7,-0.354451305054961
6,0.2,0.7,6.8,-0.458141381793239
6,0.2,0.7,6.9,-0.56959218165536
6,0.2,0.7,7,-0.686790791257624
6,0.2,0.7,7.1,-0.808185811038362
6,0.2,0.7,7.2,-0.932583030911237
6,0.2,0.7,7.3,-1.05906456703471
6,0.2,0.7,7.4,-1.1869264157888
6,0.2,0.7,7.5,-1.31563031299038
6,0.2,0.7,7.6,-1.44476663219511
6,0.2,0.7,7.7,-1.57402577057332
6,0.2,0.7,7.8,-1.70317605010118
6,0.2,0.7,7.9,-1.83204661942148
6,0.2,0.7,8,-1.96051419739989
6,0.2,0.7,8.1,-2.08849277300537
6,0.2,0.7,8.2,-2.21592558529104
6,0.2,0.7,8.3,-2.34277886656624
6,0.2,0.7,8.4,-2.46903695301613
6,0.2,0.7,8.5,-2.59469845916648
6,0.2,0.7,8.6,-2.71977328272214
6,0.2,0.7,8.7,-2.84428025977879
6,0.2,0.7,8.8,-2.96824533126357
6,0.2,0.7,8.9,-3.09170011276734
6,0.2,0.7,9,-3.21468078398712
6,0.2,0.7,9.1,-3.33722723255012
6,0.2,0.7,9.2,-3.4593824013451
6,0.2,0.7,9.3,-3.58119179964183
6,0.2,0.7,9.4,-3.70270314698239
6,0.2,0.7,9.5,-3.82396612565398
6,0.2,0.7,9.6,-3.94503222293642
6,0.2,0.7,9.7,-4.06595464859323
6,0.2,0.7,9.8,-4.18678831650176
6,0.2,0.7,9.9,-4.30758988209319
6,0.2,0.7,10,-4.42841782955828
6,0.2,0.8,3,-3.91509231845517
6,0.2,0.8,3.1,-4.27716097546498
6,0.2,0.8,3.2,-4.67534713890823
6,0.2,0.8,3.3,-5.11596051332138
6,0.2,0.8,3.4,-5.60702790567174
6,0.2,0.8,3.5,-6.15892780877195
6,0.2,0.8,3.6,-6.78534437605476
6,0.2,0.8,3.7,-7.50475616002216
6,0.2,0.8,3.8,-8.342867319715
6,0.2,0.8,3.9,-9.33680765439057
6,0.2,0.8,4,-10.5429253741673
6,0.2,0.8,4.1,-12.0526660617068
6,0.2,0.8,4.2,-14.0293819465081
6,0.2,0.8,4.3,-16.8116404571992
6,0.2,0.8,4.4,-21.3142590909755
6,0.2,0.8,4.5,-32.4215152176427
6,0.2,0.8,4.6,-27.1127351978623
6,0.2,0.8,4.7,-18.8044113095562
6,0.2,0.8,4.8,-14.4504387224607
6,0.2,0.8,4.9,-11.4565935146407
6,0.2,0.8,5,-9.1757210654899
6,0.2,0.8,5.1,-7.34936589645751
6,0.2,0.8,5.2,-5.85011529841474
6,0.2,0.8,5.3,-4.60652017751009
6,0.2,0.8,5.4,-3.57416842137684
6,0.2,0.8,5.5,-2.72246233631788
6,0.2,0.8,5.6,-2.02794831119154
6,0.2,0.8,5.7,-1.47085704118727
6,0.2,0.8,5.8,-1.03340800525173
6,0.2,0.8,5.9,-0.699126220003528
6,0.2,0.8,6,-0.452709449201841
6,0.2,0.8,6.1,-0.28013942119886
6,0.2,0.8,6.2,-0.168842400575616
6,0.2,0.8,6.3,-0.107794879728149
6,0.2,0.8,6.4,-0.0875378865709728
6,0.2,0.8,6.5,-0.10010551800262
6,0.2,0.8,6.6,-0.138892554806109
6,0.2,0.8,6.7,-0.19848944828615
6,0.2,0.8,6.8,-0.274508169448644
6,0.2,0.8,6.9,-0.363414993989858
6,0.2,0.8,7,-0.462379380640907
6,0.2,0.8,7.1,-0.569142890443327
6,0.2,0.8,7.2,-0.681908701028878
6,0.2,0.8,7.3,-0.799250343729193
6,0.2,0.8,7.4,-0.920037385693615
6,0.2,0.8,7.5,-1.04337550882438
6,0.2,0.8,7.6,-1.16855852180722
6,0.2,0.8,7.7,-1.29503009746879
6,0.2,0.8,7.8,-1.42235334514526
6,0.2,0.8,7.9,-1.5501866462765
6,0.2,0.8,8,-1.67826447156293
6,0.2,0.8,8.1,-1.80638214828974
6,0.2,0.8,8.2,-1.9343837551606
6,0.2,0.8,8.3,-2.06215249229814
6,0.2,0.8,8.4,-2.18960301101039
6,0.2,0.8,8.5,-2.31667529695221
6,0.2,0.8,8.6,-2.44332978655517
6,0.2,0.8,8.7,-2.56954346454296
6,0.2,0.8,8.8,-2.69530674374745
6,0.2,0.8,8.9,-2.82062097036782
6,0.2,0.8,9,-2.94549643073084
6,0.2,0.8,9.1,-3.06995076147414
6,0.2,0.8,9.2,-3.19400768542533
6,0.2,0.8,9.3,-3.31769601149303
6,0.2,0.8,9.4,-3.44104884956875
6,0.2,0.8,9.5,-3.56410300149305
6,0.2,0.8,9.6,-3.68689849714576
6,0.2,0.8,9.7,-3.80947825112485
6,0.2,0.8,9.8,-3.93188782064134
6,0.2,0.8,9.9,-4.05417524945972
6,0.2,0.8,10,-4.17639098618877
6,0.2,0.9,3,-3.76749667716447
6,0.2,0.9,3.1,-4.11837362891354
6,0.2,0.9,3.2,-4.50376037762833
6,0.2,0.9,3.3,-4.92939878624441
6,0.2,0.9,3.4,-5.40251798375055
6,0.2,0.9,3.5,-5.93235744796674
6,0.2,0.9,3.6,-6.53094013649855
6,0.2,0.9,3.7,-7.21425521444175
6,0.2,0.9,3.8,-8.00414387605606
6,0.2,0.9,3.9,-8.9314625321622
6,0.2,0.9,4,-10.0417357139649
6,0.2,0.9,4.1,-11.4061167709338
6,0.2,0.9,4.2,-13.1450935577115
6,0.2,0.9,4.3,-15.4883764366811
6,0.2,0.9,4.4,-18.9679856133277
6,0.2,0.9,4.5,-25.4141253335181
6,0.2,0.9,4.6,-39.6921437743236
6,0.2,0.9,4.7,-22.4085672024315
6,0.2,0.9,4.8,-16.7469215636671
6,0.2,0.9,4.9,-13.2269790871729
6,0.2,0.9,5,-10.6591712160447
6,0.2,0.9,5.1,-8.64558555479832
6,0.2,0.9,5.2,-7.00642191462387
6,0.2,0.9,5.3,-5.6458265484141
6,0.2,0.9,5.4,-4.50712049892199
6,0.2,0.9,5.5,-3.55349232079093
6,0.2,0.9,5.6,-2.75875201279957
6,0.2,0.9,5.7,-2.10247989399785
6,0.2,0.9,5.8,-1.56743956370326
6,0.2,0.9,5.9,-1.1382680739622
6,0.2,0.9,6,-0.80090509333899
6,0.2,0.9,6.1,-0.542424763064692
6,0.2,0.9,6.2,-0.35105048719908
6,0.2,0.9,6.3,-0.216217136345055
6,0.2,0.9,6.4,-0.128609356739424
6,0.2,0.9,6.5,-0.0801496776880153
6,0.2,0.9,6.6,-0.063936969659196
6,0.2,0.9,6.7,-0.074148228075311
6,0.2,0.9,6.8,-0.105919613728037
6,0.2,0.9,6.9,-0.155220666608921
6,0.2,0.9,7,-0.218731785801641
6,0.2,0.9,7.1,-0.293731220268012
6,0.2,0.9,7.2,-0.377994716559612
6,0.2,0.9,7.3,-0.469708793861827
6,0.2,0.9,7.4,-0.567397255829436
6,0.2,0.9,7.5,-0.669859802285698
6,0.2,0.9,7.6,-0.77612127505679
6,0.2,0.9,7.7,-0.885390003051335
6,0.2,0.9,7.8,-0.99702378912906
6,0.2,0.9,7.9,-1.11050223069231
6,0.2,0.9,8,-1.22540424133456
6,0.2,0.9,8.1,-1.34138981604036
6,0.2,0.9,8.2,-1.45818524381207
6,0.2,0.9,8.3,-1.57557111339994
6,0.2,0.9,8.4,-1.69337257868804
6,0.2,0.9,8.5,-1.81145145124748
6,0.2,0.9,8.6,-1.92969977072103
6,0.2,0.9,8.7,-2.04803457152994
6,0.2,0.9,8.8,-2.16639361935295
6,0.2,0.9,8.9,-2.28473193516653
6,0.2,0.9,9,-2.40301896031147
6,0.2,0.9,9.1,-2.52123624472064
6,0.2,0.9,9.2,-2.63937556348194
6,0.2,0.9,9.3,-2.75743738544624
6,0.2,0.9,9.4,-2.87542963254338
6,0.2,0.9,9.5,-2.99336668058569
6,0.2,0.9,9.6,-3.11126856223288
6,0.2,0.9,9.7,-3.22916034097291
6,0.2,0.9,9.8,-3.34707163188053
6,0.2,0.9,9.9,-3.46503625095423
6,0.2,0.9,10,-3.58309198041485
6,0.2,1,3,-3.59766214826232
6,0.2,1,3.1,-3.93738393557057
6,0.2,1,3.2,-4.31062998939419
6,0.2,1,3.3,-4.72281290624373
6,0.2,1,3.4,-5.18069546644094
6,0.2,1,3.5,-5.69284915755352
6,0.2,1,3.6,-6.27032417449815
6,0.2,1,3.7,-6.92766062935471
6,0.2,1,3.8,-7.68447499794821
6,0.2,1,3.9,-8.56806909082609
6,0.2,1,4,-9.61797886802255
6,0.2,1,4.1,-10.8945177464973
6,0.2,1,4.2,-12.4964734720675
6,0.2,1,4.3,-14.6030972455334
6,0.2,1,4.4,-17.5962982363324
6,0.2,1,4.5,-22.5689389258147
6,0.2,1,4.6,-36.9366604820994
6,0.2,1,4.7,-25.8763183255303
6,0.2,1,4.8,-18.5826768847528
6,0.2,1,4.9,-14.5484477141314
6,0.2,1,5,-11.7342787516271
6,0.2,1,5.1,-9.57755509617313
6,0.2,1,5.2,-7.84312649493696
6,0.2,1,5.3,-6.41116228908028
6,0.2,1,5.4,-5.21258876597997
6,0.2,1,5.5,-4.20371412814632
6,0.2,1,5.6,-3.35452521208953
6,0.2,1,5.7,-2.64270856145205
6,0.2,1,5.8,-2.05042360341078
6,0.2,1,5.9,-1.56254413639631
6,0.2,1,6,-1.16573328684819
6,0.2,1,6.1,-0.847995734465691
6,0.2,1,6.2,-0.598489061209707
6,0.2,1,6.3,-0.407457695959642
6,0.2,1,6.4,-0.266208103606638
6,0.2,1,6.5,-0.167082424668657
6,0.2,1,6.6,-0.103413279496744
6,0.2,1,6.7,-0.0694574615081628
6,0.2,1,6.8,-0.0603135232520939
6,0.2,1,6.9,-0.0718305449010693
6,0.2,1,7,-0.10051492840934
6,0.2,1,7.1,-0.14344046037984
6,0.2,1,7.2,-0.198165068092789
6,0.2,1,7.3,-0.26265611218797
6,0.2,1,7.4,-0.335224871759514
