"s [mm]","w [mm]","w2 [mm]","Freq [GHz]","dB(S(FloquetPort2:1,FloquetPort1:1)) []"
5.5,0.2,0.5,4.4,-10.1565633649769
5.5,0.2,0.5,4.5,-11.6632557344979
5.5,0.2,0.5,4.6,-13.684793787524
5.5,0.2,0.5,4.7,-16.6320912349849
5.5,0.2,0.5,4.8,-21.7224747712858
5.5,0.2,0.5,4.9,-38.5006780345698
5.5,0.2,0.5,5,-23.2335936766393
5.5,0.2,0.5,5.1,-16.2562606942589
5.5,0.2,0.5,5.2,-12.2152992209001
5.5,0.2,0.5,5.3,-9.34467416292924
5.5,0.2,0.5,5.4,-7.13848210404811
5.5,0.2,0.5,5.5,-5.38698973386397
5.5,0.2,0.5,5.6,-3.9852480012477
5.5,0.2,0.5,5.7,-2.87173077426311
5.5,0.2,0.5,5.8,-2.00323432381647
5.5,0.2,0.5,5.9,-1.3437578898622
5.5,0.2,0.5,6,-0.860185058439309
5.5,0.2,0.5,6.1,-0.52145715692566
5.5,0.2,0.5,6.2,-0.299196930158436
5.5,0.2,0.5,6.3,-0.168531978945138
5.5,0.2,0.5,6.4,-0.108544286798363
5.5,0.2,0.5,6.5,-0.102247141657644
5.5,0.2,0.5,6.6,-0.1362182980556
5.5,0.2,0.5,6.7,-0.200064222804588
5.5,0.2,0.5,6.8,-0.285851237951801
5.5,0.2,0.5,6.9,-0.387582568363262
5.5,0.2,0.5,7,-0.500755130817343
5.5,0.2,0.5,7.1,-0.622002201365508
5.5,0.2,0.5,7.2,-0.748814302545517
5.5,0.2,0.5,7.3,-0.879325536956546
5.5,0.2,0.5,7.4,-1.0121520598581
5.5,0.2,0.5,7.5,-1.14627086709126
5.5,0.2,0.5,7.6,-1.28092918686645
5.5,0.2,0.5,7.7,-1.41557684612359
5.5,0.2,0.5,7.8,-1.54981577571337
5.5,0.2,0.5,7.9,-1.68336226228969
5.5,0.2,0.5,8,-1.81601867288137
5.5,0.2,0.5,8.1,-1.94765222432925
5.5,0.2,0.5,8.2,-2.07817900141556
5.5,0.2,0.5,8.3,-2.20755189519683
5.5,0.2,0.5,8.4,-2.33575147787534
5.5,0.2,0.5,8.5,-2.46277908436933
5.5,0.2,0.5,8.6,-2.5886515576155
5.5,0.2,0.5,8.7,-2.7133972524178
5.5,0.2,0.5,8.8,-2.83705299447433
5.5,0.2,0.5,8.9,-2.95966176667632
5.5,0.2,0.5,9,-3.08127095088728
5.5,0.2,0.5,9.1,-3.2019309952862
5.5,0.2,0.5,9.2,-3.3216944087253
5.5,0.2,0.5,9.3,-3.44061500713655
5.5,0.2,0.5,9.4,-3.55874735482127
5.5,0.2,0.5,9.5,-3.67614635694118
5.5,0.2,0.5,9.6,-3.79286696978277
5.5,0.2,0.5,9.7,-3.90896400319175
5.5,0.2,0.5,9.8,-4.0244919955674
5.5,0.2,0.5,9.9,-4.13950514641285
5.5,0.2,0.5,10,-4.25405729499156
5.5,0.2,0.6,3,-2.90835213286645
5.5,0.2,0.6,3.1,-3.15700885927495
5.5,0.2,0.6,3.2,-3.4258296308923
5.5,0.2,0.6,3.3,-3.71757471745625
5.5,0.2,0.6,3.4,-4.03560900221428
5.5,0.2,0.6,3.5,-4.38407180088756
5.5,0.2,0.6,3.6,-4.76810880564475
5.5,0.2,0.6,3.7,-5.19419524510177
5.5,0.2,0.6,3.8,-5.67059660277022
5.5,0.2,0.6,3.9,-6.20804333728494
5.5,0.2,0.6,4,-6.82075093987458
5.5,0.2,0.6,4.1,-7.52802209668881
5.5,0.2,0.6,4.2,-8.35688315710306
5.5,0.2,0.6,4.3,-9.3466817183666
5.5,0.2,0.6,4.4,-10.5577206085128
5.5,0.2,0.6,4.5,-12.08914059201
5.5,0.2,0.6,4.6,-14.1213629476361
5.5,0.2,0.6,4.7,-17.0397602688236
5.5,0.2,0.6,4.8,-21.9507760410021
5.5,0.2,0.6,4.9,-36.4024796316713
5.5,0.2,0.6,5,-24.8709541083781
5.5,0.2,0.6,5.1,-17.5502649558855
5.5,0.2,0.6,5.2,-13.4419661378625
5.5,0.2,0.6,5.3,-10.5525969854729
5.5,0.2,0.6,5.4,-8.33140546488594
5.5,0.2,0.6,5.5,-6.55082363448507
5.5,0.2,0.6,5.6,-5.09696945042646
5.5,0.2,0.6,5.7,-3.90499265985979
5.5,0.2,0.6,5.8,-2.93316353525259
5.5,0.2,0.6,5.9,-2.15081212740271
5.5,0.2,0.6,6,-1.53243990890403
5.5,0.2,0.6,6.1,-1.05506082175064
5.5,0.2,0.6,6.2,-0.697318278762461
5.5,0.2,0.6,6.3,-0.439482225496586
5.5,0.2,0.6,6.4,-0.263745910997791
5.5,0.2,0.6,6.5,-0.15449305118959
5.5,0.2,0.6,6.6,-0.09840166170589
5.5,0.2,0.6,6.7,-0.0843748698455449
5.5,0.2,0.6,6.8,-0.103346066737787
5.5,0.2,0.6,6.9,-0.148017367852779
5.5,0.2,0.6,7,-0.212579717853758
5.5,0.2,0.6,7.1,-0.292446189709613
5.5,0.2,0.6,7.2,-0.384015103183473
5.5,0.2,0.6,7.3,-0.484469047708368
5.5,0.2,0.6,7.4,-0.591609552842087
5.5,0.2,0.6,7.5,-0.703723916784289
5.5,0.2,0.6,7.6,-0.819479456571279
5.5,0.2,0.6,7.7,-0.937840320943941
5.5,0.2,0.6,7.8,-1.05800243834601
5.5,0.2,0.6,7.9,-1.17934281801241
5.5,0.2,0.6,8,-1.30138009772683
5.5,0.2,0.6,8.1,-1.42374384974913
5.5,0.2,0.6,8.2,-1.54615068341556
5.5,0.2,0.6,8.3,-1.66838561423864
5.5,0.2,0.6,8.4,-1.79028751337562
5.5,0.2,0.6,8.5,-1.91173772128462
5.5,0.2,0.6,8.6,-2.03265111900583
5.5,0.2,0.6,8.7,-2.15296911224548
5.5,0.2,0.6,8.8,-2.27265410779711
5.5,0.2,0.6,8.9,-2.39168515729955
5.5,0.2,0.6,9,-2.51005451660623
5.5,0.2,0.6,9.1,-2.62776492533312
5.5,0.2,0.6,9.2,-2.74482745446616
5.5,0.2,0.6,9.3,-2.86125980330806
5.5,0.2,0.6,9.4,-2.97708495286149
5.5,0.2,0.6,9.5,-3.09233010275857
5.5,0.2,0.6,9.6,-3.20702583440472
5.5,0.2,0.6,9.7,-3.32120545514074
5.5,0.2,0.6,9.8,-3.43490448772094
5.5,0.2,0.6,9.9,-3.54816027686176
5.5,0.2,0.6,10,-3.66101169049009
5.5,0.2,0.7,3,-2.94625995174368
5.5,0.2,0.7,3.1,-3.19801112350396
5.5,0.2,0.7,3.2,-3.46983833142402
5.5,0.2,0.7,3.3,-3.76437321026564
5.5,0.2,0.7,3.4,-4.08480226202635
5.5,0.2,0.7,3.5,-4.43501694454789
5.5,0.2,0.7,3.6,-4.81981669491743
5.5,0.2,0.7,3.7,-5.24518882891434
5.5,0.2,0.7,3.8,-5.71870296128108
5.5,0.2,0.7,3.9,-6.25008112071344
5.5,0.2,0.7,4,-6.85204684096231
5.5,0.2,0.7,4.1,-7.54163559503773
5.5,0.2,0.7,4.2,-8.34230621881832
5.5,0.2,0.7,4.3,-9.28752806564033
5.5,0.2,0.7,4.4,-10.4272958652336
5.5,0.2,0.7,4.5,-11.8410324401161
5.5,0.2,0.7,4.6,-13.666325845269
5.5,0.2,0.7,4.7,-16.1747831243025
5.5,0.2,0.7,4.8,-20.0356138394018
5.5,0.2,0.7,4.9,-27.9387317228684
5.5,0.2,0.7,5,-32.1017985066224
5.5,0.2,0.7,5.1,-20.7115259489734
5.5,0.2,0.7,5.2,-15.720767283824
5.5,0.2,0.7,5.3,-12.4472365934803
5.5,0.2,0.7,5.4,-10.0037062739565
5.5,0.2,0.7,5.5,-8.06552700946288
5.5,0.2,0.7,5.6,-6.47966160160846
5.5,0.2,0.7,5.7,-5.1628351742053
5.5,0.2,0.7,5.8,-4.06472380394615
5.5,0.2,0.7,5.9,-3.15178008234821
5.5,0.2,0.7,6,-2.39921898988042
5.5,0.2,0.7,6.1,-1.78683269336861
5.5,0.2,0.7,6.2,-1.29685559548297
5.5,0.2,0.7,6.3,-0.913005503032311
5.5,0.2,0.7,6.4,-0.620185525331702
5.5,0.2,0.7,6.5,-0.404508460135466
5.5,0.2,0.7,6.6,-0.253424802995258
5.5,0.2,0.7,6.7,-0.155830143198391
5.5,0.2,0.7,6.8,-0.102099444249994
5.5,0.2,0.7,6.9,-0.084042173515748
5.5,0.2,0.7,7,-0.0947957754771898
5.5,0.2,0.7,7.1,-0.12868201851373
5.5,0.2,0.7,7.2,-0.181048501363091
5.5,0.2,0.7,7.3,-0.24811169471764
5.5,0.2,0.7,7.4,-0.326811666153681
5.5,0.2,0.7,7.5,-0.414683591584274
5.5,0.2,0.7,7.6,-0.509747654300493
5.5,0.2,0.7,7.7,-0.610416792579605
5.5,0.2,0.7,7.8,-0.715420626358391
5.5,0.2,0.7,7.9,-0.823743429846228
5.5,0.2,0.7,8,-0.934573952290616
5.5,0.2,0.7,8.1,-1.04726503791084
5.5,0.2,0.7,8.2,-1.16130124059273
5.5,0.2,0.7,8.3,-1.27627290025525
5.5,0.2,0.7,8.4,-1.39185540883965
5.5,0.2,0.7,8.5,-1.50779262731027
5.5,0.2,0.7,8.6,-1.62388361493051
5.5,0.2,0.7,8.7,-1.73997199851867
5.5,0.2,0.7,8.8,-1.85593744544299
5.5,0.2,0.7,8.9,-1.97168881394409
5.5,0.2,0.7,9,-2.08715864228041
5.5,0.2,0.7,9.1,-2.20229870815763
5.5,0.2,0.7,9.2,-2.31707644539002
5.5,0.2,0.7,9.3,-2.43147204865502
5.5,0.2,0.7,9.4,-2.54547613192541
5.5,0.2,0.7,9.5,-2.659087833617
5.5,0.2,0.7,9.6,-2.77231328321047
5.5,0.2,0.7,9.7,-2.88516436130672
5.5,0.2,0.7,9.8,-2.99765769871989
5.5,0.2,0.7,9.9,-3.10981387105196
5.5,0.2,0.7,10,-3.22165675382334
5.5,0.2,0.8,3,-2.98334067535364
5.5,0.2,0.8,3.1,-3.24199490942132
5.5,0.2,0.8,3.2,-3.52158377918148
5.5,0.2,0.8,3.3,-3.82480923650551
5.5,0.2,0.8,3.4,-4.1549296828434
5.5,0.2,0.8,3.5,-4.51590817557917
5.5,0.2,0.8,3.6,-4.91261238986439
5.5,0.2,0.8,3.7,-5.35108963183127
5.5,0.2,0.8,3.8,-5.83895350043895
5.5,0.2,0.8,3.9,-6.38594161173683
5.5,0.2,0.8,4,-7.00474457843328
5.5,0.2,0.8,4.1,-7.71228289280973
5.5,0.2,0.8,4.2,-8.53176004651506
5.5,0.2,0.8,4.3,-9.49614236997762
5.5,0.2,0.8,4.4,-10.6544601237685
5.5,0.2,0.8,4.5,-12.0842359676204
5.5,0.2,0.8,4.6,-13.9190012255457
5.5,0.2,0.8,4.7,-16.4202513050046
5.5,0.2,0.8,4.8,-20.2233843068793
5.5,0.2,0.8,4.9,-27.7922168920681
5.5,0.2,0.8,5,-33.8702889004414
5.5,0.2,0.8,5.1,-21.6003659522597
5.5,0.2,0.8,5.2,-16.5078652955784
5.5,0.2,0.8,5.3,-13.2118206158288
5.5,0.2,0.8,5.4,-10.7654791182474
5.5,0.2,0.8,5.5,-8.82761944269016
5.5,0.2,0.8,5.6,-7.23784275080474
5.5,0.2,0.8,5.7,-5.90877718338393
5.5,0.2,0.8,5.8,-4.78779461728386
5.5,0.2,0.8,5.9,-3.84042352344843
5.5,0.2,0.8,6,-3.04216149613048
5.5,0.2,0.8,6.1,-2.37410022033521
5.5,0.2,0.8,6.2,-1.82051801724469
5.5,0.2,0.8,6.3,-1.36758804471118
5.5,0.2,0.8,6.4,-1.00274634257668
5.5,0.2,0.8,6.5,-0.714440683823792
5.5,0.2,0.8,6.6,-0.492076690049098
5.5,0.2,0.8,6.7,-0.32604220362115
5.5,0.2,0.8,6.8,-0.207739829028901
5.5,0.2,0.8,6.9,-0.129593796221655
5.5,0.2,0.8,7,-0.0850214134964886
5.5,0.2,0.8,7.1,-0.068372941607117
5.5,0.2,0.8,7.2,-0.074849444802113
5.5,0.2,0.8,7.3,-0.100409002533963
5.5,0.2,0.8,7.4,-0.141670028824567
5.5,0.2,0.8,7.5,-0.195817981494779
5.5,0.2,0.8,7.6,-0.260519358708652
5.5,0.2,0.8,7.7,-0.333844964587077
5.5,0.2,0.8,7.8,-0.414203062558376
5.5,0.2,0.8,7.9,-0.500282161343624
5.5,0.2,0.8,8,-0.591002680838138
5.5,0.2,0.8,8.1,-0.685476510290229
5.5,0.2,0.8,8.2,-0.782973405707771
5.5,0.2,0.8,8.3,-0.882893208313972
5.5,0.2,0.8,8.4,-0.984742953833746
5.5,0.2,0.8,8.5,-1.08811805302609
5.5,0.2,0.8,8.6,-1.19268683886796
5.5,0.2,0.8,8.7,-1.29817788495671
5.5,0.2,0.8,8.8,-1.40436959803812
5.5,0.2,0.8,8.9,-1.51108167325201
5.5,0.2,0.8,9,-1.61816807368636
5.5,0.2,0.8,9.1,-1.72551125705655
5.5,0.2,0.8,9.2,-1.83301742311673
5.5,0.2,0.8,9.3,-1.9406125972125
5.5,0.2,0.8,9.4,-2.04823939960578
5.5,0.2,0.8,9.5,-2.15585437811052
5.5,0.2,0.8,9.6,-2.26342580428616
5.5,0.2,0.8,9.7,-2.37093185188683
5.5,0.2,0.8,9.8,-2.47835909125047
5.5,0.2,0.8,9.9,-2.58570124548702
5.5,0.2,0.8,10,-2.69295816422525
5.5,0.2,0.9,3,-2.95344038095899
5.5,0.2,0.9,3.1,-3.20787442924046
5.5,0.2,0.9,3.2,-3.48232496964061
5.5,0.2,0.9,3.3,-3.77924205978201
5.5,0.2,0.9,3.4,-4.10155702914162
5.5,0.2,0.9,3.5,-4.45280464698488
5.5,0.2,0.9,3.6,-4.83728593254082
5.5,0.2,0.9,3.7,-5.26028900603642
5.5,0.2,0.9,3.8,-5.72839479863266
5.5,0.2,0.9,3.9,-6.24991021701052
5.5,0.2,0.9,4,-6.83549878877138
5.5,0.2,0.9,4.1,-7.49912860046039
5.5,0.2,0.9,4.2,-8.25955236629657
5.5,0.2,0.9,4.3,-9.14272703466309
5.5,0.2,0.9,4.4,-10.1859999665796
5.5,0.2,0.9,4.5,-11.4458895382804
5.5,0.2,0.9,4.6,-13.0139687518383
5.5,0.2,0.9,4.7,-15.0537555270847
5.5,0.2,0.9,4.8,-17.9044710407213
5.5,0.2,0.9,4.9,-22.4852270030424
5.5,0.2,0.9,5,-33.7757208530478
5.5,0.2,0.9,5.1,-28.3872935509268
5.5,0.2,0.9,5.2,-20.1467697200326
5.5,0.2,0.9,5.3,-15.8569089732428
5.5,0.2,0.9,5.4,-12.9172238910852
5.5,0.2,0.9,5.5,-10.6774564301006
5.5,0.2,0.9,5.6,-8.87557168059587
5.5,0.2,0.9,5.7,-7.38072034474799
5.5,0.2,0.9,5.8,-6.11871996079598
5.5,0.2,0.9,5.9,-5.04360757146933
5.5,0.2,0.9,6,-4.12474309967369
5.5,0.2,0.9,6.1,-3.34023739211319
5.5,0.2,0.9,6.2,-2.67333610781088
5.5,0.2,0.9,6.3,-2.11035034969673
5.5,0.2,0.9,6.4,-1.63947192438924
5.5,0.2,0.9,6.5,-1.25012299005183
5.5,0.2,0.9,6.6,-0.932631524449475
5.5,0.2,0.9,6.7,-0.678096828705883
5.5,0.2,0.9,6.8,-0.478353844158255
5.5,0.2,0.9,6.9,-0.325976933370655
5.5,0.2,0.9,7,-0.214287954917064
5.5,0.2,0.9,7.1,-0.137351200140938
5.5,0.2,0.9,7.2,-0.0899496348689185
5.5,0.2,0.9,7.3,-0.0675438061131252
5.5,0.2,0.9,7.4,-0.0662179811088697
5.5,0.2,0.9,7.5,-0.0826188767803101
5.5,0.2,0.9,7.6,-0.113891797724764
5.5,0.2,0.9,7.7,-0.157617901755936
5.5,0.2,0.9,7.8,-0.211755123602913
5.5,0.2,0.9,7.9,-0.274584247449863
5.5,0.2,0.9,8,-0.344660814561592
5.5,0.2,0.9,8.1,-0.420772985897895
5.5,0.2,0.9,8.2,-0.501905115417888
5.5,0.2,0.9,8.3,-0.587206580321182
5.5,0.2,0.9,8.4,-0.67596531475856
5.5,0.2,0.9,8.5,-0.767585466544689
5.5,0.2,0.9,8.6,-0.86156861420041
5.5,0.2,0.9,8.7,-0.957498024487161
5.5,0.2,0.9,8.8,-1.05502548523335
5.5,0.2,0.9,8.9,-1.15386030628521
5.5,0.2,0.9,9,-1.25376013783748
5.5,0.2,0.9,9.1,-1.354523307491
5.5,0.2,0.9,9.2,-1.45598242389814
