"s [mm]","w [mm]","w2 [mm]","Freq [GHz]","dB(S(FloquetPort2:1,FloquetPort1:1)) []"
4.5,0.2,0.2,7.9,-0.90218428927733
4.5,0.2,0.2,8,-1.054940729535
4.5,0.2,0.2,8.1,-1.20818761606546
4.5,0.2,0.2,8.2,-1.36070925654025
4.5,0.2,0.2,8.3,-1.51170462201408
4.5,0.2,0.2,8.4,-1.66066236073518
4.5,0.2,0.2,8.5,-1.80727313552234
4.5,0.2,0.2,8.6,-1.95136805447219
4.5,0.2,0.2,8.7,-2.09287534551737
4.5,0.2,0.2,8.8,-2.2317898105691
4.5,0.2,0.2,8.9,-2.36815125765672
4.5,0.2,0.2,9,-2.50202926198306
4.5,0.2,0.2,9.1,-2.63351240441103
4.5,0.2,0.2,9.2,-2.76270068842898
4.5,0.2,0.2,9.3,-2.88970022042649
4.5,0.2,0.2,9.4,-3.01461950567918
4.5,0.2,0.2,9.5,-3.13756689979802
4.5,0.2,0.2,9.6,-3.25864888720673
4.5,0.2,0.2,9.7,-3.37796895138964
4.5,0.2,0.2,9.8,-3.49562686783858
4.5,0.2,0.2,9.9,-3.61171829786121
4.5,0.2,0.2,10,-3.72633459527012
4.5,0.2,0.3,3,-1.73845416379291
4.5,0.2,0.3,3.1,-1.86705258983575
4.5,0.2,0.3,3.2,-2.00232169480691
4.5,0.2,0.3,3.3,-2.1447485390319
4.5,0.2,0.3,3.4,-2.2948970054698
4.5,0.2,0.3,3.5,-2.45342146503641
4.5,0.2,0.3,3.6,-2.62108345285255
4.5,0.2,0.3,3.7,-2.79877216863374
4.5,0.2,0.3,3.8,-2.98752987576697
4.5,0.2,0.3,3.9,-3.18858363421379
4.5,0.2,0.3,4,-3.40338530650027
4.5,0.2,0.3,4.1,-3.63366249099976
4.5,0.2,0.3,4.2,-3.88148406674559
4.5,0.2,0.3,4.3,-4.14934554403519
4.5,0.2,0.3,4.4,-4.44028167197819
4.5,0.2,0.3,4.5,-4.75801720090598
4.5,0.2,0.3,4.6,-5.10717209076553
4.5,0.2,0.3,4.7,-5.49354613017885
4.5,0.2,0.3,4.8,-5.92452232288064
4.5,0.2,0.3,4.9,-6.4096531518096
4.5,0.2,0.3,5,-6.96153821529425
4.5,0.2,0.3,5.1,-7.59718529124499
4.5,0.2,0.3,5.2,-8.34021359434706
4.5,0.2,0.3,5.3,-9.22461472233116
4.5,0.2,0.3,5.4,-10.301619180342
4.5,0.2,0.3,5.5,-11.6533851205024
4.5,0.2,0.3,5.6,-13.4237682188929
4.5,0.2,0.3,5.7,-15.9007222708415
4.5,0.2,0.3,5.8,-19.8102006552643
4.5,0.2,0.3,5.9,-28.2499338168766
4.5,0.2,0.3,6,-29.6313812471311
4.5,0.2,0.3,6.1,-19.2540833590621
4.5,0.2,0.3,6.2,-14.3484266143655
4.5,0.2,0.3,6.3,-11.0547819768956
4.5,0.2,0.3,6.4,-8.57247409079916
4.5,0.2,0.3,6.5,-6.60574303795635
4.5,0.2,0.3,6.6,-5.0171233420598
4.5,0.2,0.3,6.7,-3.73263504645842
4.5,0.2,0.3,6.8,-2.70587025546643
4.5,0.2,0.3,6.9,-1.90182773298373
4.5,0.2,0.3,7,-1.28955106144785
4.5,0.2,0.3,7.1,-0.839508695447577
4.5,0.2,0.3,7.2,-0.523493495592841
4.5,0.2,0.3,7.3,-0.315503471954805
4.5,0.2,0.3,7.4,-0.192633174085329
4.5,0.2,0.3,7.5,-0.135546947453769
4.5,0.2,0.3,7.6,-0.128489953300586
4.5,0.2,0.3,7.7,-0.15897241277896
4.5,0.2,0.3,7.8,-0.217292207395448
4.5,0.2,0.3,7.9,-0.296021646734202
4.5,0.2,0.3,8,-0.389531828100282
4.5,0.2,0.3,8.1,-0.493586824485009
4.5,0.2,0.3,8.2,-0.605014539292731
4.5,0.2,0.3,8.3,-0.721448194308039
4.5,0.2,0.3,8.4,-0.841127431504236
4.5,0.2,0.3,8.5,-0.962747253753995
4.5,0.2,0.3,8.6,-1.08534419144397
4.5,0.2,0.3,8.7,-1.20821088779539
4.5,0.2,0.3,8.8,-1.33083212674571
4.5,0.2,0.3,8.9,-1.45283692999101
4.5,0.2,0.3,9,-1.57396265453324
4.5,0.2,0.3,9.1,-1.69402804157251
4.5,0.2,0.3,9.2,-1.8129129448754
4.5,0.2,0.3,9.3,-1.93054305059608
4.5,0.2,0.3,9.4,-2.04687833519877
4.5,0.2,0.3,9.5,-2.16190433016964
4.5,0.2,0.3,9.6,-2.27562550028402
4.5,0.2,0.3,9.7,-2.38806021815393
4.5,0.2,0.3,9.8,-2.49923694796387
4.5,0.2,0.3,9.9,-2.60919134780752
4.5,0.2,0.3,10,-2.71796407176256
4.5,0.2,0.4,3,-1.93007757469357
4.5,0.2,0.4,3.1,-2.07371943059211
4.5,0.2,0.4,3.2,-2.22493194855826
4.5,0.2,0.4,3.3,-2.38427224140556
4.5,0.2,0.4,3.4,-2.55238347415633
4.5,0.2,0.4,3.5,-2.73000988922567
4.5,0.2,0.4,3.6,-2.91801510292595
4.5,0.2,0.4,3.7,-3.11740455090148
4.5,0.2,0.4,3.8,-3.3293532418199
4.5,0.2,0.4,3.9,-3.55524036795621
4.5,0.2,0.4,4,-3.79669286670233
4.5,0.2,0.4,4.1,-4.05564080263743
4.5,0.2,0.4,4.2,-4.33438856110617
4.5,0.2,0.4,4.3,-4.63570749518898
4.5,0.2,0.4,4.4,-4.96295814837576
4.5,0.2,0.4,4.5,-5.3202539871218
4.5,0.2,0.4,4.6,-5.71268458598672
4.5,0.2,0.4,4.7,-6.14662595449283
4.5,0.2,0.4,4.8,-6.63018202869205
4.5,0.2,0.4,4.9,-7.17382976788824
4.5,0.2,0.4,5,-7.79139192908885
4.5,0.2,0.4,5.1,-8.50156030046568
4.5,0.2,0.4,5.2,-9.33039267427608
4.5,0.2,0.4,5.3,-10.3156451911366
4.5,0.2,0.4,5.4,-11.5148519389476
4.5,0.2,0.4,5.5,-13.021894529574
4.5,0.2,0.4,5.6,-15.0057480894259
4.5,0.2,0.4,5.7,-17.8206682903381
4.5,0.2,0.4,5.8,-22.4443865775757
4.5,0.2,0.4,5.9,-34.4681684597208
4.5,0.2,0.4,6,-27.0733182436286
4.5,0.2,0.4,6.1,-19.1524958433143
4.5,0.2,0.4,6.2,-14.8577806263895
4.5,0.2,0.4,6.3,-11.8586711762074
4.5,0.2,0.4,6.4,-9.54730448091616
4.5,0.2,0.4,6.5,-7.67790806983534
4.5,0.2,0.4,6.6,-6.12951331868992
4.5,0.2,0.4,6.7,-4.83518645176828
4.5,0.2,0.4,6.8,-3.75417418793273
4.5,0.2,0.4,6.9,-2.85879577905279
4.5,0.2,0.4,7,-2.12760728990308
4.5,0.2,0.4,7.1,-1.54180613566056
4.5,0.2,0.4,7.2,-1.08357101584772
4.5,0.2,0.4,7.3,-0.735592990621205
4.5,0.2,0.4,7.4,-0.481255268332091
4.5,0.2,0.4,7.5,-0.305053435701333
4.5,0.2,0.4,7.6,-0.192990999379519
4.5,0.2,0.4,7.7,-0.132823120620735
4.5,0.2,0.4,7.8,-0.114124599799319
4.5,0.2,0.4,7.9,-0.128215108525024
4.5,0.2,0.4,8,-0.167993371898305
4.5,0.2,0.4,8.1,-0.227728099025718
4.5,0.2,0.4,8.2,-0.302840601179496
4.5,0.2,0.4,8.3,-0.389700492526734
4.5,0.2,0.4,8.4,-0.485445174944857
4.5,0.2,0.4,8.5,-0.587826655357949
4.5,0.2,0.4,8.6,-0.695085067042841
4.5,0.2,0.4,8.7,-0.805846182858813
4.5,0.2,0.4,8.8,-0.919039430849069
4.5,0.2,0.4,8.9,-1.03383287700536
4.5,0.2,0.4,9,-1.14958195426959
4.5,0.2,0.4,9.1,-1.26578917086944
4.5,0.2,0.4,9.2,-1.38207250542159
4.5,0.2,0.4,9.3,-1.49814063304297
4.5,0.2,0.4,9.4,-1.61377350323652
4.5,0.2,0.4,9.5,-1.7288071023712
4.5,0.2,0.4,9.6,-1.84312148583379
4.5,0.2,0.4,9.7,-1.95663136554927
4.5,0.2,0.4,9.8,-2.06927869642205
4.5,0.2,0.4,9.9,-2.18102682859077
4.5,0.2,0.4,10,-2.29185588835277
4.5,0.2,0.5,3,-2.06566733921108
4.5,0.2,0.5,3.1,-2.21944575634676
4.5,0.2,0.5,3.2,-2.3812837826488
4.5,0.2,0.5,3.3,-2.55175611041114
4.5,0.2,0.5,3.4,-2.7315233756581
4.5,0.2,0.5,3.5,-2.92134664455968
4.5,0.2,0.5,3.6,-3.1221049579741
4.5,0.2,0.5,3.7,-3.33481673429434
4.5,0.2,0.5,3.8,-3.56066608231745
4.5,0.2,0.5,3.9,-3.80103542181235
4.5,0.2,0.5,4,-4.05754629174613
4.5,0.2,0.5,4.1,-4.33211090847054
4.5,0.2,0.5,4.2,-4.62699801733181
4.5,0.2,0.5,4.3,-4.94491801743576
4.5,0.2,0.5,4.4,-5.28913448373276
4.5,0.2,0.5,4.5,-5.66361248346265
4.5,0.2,0.5,4.6,-6.07321920329735
4.5,0.2,0.5,4.7,-6.52400063510693
4.5,0.2,0.5,4.8,-7.02357172478373
4.5,0.2,0.5,4.9,-7.58168086908646
4.5,0.2,0.5,5,-8.21105171501525
4.5,0.2,0.5,5.1,-8.92868430439504
4.5,0.2,0.5,5.2,-9.75795500040052
4.5,0.2,0.5,5.3,-10.7321901322755
4.5,0.2,0.5,5.4,-11.901166691567
4.5,0.2,0.5,5.5,-13.3440049155845
4.5,0.2,0.5,5.6,-15.197914233753
4.5,0.2,0.5,5.7,-17.7341255296684
4.5,0.2,0.5,5.8,-21.6218051424592
4.5,0.2,0.5,5.9,-29.5496436776799
4.5,0.2,0.5,6,-33.6014494506511
4.5,0.2,0.5,6.1,-22.30756043099
4.5,0.2,0.5,6.2,-17.3244940909895
4.5,0.2,0.5,6.3,-14.0410999753618
4.5,0.2,0.5,6.4,-11.572264221291
4.5,0.2,0.5,6.5,-9.59230979485299
4.5,0.2,0.5,6.6,-7.94710479059155
4.5,0.2,0.5,6.7,-6.55301526264667
4.5,0.2,0.5,6.8,-5.3605016221421
4.5,0.2,0.5,6.9,-4.33811789111118
4.5,0.2,0.5,7,-3.46442069397396
4.5,0.2,0.5,7.1,-2.72346074712334
4.5,0.2,0.5,7.2,-2.10214713194197
4.5,0.2,0.5,7.3,-1.58873200860226
4.5,0.2,0.5,7.4,-1.17203144732703
4.5,0.2,0.5,7.5,-0.841137430745897
4.5,0.2,0.5,7.6,-0.585432499245559
4.5,0.2,0.5,7.7,-0.394755254236076
4.5,0.2,0.5,7.8,-0.259604081858775
4.5,0.2,0.5,7.9,-0.171308529014935
4.5,0.2,0.5,8,-0.122135635488936
4.5,0.2,0.5,8.1,-0.105326267761191
4.5,0.2,0.5,8.2,-0.115072522126713
4.5,0.2,0.5,8.3,-0.14645353567748
4.5,0.2,0.5,8.4,-0.195346984838336
4.5,0.2,0.5,8.5,-0.258330362027888
4.5,0.2,0.5,8.6,-0.332582036966407
4.5,0.2,0.5,8.7,-0.415788358806402
4.5,0.2,0.5,8.8,-0.506060128950512
4.5,0.2,0.5,8.9,-0.601859733032869
4.5,0.2,0.5,9,-0.701938929027424
4.5,0.2,0.5,9.1,-0.805286555959592
4.5,0.2,0.5,9.2,-0.911085076060218
4.5,0.2,0.5,9.3,-1.01867475169438
4.5,0.2,0.5,9.4,-1.1275242863548
4.5,0.2,0.5,9.5,-1.23720685941048
4.5,0.2,0.5,9.6,-1.34738061521329
4.5,0.2,0.5,9.7,-1.45777280399462
4.5,0.2,0.5,9.8,-1.56816690144672
4.5,0.2,0.5,9.9,-1.6783921497183
4.5,0.2,0.5,10,-1.78831506263458
4.5,0.2,0.6,3,-2.03524529563105
4.5,0.2,0.6,3.1,-2.18942263545342
4.5,0.2,0.6,3.2,-2.35197648609699
4.5,0.2,0.6,3.3,-2.52350865267558
4.5,0.2,0.6,3.4,-2.70470720573274
4.5,0.2,0.6,3.5,-2.89636076670203
4.5,0.2,0.6,3.6,-3.09937575636978
4.5,0.2,0.6,3.7,-3.31479736867296
4.5,0.2,0.6,3.8,-3.54383526892004
4.5,0.2,0.6,3.9,-3.78789534028097
4.5,0.2,0.6,4,-4.04861925390139
4.5,0.2,0.6,4.1,-4.3279342750135
4.5,0.2,0.6,4.2,-4.62811663073136
4.5,0.2,0.6,4.3,-4.95187309802739
4.5,0.2,0.6,4.4,-5.30244745369451
4.5,0.2,0.6,4.5,-5.68376144395549
4.5,0.2,0.6,4.6,-6.10060462934735
4.5,0.2,0.6,4.7,-6.55889497955918
4.5,0.2,0.6,4.8,-7.06604450069772
4.5,0.2,0.6,4.9,-7.63148537829117
4.5,0.2,0.6,5,-8.26744982567819
4.5,0.2,0.6,5.1,-8.99016709190508
4.5,0.2,0.6,5.2,-9.82177943458299
4.5,0.2,0.6,5.3,-10.7935699264165
4.5,0.2,0.6,5.4,-11.9517592055383
4.5,0.2,0.6,5.5,-13.3688084205365
4.5,0.2,0.6,5.6,-15.1680310247381
4.5,0.2,0.6,5.7,-17.5863263593435
4.5,0.2,0.6,5.8,-21.1792065910691
4.5,0.2,0.6,5.9,-27.9070736401846
4.5,0.2,0.6,6,-39.1319183291927
4.5,0.2,0.6,6.1,-24.1056481417525
4.5,0.2,0.6,6.2,-18.6349711648445
4.5,0.2,0.6,6.3,-15.1830601950569
4.5,0.2,0.6,6.4,-12.6393009599094
4.5,0.2,0.6,6.5,-10.6214049474614
4.5,0.2,0.6,6.6,-8.95332210694695
4.5,0.2,0.6,6.7,-7.54040907509426
4.5,0.2,0.6,6.8,-6.32659286385354
4.5,0.2,0.6,6.9,-5.27624891465687
4.5,0.2,0.6,7,-4.36535998036155
4.5,0.2,0.6,7.1,-3.57673169802463
4.5,0.2,0.6,7.2,-2.89720974731607
4.5,0.2,0.6,7.3,-2.31599791311007
4.5,0.2,0.6,7.4,-1.82364343698163
4.5,0.2,0.6,7.5,-1.4114565158338
4.5,0.2,0.6,7.6,-1.0712196877536
4.5,0.2,0.6,7.7,-0.795085001670096
4.5,0.2,0.6,7.8,-0.575581416928588
4.5,0.2,0.6,7.9,-0.405674157492026
4.5,0.2,0.6,8,-0.278835494415579
4.5,0.2,0.6,8.1,-0.189102447931388
4.5,0.2,0.6,8.2,-0.13110993728744
4.5,0.2,0.6,8.3,-0.100097161538119
4.5,0.2,0.6,8.4,-0.091890525110751
4.5,0.2,0.6,8.5,-0.102868932362693
4.5,0.2,0.6,8.6,-0.129917722522874
4.5,0.2,0.6,8.7,-0.170376794930178
4.5,0.2,0.6,8.8,-0.221987259038078
4.5,0.2,0.6,8.9,-0.28283966184664
4.5,0.2,0.6,9,-0.351325721046375
4.5,0.2,0.6,9.1,-0.426094609894257
4.5,0.2,0.6,9.2,-0.506014203651568
4.5,0.2,0.6,9.3,-0.590137272785211
4.5,0.2,0.6,9.4,-0.677672348181291
4.5,0.2,0.6,9.5,-0.767958842907966
4.5,0.2,0.6,9.6,-0.86044595554291
4.5,0.2,0.6,9.7,-0.954674872535324
4.5,0.2,0.6,9.8,-1.05026381042952
4.5,0.2,0.6,9.9,-1.14689547859001
4.5,0.2,0.6,10,-1.24430658989773
4.5,0.2,0.7,3,-2.02983287172295
4.5,0.2,0.7,3.1,-2.18492611730276
4.5,0.2,0.7,3.2,-2.34854850157237
4.5,0.2,0.7,3.3,-2.52130799175049
4.5,0.2,0.7,3.4,-2.70389655236838
4.5,0.2,0.7,3.5,-2.89710356842801
4.5,0.2,0.7,3.6,-3.10183198928496
4.5,0.2,0.7,3.7,-3.31911787978644
4.5,0.2,0.7,3.8,-3.55015427523879
4.5,0.2,0.7,3.9,-3.79632052406155
4.5,0.2,0.7,4,-4.05921870014161
4.5,0.2,0.7,4.1,-4.34071922664788
4.5,0.2,0.7,4.2,-4.64301865221401
4.5,0.2,0.7,4.3,-4.96871368059584
4.5,0.2,0.7,4.4,-5.32089727039577
4.5,0.2,0.7,4.5,-5.70328520967603
4.5,0.2,0.7,4.6,-6.12038556405452
4.5,0.2,0.7,4.7,-6.57772971767158
4.5,0.2,0.7,4.8,-7.08219402335996
4.5,0.2,0.7,4.9,-7.64245841933642
4.5,0.2,0.7,5,-8.2696787178248
4.5,0.2,0.7,5.1,-8.97850480935729
4.5,0.2,0.7,5.2,-9.78868412176208
4.5,0.2,0.7,5.3,-10.7277094039462
4.5,0.2,0.7,5.4,-11.8354559318758
4.5,0.2,0.7,5.5,-13.1729340078082
4.5,0.2,0.7,5.6,-14.8405217877763
4.5,0.2,0.7,5.7,-17.0215273342482
4.5,0.2,0.7,5.8,-20.110198316805
4.5,0.2,0.7,5.9,-25.2532018403523
4.5,0.2,0.7,6,-40.4514815883323
4.5,0.2,0.7,6.1,-27.8555196208674
4.5,0.2,0.7,6.2,-20.8553230156462
4.5,0.2,0.7,6.3,-16.9067322765349
4.5,0.2,0.7,6.4,-14.1242652423869
4.5,0.2,0.7,6.5,-11.9683040171206
4.5,0.2,0.7,6.6,-10.2093430905216
4.5,0.2,0.7,6.7,-8.72908954274535
4.5,0.2,0.7,6.8,-7.45910617298555
4.5,0.2,0.7,6.9,-6.35657676917315
4.5,0.2,0.7,7,-5.39308267687008
4.5,0.2,0.7,7.1,-4.54877953669962
4.5,0.2,0.7,7.2,-3.80910875157202
4.5,0.2,0.7,7.3,-3.16282293473393
4.5,0.2,0.7,7.4,-2.60075455785847
4.5,0.2,0.7,7.5,-2.11503886057926
4.5,0.2,0.7,7.6,-1.69863213390473
4.5,0.2,0.7,7.7,-1.34502909216231
4.5,0.2,0.7,7.8,-1.04811467003525
4.5,0.2,0.7,7.9,-0.802103214156241
4.5,0.2,0.7,8,-0.601529726976796
4.5,0.2,0.7,8.1,-0.441267068782936
4.5,0.2,0.7,8.2,-0.316550995612229
4.5,0.2,0.7,8.3,-0.223001710741176
4.5,0.2,0.7,8.4,-0.156636038698318
4.5,0.2,0.7,8.5,-0.113868276616419
4.5,0.2,0.7,8.6,-0.0915003164632377
4.5,0.2,0.7,8.7,-0.0867030020388075
4.5,0.2,0.7,8.8,-0.0969911985666597
4.5,0.2,0.7,8.9,-0.120195015825908
4.5,0.2,0.7,9,-0.154429289193041
4.5,0.2,0.7,9.1,-0.198062966602856
4.5,0.2,0.7,9.2,-0.24968958641808
4.5,0.2,0.7,9.3,-0.308099622211096
4.5,0.2,0.7,9.4,-0.372255140175824
4.5,0.2,0.7,9.5,-0.441266966097022
4.5,0.2,0.7,9.6,-0.51437438287387
4.5,0.2,0.7,9.7,-0.59092726329975
4.5,0.2,0.7,9.8,-0.670370472314893
4.5,0.2,0.7,9.9,-0.752230335866034
4.5,0.2,0.7,10,-0.836102959620581
4.5,0.2,0.8,3,-2.00914849495883
4.5,0.2,0.8,3.1,-2.16454253432465
4.5,0.2,0.8,3.2,-2.32868392181562
4.5,0.2,0.8,3.3,-2.5021894465424
4.5,0.2,0.8,3.4,-2.68575794406503
4.5,0.2,0.8,3.5,-2.88018325250044
4.5,0.2,0.8,3.6,-3.0863697429189
4.5,0.2,0.8,3.7,-3.30535106120049
4.5,0.2,0.8,3.8,-3.53831291026986
4.5,0.2,0.8,3.9,-3.78662096264399
4.5,0.2,0.8,4,-4.05185535316195
4.5,0.2,0.8,4.1,-4.335853705124
4.5,0.2,0.8,4.2,-4.64076535785001
4.5,0.2,0.8,4.3,-4.96912049579768
4.5,0.2,0.8,4.4,-5.32391939737068
4.5,0.2,0.8,4.5,-5.70874929977491
4.5,0.2,0.8,4.6,-6.12793987312175
4.5,0.2,0.8,4.7,-6.58677380036695
4.5,0.2,0.8,4.8,-7.09177786808912
4.5,0.2,0.8,4.9,-7.65113485995327
4.5,0.2,0.8,5,-8.27528234430081
4.5,0.2,0.8,5.1,-8.9778110798087
4.5,0.2,0.8,5.2,-9.77686430384205
4.5,0.2,0.8,5.3,-10.6974174097618
4.5,0.2,0.8,5.4,-11.775202697658
4.5,0.2,0.8,5.5,-13.0639527855954
4.5,0.2,0.8,5.6,-14.6500367745629
4.5,0.2,0.8,5.7,-16.6859352424294
4.5,0.2,0.8,5.8,-19.4820952367357
4.5,0.2,0.8,5.9,-23.8483515590121
4.5,0.2,0.8,6,-33.6093891178649
4.5,0.2,0.8,6.1,-31.9315141504189
4.5,0.2,0.8,6.2,-22.8581347035838
4.5,0.2,0.8,6.3,-18.3941488112875
4.5,0.2,0.8,6.4,-15.3882049613535
4.5,0.2,0.8,6.5,-13.1121228529568
4.5,0.2,0.8,6.6,-11.2797962414161
4.5,0.2,0.8,6.7,-9.74967572035038
4.5,0.2,0.8,6.8,-8.44174847260583
4.5,0.2,0.8,6.9,-7.30663423786009
4.5,0.2,0.8,7,-6.31185992979931
4.5,0.2,0.8,7.1,-5.43497137253441
4.5,0.2,0.8,7.2,-4.65974904970261
4.5,0.2,0.8,7.3,-3.97398126816675
4.5,0.2,0.8,7.4,-3.36808525771969
4.5,0.2,0.8,7.5,-2.83422364654987
4.5,0.2,0.8,7.6,-2.36572867637298
4.5,0.2,0.8,7.7,-1.95672742772655
4.5,0.2,0.8,7.8,-1.60190290976311
4.5,0.2,0.8,7.9,-1.29634824390422
4.5,0.2,0.8,8,-1.03548399642407
4.5,0.2,0.8,8.1,-0.815016797871464
4.5,0.2,0.8,8.2,-0.630923099496466
4.5,0.2,0.8,8.3,-0.479446355563922
4.5,0.2,0.8,8.4,-0.357099527380803
4.5,0.2,0.8,8.5,-0.260667721644272
4.5,0.2,0.8,8.6,-0.187208043195557
4.5,0.2,0.8,8.7,-0.134045398371915
4.5,0.2,0.8,8.8,-0.0987640980555906
4.5,0.2,0.8,8.9,-0.0791957755179658
4.5,0.2,0.8,9,-0.0734044617482382
4.5,0.2,0.8,9.1,-0.0796697543072044
4.5,0.2,0.8,9.2,-0.0964689634295099
4.5,0.2,0.8,9.3,-0.122458989176047
4.5,0.2,0.8,9.4,-0.15645852352778
4.5,0.2,0.8,9.5,-0.197431011539896
4.5,0.2,0.8,9.6,-0.244468662794188
4.5,0.2,0.8,9.7,-0.296777685822732
4.5,0.2,0.8,9.8,-0.353664825433129
4.5,0.2,0.8,9.9,-0.414525214093518
4.5,0.2,0.8,10,-0.478831500284632
4.5,0.2,0.9,3,-2.02592003179023
4.5,0.2,0.9,3.1,-2.18323013391185
4.5,0.2,0.9,3.2,-2.34938870969628
4.5,0.2,0.9,3.3,-2.52500761529165
4.5,0.2,0.9,3.4,-2.71077775915291
4.5,0.2,0.9,3.5,-2.90748119855689
4.5,0.2,0.9,3.6,-3.11600559190454
4.5,0.2,0.9,3.7,-3.33736157982027
4.5,0.2,0.9,3.8,-3.57270383772521
4.5,0.2,0.9,3.9,-3.82335677255473
4.5,0.2,0.9,4,-4.09084615200695
4.5,0.2,0.9,4.1,-4.37693839404117
4.5,0.2,0.9,4.2,-4.68368986480719
4.5,0.2,0.9,4.3,-5.01350942370275
4.5,0.2,0.9,4.4,-5.36923875514661
4.5,0.2,0.9,4.5,-5.7542569643193
4.5,0.2,0.9,4.6,-6.17261886296492
4.5,0.2,0.9,4.7,-6.62924096766585
4.5,0.2,0.9,4.8,-7.13015659175353
4.5,0.2,0.9,4.9,-7.68287355523576
4.5,0.2,0.9,5,-8.2968887779431
4.5,0.2,0.9,5.1,-8.98445087958984
4.5,0.2,0.9,5.2,-9.76173050763578
4.5,0.2,0.9,5.3,-10.6506929401123
4.5,0.2,0.9,5.4,-11.6822504787099
4.5,0.2,0.9,5.5,-12.9019158921127
4.5,0.2,0.9,5.6,-14.3807997609027
4.5,0.2,0.9,5.7,-16.2394642414065
4.5,0.2,0.9,5.8,-18.7083405914374
4.5,0.2,0.9,5.9,-22.3229891822682
4.5,0.2,0.9,6,-28.9323800705624
4.5,0.2,0.9,6.1,-41.9877712020722
4.5,0.2,0.9,6.2,-25.9394464122837
4.5,0.2,0.9,6.3,-20.4307809318863
4.5,0.2,0.9,6.4,-17.0137150510271
4.5,0.2,0.9,6.5,-14.5211578288976
4.5,0.2,0.9,6.6,-12.5560412719469
4.5,0.2,0.9,6.7,-10.9354371250758
4.5,0.2,0.9,6.8,-9.56020256924621
4.5,0.2,0.9,6.9,-8.37078549217557
4.5,0.2,0.9,7,-7.32875879641989
4.5,0.2,0.9,7.1,-6.40795755316052
4.5,0.2,0.9,7.2,-5.58977697669256
4.5,0.2,0.9,7.3,-4.86048060855109
4.5,0.2,0.9,7.4,-4.20956553807016
4.5,0.2,0.9,7.5,-3.62872352461011
4.5,0.2,0.9,7.6,-3.11115873506535
4.5,0.2,0.9,7.7,-2.65113030480904
4.5,0.2,0.9,7.8,-2.24364302704954
4.5,0.2,0.9,7.9,-1.88423901671412
4.5,0.2,0.9,8,-1.5688596838881
4.5,0.2,0.9,8.1,-1.29375697250983
4.5,0.2,0.9,8.2,-1.05543876768974
4.5,0.2,0.9,8.3,-0.850637336123133
4.5,0.2,0.9,8.4,-0.676292522488239
4.5,0.2,0.9,8.5,-0.52954362669025
4.5,0.2,0.9,8.6,-0.40772564392976
4.5,0.2,0.9,8.7,-0.308366956719137
4.5,0.2,0.9,8.8,-0.229186670857518
4.5,0.2,0.9,8.9,-0.168090618052062
4.5,0.2,0.9,9,-0.123165639947791
4.5,0.2,0.9,9.1,-0.0926721604100356
4.5,0.2,0.9,9.2,-0.0750352864405089
