"l1 [mm]","l2 [mm]","l3 [mm]","Freq [GHz]","dB(S(FloquetPort2:1,FloquetPort1:1)) []"
2.8,3.45,2.4,12.3,-0.49167993762262
2.8,3.45,2.4,12.4,-0.490097467421956
2.8,3.45,2.4,12.5,-0.505579590744014
2.8,3.45,2.4,12.6,-0.535571284281264
2.8,3.45,2.4,12.7,-0.577811946127585
2.8,3.45,2.4,12.8,-0.630320204111135
2.8,3.45,2.4,12.9,-0.691373187704566
2.8,3.45,2.4,13,-0.759482835704738
2.8,3.45,2.4,13.1,-0.833371181810836
2.8,3.45,2.4,13.2,-0.911945989722809
2.8,3.45,2.4,13.3,-0.994277636318694
2.8,3.45,2.4,13.4,-1.07957777417704
2.8,3.45,2.4,13.5,-1.16718003497024
2.8,3.45,2.4,13.6,-1.25652284740268
2.8,3.45,2.4,13.7,-1.3471343199383
2.8,3.45,2.4,13.8,-1.4386190633098
2.8,3.45,2.4,13.9,-1.53064678702929
2.8,3.45,2.4,14,-1.62294248699431
2.8,3.45,2.4,14.1,-1.71527803964122
2.8,3.45,2.4,14.2,-1.80746502601185
2.8,3.45,2.4,14.3,-1.89934862242662
2.8,3.45,2.4,14.4,-1.99080241039539
2.8,3.45,2.4,14.5,-2.08172397512987
2.8,3.45,2.4,14.6,-2.17203117843242
2.8,3.45,2.4,14.7,-2.26165900720166
2.8,3.45,2.4,14.8,-2.35055691302111
2.8,3.45,2.4,14.9,-2.43868657123076
2.8,3.45,2.4,15,-2.52601999963591
2.8,3.5,2.4,5,-3.10528889630655
2.8,3.5,2.4,5.1,-3.22961992557692
2.8,3.5,2.4,5.2,-3.35726988205415
2.8,3.5,2.4,5.3,-3.4883930848103
2.8,3.5,2.4,5.4,-3.62315988915247
2.8,3.5,2.4,5.5,-3.76175831117463
2.8,3.5,2.4,5.6,-3.9043958701697
2.8,3.5,2.4,5.7,-4.0513016841526
2.8,3.5,2.4,5.8,-4.20272886041578
2.8,3.5,2.4,5.9,-4.35895723120504
2.8,3.5,2.4,6,-4.52029649464994
2.8,3.5,2.4,6.1,-4.68708983350746
2.8,3.5,2.4,6.2,-4.85971809972989
2.8,3.5,2.4,6.3,-5.03860467220122
2.8,3.5,2.4,6.4,-5.22422111933006
2.8,3.5,2.4,6.5,-5.41709382904819
2.8,3.5,2.4,6.6,-5.61781180817214
2.8,3.5,2.4,6.7,-5.82703590379723
2.8,3.5,2.4,6.8,-6.04550976519183
2.8,3.5,2.4,6.9,-6.27407295079014
2.8,3.5,2.4,7,-6.51367669869726
2.8,3.5,2.4,7.1,-6.76540303105573
2.8,3.5,2.4,7.2,-7.0304880676731
2.8,3.5,2.4,7.3,-7.310350704325
2.8,3.5,2.4,7.4,-7.60662819844277
2.8,3.5,2.4,7.5,-7.92122074802213
2.8,3.5,2.4,7.6,-8.25634792280467
2.8,3.5,2.4,7.7,-8.61462092578581
2.8,3.5,2.4,7.8,-8.99913631195266
2.8,3.5,2.4,7.9,-9.41359926935735
2.8,3.5,2.4,8,-9.86248837484311
2.8,3.5,2.4,8.1,-10.3512797298147
2.8,3.5,2.4,8.2,-10.8867580754793
2.8,3.5,2.4,8.3,-11.4774586541858
2.8,3.5,2.4,8.4,-12.1343114947603
2.8,3.5,2.4,8.5,-12.8716099201734
2.8,3.5,2.4,8.6,-13.7085192265973
2.8,3.5,2.4,8.7,-14.6715277555929
2.8,3.5,2.4,8.8,-15.7986337462512
2.8,3.5,2.4,8.9,-17.1469400820913
2.8,3.5,2.4,9,-18.8074483842177
2.8,3.5,2.4,9.1,-20.9362157651991
2.8,3.5,2.4,9.2,-23.8227500304271
2.8,3.5,2.4,9.3,-27.9729658050119
2.8,3.5,2.4,9.4,-32.1948736023306
2.8,3.5,2.4,9.5,-28.5556530385181
2.8,3.5,2.4,9.6,-23.7526056700698
2.8,3.5,2.4,9.7,-20.3005016546275
2.8,3.5,2.4,9.8,-17.6867202432147
2.8,3.5,2.4,9.9,-15.5865394857839
2.8,3.5,2.4,10,-13.8274785814409
2.8,3.5,2.4,10.1,-12.3111952000803
2.8,3.5,2.4,10.2,-10.9774841472579
2.8,3.5,2.4,10.3,-9.78740979797389
2.8,3.5,2.4,10.4,-8.7147626242272
2.8,3.5,2.4,10.5,-7.74139274503588
2.8,3.5,2.4,10.6,-6.85448431542633
2.8,3.5,2.4,10.7,-6.04486352084767
2.8,3.5,2.4,10.8,-5.30588599631322
2.8,3.5,2.4,10.9,-4.63266398188113
2.8,3.5,2.4,11,-4.02150224855886
2.8,3.5,2.4,11.1,-3.46947044765158
2.8,3.5,2.4,11.2,-2.9740726593371
2.8,3.5,2.4,11.3,-2.53299386846367
2.8,3.5,2.4,11.4,-2.14391332691936
2.8,3.5,2.4,11.5,-1.80437918372514
2.8,3.5,2.4,11.6,-1.5117393180748
2.8,3.5,2.4,11.7,-1.26312163768828
2.8,3.5,2.4,11.8,-1.05545469351213
2.8,3.5,2.4,11.9,-0.885517525215254
2.8,3.5,2.4,12,-0.750006946757577
2.8,3.5,2.4,12.1,-0.645611224847266
2.8,3.5,2.4,12.2,-0.569081048294613
2.8,3.5,2.4,12.3,-0.517291315411458
2.8,3.5,2.4,12.4,-0.487290012826704
2.8,3.5,2.4,12.5,-0.476332873459326
2.8,3.5,2.4,12.6,-0.48190432880466
2.8,3.5,2.4,12.7,-0.501726444010766
2.8,3.5,2.4,12.8,-0.533758110978774
2.8,3.5,2.4,12.9,-0.576186911856861
2.8,3.5,2.4,13,-0.627415905251783
2.8,3.5,2.4,13.1,-0.686047264448646
2.8,3.5,2.4,13.2,-0.750864312080009
2.8,3.5,2.4,13.3,-0.820813115589569
2.8,3.5,2.4,13.4,-0.894984469949352
2.8,3.5,2.4,13.5,-0.972596814633658
2.8,3.5,2.4,13.6,-1.05298041335581
2.8,3.5,2.4,13.7,-1.13556296237137
2.8,3.5,2.4,13.8,-1.21985667757771
2.8,3.5,2.4,13.9,-1.30544683266998
2.8,3.5,2.4,14,-1.3919816713233
2.8,3.5,2.4,14.1,-1.47916358811001
2.8,3.5,2.4,14.2,-1.56674145945083
2.8,3.5,2.4,14.3,-1.65450400256087
2.8,3.5,2.4,14.4,-1.74227404352529
2.8,3.5,2.4,14.5,-1.82990358274457
2.8,3.5,2.4,14.6,-1.91726955522322
2.8,3.5,2.4,14.7,-2.00427019331109
2.8,3.5,2.4,14.8,-2.09082190974128
2.8,3.5,2.4,14.9,-2.17685662864628
2.8,3.5,2.4,15,-2.26231950138746
2.8,3.55,2.4,5,-3.50747856142478
2.8,3.55,2.4,5.1,-3.64594256288826
2.8,3.55,2.4,5.2,-3.78805344867291
2.8,3.55,2.4,5.3,-3.93399090145201
2.8,3.55,2.4,5.4,-4.08395368490857
2.8,3.55,2.4,5.5,-4.23816160102987
2.8,3.55,2.4,5.6,-4.39685772068387
2.8,3.55,2.4,5.7,-4.56031093351821
2.8,3.55,2.4,5.8,-4.72881887227469
2.8,3.55,2.4,5.9,-4.90271127778311
2.8,3.55,2.4,6,-5.08235388475774
2.8,3.55,2.4,6.1,-5.26815292581594
2.8,3.55,2.4,6.2,-5.46056037285738
2.8,3.55,2.4,6.3,-5.66008006239539
2.8,3.55,2.4,6.4,-5.86727488637784
2.8,3.55,2.4,6.5,-6.08277527485265
2.8,3.55,2.4,6.6,-6.30728925477271
2.8,3.55,2.4,6.7,-6.54161444478167
2.8,3.55,2.4,6.8,-6.7866524452309
2.8,3.55,2.4,6.9,-7.04342621477812
2.8,3.55,2.4,7,-7.31310120231966
2.8,3.55,2.4,7.1,-7.59701124397386
2.8,3.55,2.4,7.2,-7.89669056617855
2.8,3.55,2.4,7.3,-8.21391369769369
2.8,3.55,2.4,7.4,-8.55074574608065
2.8,3.55,2.4,7.5,-8.90960643177031
2.8,3.55,2.4,7.6,-9.29335264276924
2.8,3.55,2.4,7.7,-9.70538631308195
2.8,3.55,2.4,7.8,-10.1497975299825
2.8,3.55,2.4,7.9,-10.6315576028473
2.8,3.55,2.4,8,-11.1567845358659
2.8,3.55,2.4,8.1,-11.7331160211577
2.8,3.55,2.4,8.2,-12.3702465972596
2.8,3.55,2.4,8.3,-13.0807235703283
2.8,3.55,2.4,8.4,-13.8811661056238
2.8,3.55,2.4,8.5,-14.7942067415494
2.8,3.55,2.4,8.6,-15.8517301744669
2.8,3.55,2.4,8.7,-17.1005852250287
2.8,3.55,2.4,8.8,-18.613355477983
2.8,3.55,2.4,8.9,-20.5103230733216
2.8,3.55,2.4,9,-23.0078140984058
2.8,3.55,2.4,9.1,-26.5190271435166
2.8,3.55,2.4,9.2,-31.4303594470574
2.8,3.55,2.4,9.3,-31.9240837328495
2.8,3.55,2.4,9.4,-26.608022408964
2.8,3.55,2.4,9.5,-22.5569388673634
2.8,3.55,2.4,9.6,-19.5995410376035
2.8,3.55,2.4,9.7,-17.2879411456098
2.8,3.55,2.4,9.8,-15.387135912854
2.8,3.55,2.4,9.9,-13.7685314700207
2.8,3.55,2.4,10,-12.3559090844946
2.8,3.55,2.4,10.1,-11.1010581661036
2.8,3.55,2.4,10.2,-9.97196425561925
2.8,3.55,2.4,10.3,-8.94660611244315
2.8,3.55,2.4,10.4,-8.00946126173044
2.8,3.55,2.4,10.5,-7.14941340441629
2.8,3.55,2.4,10.6,-6.35842807383966
2.8,3.55,2.4,10.7,-5.63066901432075
2.8,3.55,2.4,10.8,-4.96187699735786
2.8,3.55,2.4,10.9,-4.34891043801737
2.8,3.55,2.4,11,-3.78939015445985
2.8,3.55,2.4,11.1,-3.28141577820608
2.8,3.55,2.4,11.2,-2.82333662315658
2.8,3.55,2.4,11.3,-2.41356906679077
2.8,3.55,2.4,11.4,-2.05045756042096
2.8,3.55,2.4,11.5,-1.73217832275651
2.8,3.55,2.4,11.6,-1.45668440753153
2.8,3.55,2.4,11.7,-1.22168902433983
2.8,3.55,2.4,11.8,-1.02468163656282
2.8,3.55,2.4,11.9,-0.862969295004635
2.8,3.55,2.4,12,-0.733734489431014
2.8,3.55,2.4,12.1,-0.634100768882149
2.8,3.55,2.4,12.2,-0.561198409426334
2.8,3.55,2.4,12.3,-0.512224166714267
2.8,3.55,2.4,12.4,-0.484491216831567
2.8,3.55,2.4,12.5,-0.475467377467215
2.8,3.55,2.4,12.6,-0.482801346986505
2.8,3.55,2.4,12.7,-0.504337877635658
2.8,3.55,2.4,12.8,-0.538123505803834
2.8,3.55,2.4,12.9,-0.582404768422247
2.8,3.55,2.4,13,-0.635620845172913
2.8,3.55,2.4,13.1,-0.696392387786915
2.8,3.55,2.4,13.2,-0.763508020185908
2.8,3.55,2.4,13.3,-0.835909682905744
2.8,3.55,2.4,13.4,-0.91267769565875
2.8,3.55,2.4,13.5,-0.993016148036087
2.8,3.55,2.4,13.6,-1.07623901184557
2.8,3.55,2.4,13.7,-1.16175720209889
2.8,3.55,2.4,13.8,-1.24906669417311
2.8,3.55,2.4,13.9,-1.33773772557625
2.8,3.55,2.4,14,-1.42740506342296
2.8,3.55,2.4,14.1,-1.51775929385679
2.8,3.55,2.4,14.2,-1.60853907851211
2.8,3.55,2.4,14.3,-1.69952431866336
2.8,3.55,2.4,14.4,-1.79053016531032
2.8,3.55,2.4,14.5,-1.88140181086635
2.8,3.55,2.4,14.6,-1.97200999504418
2.8,3.55,2.4,14.7,-2.06224715474522
2.8,3.55,2.4,14.8,-2.15202414629441
2.8,3.55,2.4,14.9,-2.24126746896653
2.8,3.55,2.4,15,-2.32991692163171
2.8,3.6,2.4,5,-3.93559648679694
2.8,3.6,2.4,5.1,-4.08828250634948
2.8,3.6,2.4,5.2,-4.24490767535684
2.8,3.6,2.4,5.3,-4.40567630284147
2.8,3.6,2.4,5.4,-4.57081484397184
2.8,3.6,2.4,5.5,-4.74057420349856
2.8,3.6,2.4,5.6,-4.91523237145025
2.8,3.6,2.4,5.7,-5.09509744890476
2.8,3.6,2.4,5.8,-5.28051113345366
2.8,3.6,2.4,5.9,-5.47185274864919
2.8,3.6,2.4,6,-5.66954392006961
2.8,3.6,2.4,6.1,-5.87405402372427
2.8,3.6,2.4,6.2,-6.08590656176397
2.8,3.6,2.4,6.3,-6.30568665777322
2.8,3.6,2.4,6.4,-6.53404991188765
2.8,3.6,2.4,6.5,-6.77173291814869
2.8,3.6,2.4,6.6,-7.01956582778987
2.8,3.6,2.4,6.7,-7.2784874494139
2.8,3.6,2.4,6.8,-7.54956351999972
2.8,3.6,2.4,6.9,-7.83400897332656
2.8,3.6,2.4,7,-8.13321529500358
2.8,3.6,2.4,7.1,-8.44878441576985
2.8,3.6,2.4,7.2,-8.78257110191742
2.8,3.6,2.4,7.3,-9.13673652194284
2.8,3.6,2.4,7.4,-9.51381670800345
2.8,3.6,2.4,7.5,-9.91681115769504
2.8,3.6,2.4,7.6,-10.3492991087609
2.8,3.6,2.4,7.7,-10.8155945194957
2.8,3.6,2.4,7.8,-11.320956273754
2.8,3.6,2.4,7.9,-11.8718789610843
2.8,3.6,2.4,8,-12.4765042325575
2.8,3.6,2.4,8.1,-13.1452178733617
2.8,3.6,2.4,8.2,-13.8915425759036
2.8,3.6,2.4,8.3,-14.7335200068034
2.8,3.6,2.4,8.4,-15.6959398316252
2.8,3.6,2.4,8.5,-16.8141149552697
2.8,3.6,2.4,8.6,-18.1406635333757
2.8,3.6,2.4,8.7,-19.7585877629901
2.8,3.6,2.4,8.8,-21.8086499581323
2.8,3.6,2.4,8.9,-24.5508560063856
2.8,3.6,2.4,9,-28.4786438967453
2.8,3.6,2.4,9.1,-33.4300955516644
2.8,3.6,2.4,9.2,-31.2693700416611
2.8,3.6,2.4,9.3,-26.1102833597241
2.8,3.6,2.4,9.4,-22.4199271774888
2.8,3.6,2.4,9.5,-19.6791902160092
2.8,3.6,2.4,9.6,-17.5050237905618
2.8,3.6,2.4,9.7,-15.6983514361665
2.8,3.6,2.4,9.8,-14.1478944575962
2.8,3.6,2.4,9.9,-12.7863372080106
2.8,3.6,2.4,10,-11.5703557590644
2.8,3.6,2.4,10.1,-10.4707448763935
2.8,3.6,2.4,10.2,-9.46714039548353
2.8,3.6,2.4,10.3,-8.54500382767645
2.8,3.6,2.4,10.4,-7.69379872187493
2.8,3.6,2.4,10.5,-6.90583058723981
2.8,3.6,2.4,10.6,-6.17547280708851
2.8,3.6,2.4,10.7,-5.49862473763445
2.8,3.6,2.4,10.8,-4.87231313192088
2.8,3.6,2.4,10.9,-4.29438418221633
2.8,3.6,2.4,11,-3.76325484038583
2.8,3.6,2.4,11.1,-3.27770545297324
2.8,3.6,2.4,11.2,-2.83670447966532
2.8,3.6,2.4,11.3,-2.43926176019305
2.8,3.6,2.4,11.4,-2.08431019908026
2.8,3.6,2.4,11.5,-1.77061722113669
2.8,3.6,2.4,11.6,-1.49672721432866
2.8,3.6,2.4,11.7,-1.26093481705896
2.8,3.6,2.4,11.8,-1.06128685605135
2.8,3.6,2.4,11.9,-0.895608600712192
2.8,3.6,2.4,12,-0.761548314343569
2.8,3.6,2.4,12.1,-0.656633214270083
2.8,3.6,2.4,12.2,-0.578330015683463
2.8,3.6,2.4,12.3,-0.524104107350056
2.8,3.6,2.4,12.4,-0.491472815710369
2.8,3.6,2.4,12.5,-0.478049831497619
2.8,3.6,2.4,12.6,-0.481579414097292
2.8,3.6,2.4,12.7,-0.499960260282329
2.8,3.6,2.4,12.8,-0.531259836686906
2.8,3.6,2.4,12.9,-0.573720526988289
2.8,3.6,2.4,13,-0.625759188612898
2.8,3.6,2.4,13.1,-0.685961728380029
2.8,3.6,2.4,13.2,-0.753074172320402
2.8,3.6,2.4,13.3,-0.825991490730354
2.8,3.6,2.4,13.4,-0.903745196838093
2.8,3.6,2.4,13.5,-0.985490500417714
2.8,3.6,2.4,13.6,-1.07049358589346
2.8,3.6,2.4,13.7,-1.15811940678212
2.8,3.6,2.4,13.8,-1.24782024644704
2.8,3.6,2.4,13.9,-1.33912518661227
2.8,3.6,2.4,14,-1.43163054537579
2.8,3.6,2.4,14.1,-1.52499129036282
2.8,3.6,2.4,14.2,-1.6189133951275
2.8,3.6,2.4,14.3,-1.71314708347861
2.8,3.6,2.4,14.4,-1.80748089335309
2.8,3.6,2.4,14.5,-1.9017364862396
2.8,3.6,2.4,14.6,-1.99576412770574
2.8,3.6,2.4,14.7,-2.08943876768064
2.8,3.6,2.4,14.8,-2.18265665468705
2.8,3.6,2.4,14.9,-2.27533242560895
2.8,3.6,2.4,15,-2.36739662173879
2.8,3.65,2.4,5,-4.42257042080256
2.8,3.65,2.4,5.1,-4.59129248348758
2.8,3.65,2.4,5.2,-4.76432749614348
2.8,3.65,2.4,5.3,-4.94191500380414
2.8,3.65,2.4,5.4,-5.12432082244293
2.8,3.65,2.4,5.5,-5.31183984576063
2.8,3.65,2.4,5.6,-5.50479927608919
2.8,3.65,2.4,5.7,-5.70356235600829
2.8,3.65,2.4,5.8,-5.90853269365769
2.8,3.65,2.4,5.9,-6.12015929529282
2.8,3.65,2.4,6,-6.33894244460572
2.8,3.65,2.4,6.1,-6.56544060136673
2.8,3.65,2.4,6.2,-6.80027853426205
2.8,3.65,2.4,6.3,-7.04415695744673
2.8,3.65,2.4,6.4,-7.29786401148598
2.8,3.65,2.4,6.5,-7.5622890228454
2.8,3.65,2.4,6.6,-7.83843910011641
2.8,3.65,2.4,6.7,-8.12745929141826
2.8,3.65,2.4,6.8,-8.43065725278841
2.8,3.65,2.4,6.9,-8.74953368659076
2.8,3.65,2.4,7,-9.08582023881019
2.8,3.65,2.4,7.1,-9.44152715016445
2.8,3.65,2.4,7.2,-9.81900382381321
2.8,3.65,2.4,7.3,-10.2210167363639
2.8,3.65,2.4,7.4,-10.6508509941389
2.8,3.65,2.4,7.5,-11.112444676576
2.8,3.65,2.4,7.6,-11.6105695081965
2.8,3.65,2.4,7.7,-12.1510783910284
2.8,3.65,2.4,7.8,-12.7412517560896
2.8,3.65,2.4,7.9,-13.3902939782125
2.8,3.65,2.4,8,-14.1100648531508
2.8,3.65,2.4,8.1,-14.9161927231568
2.8,3.65,2.4,8.2,-15.8298337204369
2.8,3.65,2.4,8.3,-16.8805801130332
2.8,3.65,2.4,8.4,-18.1115354064516
2.8,3.65,2.4,8.5,-19.5887691553697
2.8,3.65,2.4,8.6,-21.420366077198
2.8,3.65,2.4,8.7,-23.7982219851116
2.8,3.65,2.4,8.8,-27.0922009647991
2.8,3.65,2.4,8.9,-31.8745844911428
2.8,3.65,2.4,9,-34.4444659910052
2.8,3.65,2.4,9.1,-29.2257233342967
2.8,3.65,2.4,9.2,-24.8402659322346
2.8,3.65,2.4,9.3,-21.705366064376
2.8,3.65,2.4,9.4,-19.2962154847062
2.8,3.65,2.4,9.5,-17.3371971614854
2.8,3.65,2.4,9.6,-15.6809816553884
2.8,3.65,2.4,9.7,-14.2417107374852
2.8,3.65,2.4,9.8,-12.9655983759401
2.8,3.65,2.4,9.9,-11.8170383092239
2.8,3.65,2.4,10,-10.7714634991144
2.8,3.65,2.4,10.1,-9.81139970408874
2.8,3.65,2.4,10.2,-8.92414837653096
2.8,3.65,2.4,10.3,-8.10035480350573
2.8,3.65,2.4,10.4,-7.33308256879593
