"l1 [mm]","l2 [mm]","l3 [mm]","Freq [GHz]","dB(S(FloquetPort2:1,FloquetPort1:1)) []"
2.8,3.4,2.1,11.8,-3.99142868325667
2.8,3.4,2.1,11.9,-3.56494849516407
2.8,3.4,2.1,12,-3.17297342401168
2.8,3.4,2.1,12.1,-2.81398593912724
2.8,3.4,2.1,12.2,-2.48655702307652
2.8,3.4,2.1,12.3,-2.18930251337394
2.8,3.4,2.1,12.4,-1.92085209784319
2.8,3.4,2.1,12.5,-1.67982924508792
2.8,3.4,2.1,12.6,-1.46484043869749
2.8,3.4,2.1,12.7,-1.27447208758521
2.8,3.4,2.1,12.8,-1.10729347767362
2.8,3.4,2.1,12.9,-0.961864159184803
2.8,3.4,2.1,13,-0.836744252739972
2.8,3.4,2.1,13.1,-0.730506309969331
2.8,3.4,2.1,13.2,-0.641747569199543
2.8,3.4,2.1,13.3,-0.569101684130504
2.8,3.4,2.1,13.4,-0.511249250504702
2.8,3.4,2.1,13.5,-0.466926691747622
2.8,3.4,2.1,13.6,-0.434933273405707
2.8,3.4,2.1,13.7,-0.414136188041196
2.8,3.4,2.1,13.8,-0.403473783127625
2.8,3.4,2.1,13.9,-0.401957095383201
2.8,3.4,2.1,14,-0.408669910239875
2.8,3.4,2.1,14.1,-0.422767591031351
2.8,3.4,2.1,14.2,-0.443474925888518
2.8,3.4,2.1,14.3,-0.470083227874659
2.8,3.4,2.1,14.4,-0.501946901350962
2.8,3.4,2.1,14.5,-0.538479659603458
2.8,3.4,2.1,14.6,-0.579150548915064
2.8,3.4,2.1,14.7,-0.623479904997283
2.8,3.4,2.1,14.8,-0.671035340588394
2.8,3.4,2.1,14.9,-0.721427838973426
2.8,3.4,2.1,15,-0.774308007555063
2.8,3.45,2.1,5,-3.14740079672428
2.8,3.45,2.1,5.1,-3.27498599093437
2.8,3.45,2.1,5.2,-3.40596629124706
2.8,3.45,2.1,5.3,-3.54048123990699
2.8,3.45,2.1,5.4,-3.67868368236467
2.8,3.45,2.1,5.5,-3.8207409886307
2.8,3.45,2.1,5.6,-3.96683642483357
2.8,3.45,2.1,5.7,-4.11717069747109
2.8,3.45,2.1,5.8,-4.27196369676419
2.8,3.45,2.1,5.9,-4.43145647025843
2.8,3.45,2.1,6,-4.59591346356984
2.8,3.45,2.1,6.1,-4.76562507218634
2.8,3.45,2.1,6.2,-4.94091055683332
2.8,3.45,2.1,6.3,-5.12212138550406
2.8,3.45,2.1,6.4,-5.30964507837763
2.8,3.45,2.1,6.5,-5.50390964819632
2.8,3.45,2.1,6.6,-5.70538874917417
2.8,3.45,2.1,6.7,-5.91460767337911
2.8,3.45,2.1,6.8,-6.13215036641052
2.8,3.45,2.1,6.9,-6.35866767629256
2.8,3.45,2.1,7,-6.59488710383562
2.8,3.45,2.1,7.1,-6.84162439343298
2.8,3.45,2.1,7.2,-7.09979739613453
2.8,3.45,2.1,7.3,-7.37044276000509
2.8,3.45,2.1,7.4,-7.65473616781463
2.8,3.45,2.1,7.5,-7.95401706574685
2.8,3.45,2.1,7.6,-8.26981913353025
2.8,3.45,2.1,7.7,-8.60390817257644
2.8,3.45,2.1,7.8,-8.95832968932086
2.8,3.45,2.1,7.9,-9.33546931053165
2.8,3.45,2.1,8,-9.73813041842034
2.8,3.45,2.1,8.1,-10.1696352482063
2.8,3.45,2.1,8.2,-10.6339584972725
2.8,3.45,2.1,8.3,-11.1359068382915
2.8,3.45,2.1,8.4,-11.6813646210017
2.8,3.45,2.1,8.5,-12.2776372963566
2.8,3.45,2.1,8.6,-12.9339430468188
2.8,3.45,2.1,8.7,-13.6621361955281
2.8,3.45,2.1,8.8,-14.4778061576496
2.8,3.45,2.1,8.9,-15.4020104508934
2.8,3.45,2.1,9,-16.4641312146145
2.8,3.45,2.1,9.1,-17.7068391572541
2.8,3.45,2.1,9.2,-19.1952836580268
2.8,3.45,2.1,9.3,-21.035419235961
2.8,3.45,2.1,9.4,-23.4134335502733
2.8,3.45,2.1,9.5,-26.6800463917968
2.8,3.45,2.1,9.6,-31.3291257407359
2.8,3.45,2.1,9.7,-33.8374767712564
2.8,3.45,2.1,9.8,-28.9421889659872
2.8,3.45,2.1,9.9,-24.650746663628
2.8,3.45,2.1,10,-21.5640253321904
2.8,3.45,2.1,10.1,-19.1953857557486
2.8,3.45,2.1,10.2,-17.2763473003059
2.8,3.45,2.1,10.3,-15.6613692100059
2.8,3.45,2.1,10.4,-14.26508083667
2.8,3.45,2.1,10.5,-13.0337592924959
2.8,3.45,2.1,10.6,-11.931673804014
2.8,3.45,2.1,10.7,-10.9340168613206
2.8,3.45,2.1,10.8,-10.0229790571409
2.8,3.45,2.1,10.9,-9.18543640773776
2.8,3.45,2.1,11,-8.41151779088822
2.8,3.45,2.1,11.1,-7.69367858181991
2.8,3.45,2.1,11.2,-7.02607851306795
2.8,3.45,2.1,11.3,-6.40414928438185
2.8,3.45,2.1,11.4,-5.82428434439334
2.8,3.45,2.1,11.5,-5.28360957791156
2.8,3.45,2.1,11.6,-4.7798090143647
2.8,3.45,2.1,11.7,-4.3109890029375
2.8,3.45,2.1,11.8,-3.87557014579188
2.8,3.45,2.1,11.9,-3.4722000400306
2.8,3.45,2.1,12,-3.09968233477074
2.8,3.45,2.1,12.1,-2.75691921281333
2.8,3.45,2.1,12.2,-2.44286542600324
2.8,3.45,2.1,12.3,-2.15649261941668
2.8,3.45,2.1,12.4,-1.89676298918712
2.8,3.45,2.1,12.5,-1.66261142192175
2.8,3.45,2.1,12.6,-1.45293523520952
2.8,3.45,2.1,12.7,-1.26659054309116
2.8,3.45,2.1,12.8,-1.10239416122094
2.8,3.45,2.1,12.9,-0.95912988462908
2.8,3.45,2.1,13,-0.835557942624225
2.8,3.45,2.1,13.1,-0.730426471574842
2.8,3.45,2.1,13.2,-0.642483944843326
2.8,3.45,2.1,13.3,-0.570491647776813
2.8,3.45,2.1,13.4,-0.51323546636253
2.8,3.45,2.1,13.5,-0.46953645131978
2.8,3.45,2.1,13.6,-0.438259807224662
2.8,3.45,2.1,13.7,-0.418322124961366
2.8,3.45,2.1,13.8,-0.408696816529842
2.8,3.45,2.1,13.9,-0.408417820025588
2.8,3.45,2.1,14,-0.416581719480415
2.8,3.45,2.1,14.1,-0.43234847214768
2.8,3.45,2.1,14.2,-0.454940959372379
2.8,3.45,2.1,14.3,-0.483643581738822
2.8,3.45,2.1,14.4,-0.517800110011817
2.8,3.45,2.1,14.5,-0.556810985187712
2.8,3.45,2.1,14.6,-0.60013023765502
2.8,3.45,2.1,14.7,-0.647262170044356
2.8,3.45,2.1,14.8,-0.69775792300346
2.8,3.45,2.1,14.9,-0.75121201931633
2.8,3.45,2.1,15,-0.807258960365375
2.8,3.5,2.1,5,-3.27758468233634
2.8,3.5,2.1,5.1,-3.41102852644921
2.8,3.5,2.1,5.2,-3.54808833805992
2.8,3.5,2.1,5.3,-3.68891698488854
2.8,3.5,2.1,5.4,-3.83368193107655
2.8,3.5,2.1,5.5,-3.98256659754191
2.8,3.5,2.1,5.6,-4.13577189206203
2.8,3.5,2.1,5.7,-4.29351793512045
2.8,3.5,2.1,5.8,-4.45604601220708
2.8,3.5,2.1,5.9,-4.62362078890883
2.8,3.5,2.1,6,-4.79653283201205
2.8,3.5,2.1,6.1,-4.97510148827063
2.8,3.5,2.1,6.2,-5.15967818287904
2.8,3.5,2.1,6.3,-5.350650212547
2.8,3.5,2.1,6.4,-5.54844512408591
2.8,3.5,2.1,6.5,-5.75353578948405
2.8,3.5,2.1,6.6,-5.96644631375857
2.8,3.5,2.1,6.7,-6.18775894402281
2.8,3.5,2.1,6.8,-6.41812218934749
2.8,3.5,2.1,6.9,-6.65826041405486
2.8,3.5,2.1,7,-6.9089852360987
2.8,3.5,2.1,7.1,-7.17120915275572
2.8,3.5,2.1,7.2,-7.44596193586974
2.8,3.5,2.1,7.3,-7.73441049956918
2.8,3.5,2.1,7.4,-8.03788316090173
2.8,3.5,2.1,7.5,-8.35789951184571
2.8,3.5,2.1,7.6,-8.69620753477761
2.8,3.5,2.1,7.7,-9.05483017564893
2.8,3.5,2.1,7.8,-9.43612442115902
2.8,3.5,2.1,7.9,-9.84285713534927
2.8,3.5,2.1,8,-10.2783037006654
2.8,3.5,2.1,8.1,-10.7463782112768
2.8,3.5,2.1,8.2,-11.2518081403495
2.8,3.5,2.1,8.3,-11.8003730109471
2.8,3.5,2.1,8.4,-12.3992373565857
2.8,3.5,2.1,8.5,-13.0574263229125
2.8,3.5,2.1,8.6,-13.7865236977726
2.8,3.5,2.1,8.7,-14.601729114008
2.8,3.5,2.1,8.8,-15.5235192610368
2.8,3.5,2.1,8.9,-16.5803743092144
2.8,3.5,2.1,9,-17.8134911810157
2.8,3.5,2.1,9.1,-19.2854546715983
2.8,3.5,2.1,9.2,-21.0974014438071
2.8,3.5,2.1,9.3,-23.4256920595025
2.8,3.5,2.1,9.4,-26.6010385073944
2.8,3.5,2.1,9.5,-31.1312109812748
2.8,3.5,2.1,9.6,-34.2819367388946
2.8,3.5,2.1,9.7,-29.6725098311968
2.8,3.5,2.1,9.8,-25.2649255760264
2.8,3.5,2.1,9.9,-22.1065450400162
2.8,3.5,2.1,10,-19.6981476614078
2.8,3.5,2.1,10.1,-17.7561933203593
2.8,3.5,2.1,10.2,-16.1277100828657
2.8,3.5,2.1,10.3,-14.7235052118233
2.8,3.5,2.1,10.4,-13.4877103345889
2.8,3.5,2.1,10.5,-12.3832845199916
2.8,3.5,2.1,10.6,-11.3845563676209
2.8,3.5,2.1,10.7,-10.4731056201866
2.8,3.5,2.1,10.8,-9.63534845113709
2.8,3.5,2.1,10.9,-8.86104846858018
2.8,3.5,2.1,11,-8.14235826192804
2.8,3.5,2.1,11.1,-7.4731789744124
2.8,3.5,2.1,11.2,-6.84871788563124
2.8,3.5,2.1,11.3,-6.2651733339167
2.8,3.5,2.1,11.4,-5.71950386335097
2.8,3.5,2.1,11.5,-5.20925450526142
2.8,3.5,2.1,11.6,-4.73242277037407
2.8,3.5,2.1,11.7,-4.28735295352263
2.8,3.5,2.1,11.8,-3.87265121875469
2.8,3.5,2.1,11.9,-3.48711647061897
2.8,3.5,2.1,12,-3.12968370697252
2.8,3.5,2.1,12.1,-2.79937767356826
2.8,3.5,2.1,12.2,-2.49527537429928
2.8,3.5,2.1,12.3,-2.21647644453037
2.8,3.5,2.1,12.4,-1.96208064537751
2.8,3.5,2.1,12.5,-1.73117184246495
2.8,3.5,2.1,12.6,-1.52280784163353
2.8,3.5,2.1,12.7,-1.33601540745068
2.8,3.5,2.1,12.8,-1.16978972305875
2.8,3.5,2.1,12.9,-1.02309748965895
2.8,3.5,2.1,13,-0.894882830355476
2.8,3.5,2.1,13.1,-0.784075167091025
2.8,3.5,2.1,13.2,-0.689598283668168
2.8,3.5,2.1,13.3,-0.610379868228669
2.8,3.5,2.1,13.4,-0.545360936182505
2.8,3.5,2.1,13.5,-0.493504658178526
2.8,3.5,2.1,13.6,-0.453804245792021
2.8,3.5,2.1,13.7,-0.425289670097876
2.8,3.5,2.1,13.8,-0.407033097572646
2.8,3.5,2.1,13.9,-0.398153019014231
2.8,3.5,2.1,14,-0.397817118275948
2.8,3.5,2.1,14.1,-0.405243978709238
2.8,3.5,2.1,14.2,-0.419703758035651
2.8,3.5,2.1,14.3,-0.440517979657491
2.8,3.5,2.1,14.4,-0.467058593322297
2.8,3.5,2.1,14.5,-0.498746453750774
2.8,3.5,2.1,14.6,-0.535049355210069
2.8,3.5,2.1,14.7,-0.575479745521975
2.8,3.5,2.1,14.8,-0.619592226593317
2.8,3.5,2.1,14.9,-0.666980931715852
2.8,3.5,2.1,15,-0.71727685363305
2.8,3.55,2.1,5,-3.62849838313209
2.8,3.55,2.1,5.1,-3.77436797356665
2.8,3.55,2.1,5.2,-3.92413003710014
2.8,3.55,2.1,5.3,-4.07795637018214
2.8,3.55,2.1,5.4,-4.23603555723241
2.8,3.55,2.1,5.5,-4.39857455751955
2.8,3.55,2.1,5.6,-4.56580049844159
2.8,3.55,2.1,5.7,-4.73796270799963
2.8,3.55,2.1,5.8,-4.9153350253315
2.8,3.55,2.1,5.9,-5.09821843559602
2.8,3.55,2.1,6,-5.28694408461518
2.8,3.55,2.1,6.1,-5.48187673993525
2.8,3.55,2.1,6.2,-5.6834187789387
2.8,3.55,2.1,6.3,-5.89201480208481
2.8,3.55,2.1,6.4,-6.10815699128034
2.8,3.55,2.1,6.5,-6.33239136111659
2.8,3.55,2.1,6.6,-6.565325086046
2.8,3.55,2.1,6.7,-6.80763513193658
2.8,3.55,2.1,6.8,-7.06007847915205
2.8,3.55,2.1,6.9,-7.32350430094393
2.8,3.55,2.1,7,-7.59886856190859
2.8,3.55,2.1,7.1,-7.88725163560024
2.8,3.55,2.1,7.2,-8.18987972103645
2.8,3.55,2.1,7.3,-8.50815108353625
2.8,3.55,2.1,7.4,-8.84366848367024
2.8,3.55,2.1,7.5,-9.19827963026274
2.8,3.55,2.1,7.6,-9.5741281619258
2.8,3.55,2.1,7.7,-9.9737186232863
2.8,3.55,2.1,7.8,-10.4000003095757
2.8,3.55,2.1,7.9,-10.8564769528188
2.8,3.55,2.1,8,-11.3473524212136
2.8,3.55,2.1,8.1,-11.8777275902938
2.8,3.55,2.1,8.2,-12.4538715250736
2.8,3.55,2.1,8.3,-13.0836032613568
2.8,3.55,2.1,8.4,-13.7768428637061
2.8,3.55,2.1,8.5,-14.5464300134917
2.8,3.55,2.1,8.6,-15.4093813930793
2.8,3.55,2.1,8.7,-16.388899624798
2.8,3.55,2.1,8.8,-17.517736734269
2.8,3.55,2.1,8.9,-18.8441503447125
2.8,3.55,2.1,9,-20.4431849158815
2.8,3.55,2.1,9.1,-22.4397691275312
2.8,3.55,2.1,9.2,-25.0595070916914
2.8,3.55,2.1,9.3,-28.7297503175007
2.8,3.55,2.1,9.4,-33.7083262277422
2.8,3.55,2.1,9.5,-33.5273521580394
2.8,3.55,2.1,9.6,-28.3416803233917
2.8,3.55,2.1,9.7,-24.4805593529934
2.8,3.55,2.1,9.8,-21.662223478021
2.8,3.55,2.1,9.9,-19.4635795568362
2.8,3.55,2.1,10,-17.6615951458696
2.8,3.55,2.1,10.1,-16.1327908355203
2.8,3.55,2.1,10.2,-14.803080490938
2.8,3.55,2.1,10.3,-13.6249455909482
2.8,3.55,2.1,10.4,-12.5662737028768
2.8,3.55,2.1,10.5,-11.6044593784031
2.8,3.55,2.1,10.6,-10.7230699061546
2.8,3.55,2.1,10.7,-9.90985196395065
2.8,3.55,2.1,10.8,-9.15548244381617
2.8,3.55,2.1,10.9,-8.45275358387966
2.8,3.55,2.1,11,-7.7960225389867
2.8,3.55,2.1,11.1,-7.18082783493105
2.8,3.55,2.1,11.2,-6.60361439500664
2.8,3.55,2.1,11.3,-6.06153106853361
2.8,3.55,2.1,11.4,-5.55227769151738
2.8,3.55,2.1,11.5,-5.07398670033118
2.8,3.55,2.1,11.6,-4.62512935217647
2.8,3.55,2.1,11.7,-4.20443987080689
2.8,3.55,2.1,11.8,-3.81085301001007
2.8,3.55,2.1,11.9,-3.44345200568794
2.8,3.55,2.1,12,-3.10142490497678
2.8,3.55,2.1,12.1,-2.78402795999477
2.8,3.55,2.1,12.2,-2.49055524289385
2.8,3.55,2.1,12.3,-2.22031393543746
2.8,3.55,2.1,12.4,-1.97260491090048
2.8,3.55,2.1,12.5,-1.74670829064832
2.8,3.55,2.1,12.6,-1.54187365020789
2.8,3.55,2.1,12.7,-1.35731449579245
2.8,3.55,2.1,12.8,-1.19220655591888
2.8,3.55,2.1,12.9,-1.04568935492302
2.8,3.55,2.1,13,-0.916870472638412
2.8,3.55,2.1,13.1,-0.804831858827552
2.8,3.55,2.1,13.2,-0.708637567978306
2.8,3.55,2.1,13.3,-0.627342310176368
2.8,3.55,2.1,13.4,-0.560000272801472
2.8,3.55,2.1,13.5,-0.505673748545043
2.8,3.55,2.1,13.6,-0.463441198984744
2.8,3.55,2.1,13.7,-0.432404480909879
2.8,3.55,2.1,13.8,-0.411695057090939
2.8,3.55,2.1,13.9,-0.400479098342793
2.8,3.55,2.1,14,-0.397961455712739
2.8,3.55,2.1,14.1,-0.403388538599711
2.8,3.55,2.1,14.2,-0.416050176412245
2.8,3.55,2.1,14.3,-0.435280569086725
2.8,3.55,2.1,14.4,-0.46045844729576
2.8,3.55,2.1,14.5,-0.491006568752874
2.8,3.55,2.1,14.6,-0.526390675015339
2.8,3.55,2.1,14.7,-0.566118025802484
2.8,3.55,2.1,14.8,-0.609735616994276
2.8,3.55,2.1,14.9,-0.656828175728982
2.8,3.55,2.1,15,-0.707016012581435
2.8,3.6,2.1,5,-4.28440546844658
2.8,3.6,2.1,5.1,-4.45057059028365
2.8,3.6,2.1,5.2,-4.62092175540904
2.8,3.6,2.1,5.3,-4.79565701480691
2.8,3.6,2.1,5.4,-4.97499464851519
2.8,3.6,2.1,5.5,-5.15917511898203
2.8,3.6,2.1,5.6,-5.34846329314009
2.8,3.6,2.1,5.7,-5.54315097770752
2.8,3.6,2.1,5.8,-5.74355982096174
2.8,3.6,2.1,5.9,-5.95004464500923
2.8,3.6,2.1,6,-6.16299728594066
2.8,3.6,2.1,6.1,-6.38285103593623
2.8,3.6,2.1,6.2,-6.61008580231572
2.8,3.6,2.1,6.3,-6.84523412497613
2.8,3.6,2.1,6.4,-7.08888822731069
2.8,3.6,2.1,6.5,-7.34170831884545
2.8,3.6,2.1,6.6,-7.60443242357796
2.8,3.6,2.1,6.7,-7.87788808065898
2.8,3.6,2.1,6.8,-8.16300635961241
2.8,3.6,2.1,6.9,-8.46083875919066
2.8,3.6,2.1,7,-8.77257772926461
2.8,3.6,2.1,7.1,-9.09958178628214
2.8,3.6,2.1,7.2,-9.4434065103592
2.8,3.6,2.1,7.3,-9.80584315406075
2.8,3.6,2.1,7.4,-10.1889672170211
2.8,3.6,2.1,7.5,-10.5952002355864
2.8,3.6,2.1,7.6,-11.0273893422979
2.8,3.6,2.1,7.7,-11.4889110905816
2.8,3.6,2.1,7.8,-11.9838089843292
2.8,3.6,2.1,7.9,-12.5169787227196
2.8,3.6,2.1,8,-13.094422449219
2.8,3.6,2.1,8.1,-13.7236052207354
2.8,3.6,2.1,8.2,-14.4139670979962
2.8,3.6,2.1,8.3,-15.1776796945594
2.8,3.6,2.1,8.4,-16.0308008973861
2.8,3.6,2.1,8.5,-16.9951061210237
2.8,3.6,2.1,8.6,-18.1011277208371
2.8,3.6,2.1,8.7,-19.3934831209972
2.8,3.6,2.1,8.8,-20.9408523620732
2.8,3.6,2.1,8.9,-22.8561853747231
2.8,3.6,2.1,9,-25.3411293689176
2.8,3.6,2.1,9.1,-28.7835802200506
2.8,3.6,2.1,9.2,-33.7018028228069
2.8,3.6,2.1,9.3,-35.4871633719855
2.8,3.6,2.1,9.4,-30.2430010800274
2.8,3.6,2.1,9.5,-26.0688175554081
2.8,3.6,2.1,9.6,-23.0767382247856
2.8,3.6,2.1,9.7,-20.7752043793919
2.8,3.6,2.1,9.8,-18.9062683478203
2.8,3.6,2.1,9.9,-17.3303612497026
2.8,3.6,2.1,10,-15.9652473618328
2.8,3.6,2.1,10.1,-14.7588739981572
2.8,3.6,2.1,10.2,-13.6763977229316
2.8,3.6,2.1,10.3,-12.6934545867617
2.8,3.6,2.1,10.4,-11.7924132496315
2.8,3.6,2.1,10.5,-10.9601626229178
2.8,3.6,2.1,10.6,-10.1867401913019
2.8,3.6,2.1,10.7,-9.46444588625421
2.8,3.6,2.1,10.8,-8.78724914454284
2.8,3.6,2.1,10.9,-8.15037976336851
2.8,3.6,2.1,11,-7.55003768589512
2.8,3.6,2.1,11.1,-6.98318182458959
2.8,3.6,2.1,11.2,-6.44737259605191
2.8,3.6,2.1,11.3,-5.94065163921394
2.8,3.6,2.1,11.4,-5.46144767634584
2.8,3.6,2.1,11.5,-5.00850100484533
2.8,3.6,2.1,11.6,-4.58080144543327
2.8,3.6,2.1,11.7,-4.17753616780553
2.8,3.6,2.1,11.8,-3.79804493557985
2.8,3.6,2.1,11.9,-3.44178112011049
2.8,3.6,2.1,12,-3.10827742516195
2.8,3.6,2.1,12.1,-2.79711570013329
2.8,3.6,2.1,12.2,-2.50790053313034
2.8,3.6,2.1,12.3,-2.2402365272854
2.8,3.6,2.1,12.4,-1.99370928768579
2.8,3.6,2.1,12.5,-1.76787019298801
2.8,3.6,2.1,12.6,-1.56222500682173
2.8,3.6,2.1,12.7,-1.37622631329288
2.8,3.6,2.1,12.8,-1.20926965474107
2.8,3.6,2.1,12.9,-1.06069312656637
2.8,3.6,2.1,13,-0.929780061605068
2.8,3.6,2.1,13.1,-0.815764331401386
2.8,3.6,2.1,13.2,-0.717837716152078
2.8,3.6,2.1,13.3,-0.635158756409724
2.8,3.6,2.1,13.4,-0.566862499700434
2.8,3.6,2.1,13.5,-0.512070590997568
2.8,3.6,2.1,13.6,-0.469901220681663
2.8,3.6,2.1,13.7,-0.439478528175407
2.8,3.6,2.1,13.8,-0.419941154193402
2.8,3.6,2.1,13.9,-0.410449730518757
2.8,3.6,2.1,14,-0.410193186071508
2.8,3.6,2.1,14.1,-0.418393826555863
2.8,3.6,2.1,14.2,-0.434311209140457
2.8,3.6,2.1,14.3,-0.457244882373685
2.8,3.6,2.1,14.4,-0.486536095355543
2.8,3.6,2.1,14.5,-0.521568600629621
2.8,3.6,2.1,14.6,-0.561768684498552
2.8,3.6,2.1,14.7,-0.606604558902546
2.8,3.6,2.1,14.8,-0.655585242986155
2.8,3.6,2.1,14.9,-0.70825905212581
2.8,3.6,2.1,15,-0.764211799278108
2.8,3.65,2.1,5,-4.77996641211175
2.8,3.65,2.1,5.1,-4.96320520428083
2.8,3.65,2.1,5.2,-5.15107295542427
2.8,3.65,2.1,5.3,-5.34380637954689
2.8,3.65,2.1,5.4,-5.54166681729243
2.8,3.65,2.1,5.5,-5.7449427055582
2.8,3.65,2.1,5.6,-5.95395240770969
2.8,3.65,2.1,5.7,-6.16904746735577
2.8,3.65,2.1,5.8,-6.39061636168085
2.8,3.65,2.1,5.9,-6.6190888465971
2.8,3.65,2.1,6,-6.85494100639791
2.8,3.65,2.1,6.1,-7.09870114638909
2.8,3.65,2.1,6.2,-7.35095669978621
2.8,3.65,2.1,6.3,-7.61236236221379
2.8,3.65,2.1,6.4,-7.88364972144648
2.8,3.65,2.1,6.5,-8.1656387207601
2.8,3.65,2.1,6.6,-8.4592513872121
2.8,3.65,2.1,6.7,-8.76552837951186
2.8,3.65,2.1,6.8,-9.08564907551548
2.8,3.65,2.1,6.9,-9.42095614359928
2.8,3.65,2.1,7,-9.77298584985777
2.8,3.65,2.1,7.1,-10.1435057808564
2.8,3.65,2.1,7.2,-10.5345622649034
2.8,3.65,2.1,7.3,-10.9485406386877
2.8,3.65,2.1,7.4,-11.3882427643415
2.8,3.65,2.1,7.5,-11.8569880688362
2.8,3.65,2.1,7.6,-12.3587472047626
2.8,3.65,2.1,7.7,-12.8983218111663
2.8,3.65,2.1,7.8,-13.4815908114159
2.8,3.65,2.1,7.9,-14.1158550581907
2.8,3.65,2.1,8,-14.8103313287489
2.8,3.65,2.1,8.1,-15.5768802621656
2.8,3.65,2.1,8.2,-16.431114107458
2.8,3.65,2.1,8.3,-17.3941474325096
2.8,3.65,2.1,8.4,-18.4954912449465
2.8,3.65,2.1,8.5,-19.7781031452704
2.8,3.65,2.1,8.6,-21.3077964990004
2.8,3.65,2.1,8.7,-23.1922069380348
2.8,3.65,2.1,8.8,-25.6224868922969
2.8,3.65,2.1,8.9,-28.9680772534065
2.8,3.65,2.1,9,-33.8164933808464
2.8,3.65,2.1,9.1,-36.5800735388123
2.8,3.65,2.1,9.2,-31.4079759693036
2.8,3.65,2.1,9.3,-27.056225623743
2.8,3.65,2.1,9.4,-23.9723165993969
2.8,3.65,2.1,9.5,-21.6215313353558
2.8,3.65,2.1,9.6,-19.7243343658142
2.8,3.65,2.1,9.7,-18.1315890663028
2.8,3.65,2.1,9.8,-16.7563430861967
2.8,3.65,2.1,9.9,-15.54396484402
2.8,3.65,2.1,10,-14.4580712426952
2.8,3.65,2.1,10.1,-13.4733065388136
2.8,3.65,2.1,10.2,-12.5713555085482
2.8,3.65,2.1,10.3,-11.7386051205508
2.8,3.65,2.1,10.4,-10.9647027645888
