"l1 [mm]","l2 [mm]","l3 [mm]","Freq [GHz]","dB(S(FloquetPort2:1,FloquetPort1:1)) []"
2.8,3.45,2.05,6.2,-4.61246344932979
2.8,3.45,2.05,6.3,-4.78609733794547
2.8,3.45,2.05,6.4,-4.96589533919683
2.8,3.45,2.05,6.5,-5.15225838556186
2.8,3.45,2.05,6.6,-5.345628682435
2.8,3.45,2.05,6.7,-5.54649497314445
2.8,3.45,2.05,6.8,-5.75539867076545
2.8,3.45,2.05,6.9,-5.97294103285619
2.8,3.45,2.05,7,-6.19979159853664
2.8,3.45,2.05,7.1,-6.43669816325806
2.8,3.45,2.05,7.2,-6.68449863947809
2.8,3.45,2.05,7.3,-6.94413524726208
2.8,3.45,2.05,7.4,-7.21667160603301
2.8,3.45,2.05,7.5,-7.50331346935475
2.8,3.45,2.05,7.6,-7.80543407619867
2.8,3.45,2.05,7.7,-8.12460541018588
2.8,3.45,2.05,7.8,-8.46263710088794
2.8,3.45,2.05,7.9,-8.82162532602768
2.8,3.45,2.05,8,-9.20401496913008
2.8,3.45,2.05,8.1,-9.61267959332102
2.8,3.45,2.05,8.2,-10.0510257324495
2.8,3.45,2.05,8.3,-10.5231309433961
2.8,3.45,2.05,8.4,-11.0339296286252
2.8,3.45,2.05,8.5,-11.5894679020214
2.8,3.45,2.05,8.6,-12.197260661763
2.8,3.45,2.05,8.7,-12.8668041301728
2.8,3.45,2.05,8.8,-13.6103323365723
2.8,3.45,2.05,8.9,-14.4439703309241
2.8,3.45,2.05,9,-15.389560047843
2.8,3.45,2.05,9.1,-16.4776836291269
2.8,3.45,2.05,9.2,-17.7529441305127
2.8,3.45,2.05,9.3,-19.28379455255
2.8,3.45,2.05,9.4,-21.1822208990352
2.8,3.45,2.05,9.5,-23.6459356107151
2.8,3.45,2.05,9.6,-27.0433263809895
2.8,3.45,2.05,9.7,-31.7651649042413
2.8,3.45,2.05,9.8,-33.223407330985
2.8,3.45,2.05,9.9,-28.2533121484747
2.8,3.45,2.05,10,-24.1833953440999
2.8,3.45,2.05,10.1,-21.2282829565091
2.8,3.45,2.05,10.2,-18.9436223110631
2.8,3.45,2.05,10.3,-17.0847098739907
2.8,3.45,2.05,10.4,-15.5167872431302
2.8,3.45,2.05,10.5,-14.159793498642
2.8,3.45,2.05,10.6,-12.9628490503521
2.8,3.45,2.05,10.7,-11.8918428720892
2.8,3.45,2.05,10.8,-10.9229253303631
2.8,3.45,2.05,10.9,-10.0388588673052
2.8,3.45,2.05,11,-9.22685084743837
2.8,3.45,2.05,11.1,-8.47720277405084
2.8,3.45,2.05,11.2,-7.78243273254849
2.8,3.45,2.05,11.3,-7.13668430384397
2.8,3.45,2.05,11.4,-6.53531544133667
2.8,3.45,2.05,11.5,-5.97460409911031
2.8,3.45,2.05,11.6,-5.45153180494089
2.8,3.45,2.05,11.7,-4.96362067428496
2.8,3.45,2.05,11.8,-4.50880803521059
2.8,3.45,2.05,11.9,-4.08534825331782
2.8,3.45,2.05,12,-3.69173481559838
2.8,3.45,2.05,12.1,-3.32663799416784
2.8,3.45,2.05,12.2,-2.98885489871867
2.8,3.45,2.05,12.3,-2.67726970259835
2.8,3.45,2.05,12.4,-2.39082245628912
2.8,3.45,2.05,12.5,-2.12848529226502
2.8,3.45,2.05,12.6,-1.88924505233386
2.8,3.45,2.05,12.7,-1.67209148821404
2.8,3.45,2.05,12.8,-1.47601024058431
2.8,3.45,2.05,12.9,-1.2999798235868
2.8,3.45,2.05,13,-1.14297185472165
2.8,3.45,2.05,13.1,-1.00395379051862
2.8,3.45,2.05,13.2,-0.881893465586251
2.8,3.45,2.05,13.3,-0.775764789870472
2.8,3.45,2.05,13.4,-0.6845540347174
2.8,3.45,2.05,13.5,-0.607266227934228
2.8,3.45,2.05,13.6,-0.542931275104308
2.8,3.45,2.05,13.7,-0.490609522250426
2.8,3.45,2.05,13.8,-0.449396567558331
2.8,3.45,2.05,13.9,-0.418427212585531
2.8,3.45,2.05,14,-0.396878512960444
2.8,3.45,2.05,14.1,-0.383971942984762
2.8,3.45,2.05,14.2,-0.378974726059466
2.8,3.45,2.05,14.3,-0.381200400245233
2.8,3.45,2.05,14.4,-0.390008676910573
2.8,3.45,2.05,14.5,-0.404804587627629
2.8,3.45,2.05,14.6,-0.425036744576378
2.8,3.45,2.05,14.7,-0.450194137891953
2.8,3.45,2.05,14.8,-0.47980002914504
2.8,3.45,2.05,14.9,-0.51339999728842
2.8,3.45,2.05,15,-0.55054029088107
2.8,3.5,2.05,5,-3.23400517979797
2.8,3.5,2.05,5.1,-3.36653803331487
2.8,3.5,2.05,5.2,-3.50269698286096
2.8,3.5,2.05,5.3,-3.642632597592
2.8,3.5,2.05,5.4,-3.78650957507824
2.8,3.5,2.05,5.5,-3.93450804049248
2.8,3.5,2.05,5.6,-4.08682500520398
2.8,3.5,2.05,5.7,-4.24367600906508
2.8,3.5,2.05,5.8,-4.40529697496406
2.8,3.5,2.05,5.9,-4.57194630940802
2.8,3.5,2.05,6,-4.74390728921167
2.8,3.5,2.05,6.1,-4.92149078208327
2.8,3.5,2.05,6.2,-5.10503835837568
2.8,3.5,2.05,6.3,-5.29492586297595
2.8,3.5,2.05,6.4,-5.49156753084749
2.8,3.5,2.05,6.5,-5.69542074790967
2.8,3.5,2.05,6.6,-5.90699158179575
2.8,3.5,2.05,6.7,-6.12684123597321
2.8,3.5,2.05,6.8,-6.35559361762816
2.8,3.5,2.05,6.9,-6.59394425716961
2.8,3.5,2.05,7,-6.8426708787051
2.8,3.5,2.05,7.1,-7.10264600123317
2.8,3.5,2.05,7.2,-7.37485205638241
2.8,3.5,2.05,7.3,-7.66039964991783
2.8,3.5,2.05,7.4,-7.9605497847229
2.8,3.5,2.05,7.5,-8.2767411225797
2.8,3.5,2.05,7.6,-8.61062372035287
2.8,3.5,2.05,7.7,-8.96410117736844
2.8,3.5,2.05,7.8,-9.33938384225923
2.8,3.5,2.05,7.9,-9.73905675389993
2.8,3.5,2.05,8,-10.1661674978725
2.8,3.5,2.05,8.1,-10.6243414152642
2.8,3.5,2.05,8.2,-11.1179350491872
2.8,3.5,2.05,8.3,-11.6522441139431
2.8,3.5,2.05,8.4,-12.233790952524
2.8,3.5,2.05,8.5,-12.8707308247024
2.8,3.5,2.05,8.6,-13.5734409897727
2.8,3.5,2.05,8.7,-14.3554003553066
2.8,3.5,2.05,8.8,-15.2345488807824
2.8,3.5,2.05,8.9,-16.2354750225435
2.8,3.5,2.05,9,-17.3931088531807
2.8,3.5,2.05,9.1,-18.7593264567919
2.8,3.5,2.05,9.2,-20.4155980523828
2.8,3.5,2.05,9.3,-22.4991544561406
2.8,3.5,2.05,9.4,-25.2603696655491
2.8,3.5,2.05,9.5,-29.1604350014346
2.8,3.5,2.05,9.6,-33.9976594557119
2.8,3.5,2.05,9.7,-32.1729295049747
2.8,3.5,2.05,9.8,-27.1804351205368
2.8,3.5,2.05,9.9,-23.5636636164619
2.8,3.5,2.05,10,-20.8868616257403
2.8,3.5,2.05,10.1,-18.776881333744
2.8,3.5,2.05,10.2,-17.0358241606337
2.8,3.5,2.05,10.3,-15.5521702973244
2.8,3.5,2.05,10.4,-14.2580343358498
2.8,3.5,2.05,10.5,-13.1093919865972
2.8,3.5,2.05,10.6,-12.0762397798889
2.8,3.5,2.05,10.7,-11.1373169882491
2.8,3.5,2.05,10.8,-10.2770860426483
2.8,3.5,2.05,10.9,-9.48390898845956
2.8,3.5,2.05,11,-8.74889481048228
2.8,3.5,2.05,11.1,-8.06514177288946
2.8,3.5,2.05,11.2,-7.42722210381873
2.8,3.5,2.05,11.3,-6.8308206560485
2.8,3.5,2.05,11.4,-6.2724743903518
2.8,3.5,2.05,11.5,-5.74937964475815
2.8,3.5,2.05,11.6,-5.25924608330675
2.8,3.5,2.05,11.7,-4.80018353488109
2.8,3.5,2.05,11.8,-4.37061255730373
2.8,3.5,2.05,11.9,-3.96919256266299
2.8,3.5,2.05,12,-3.59476332913518
2.8,3.5,2.05,12.1,-3.24629706249081
2.8,3.5,2.05,12.2,-2.92285907421718
2.8,3.5,2.05,12.3,-2.6235757475626
2.8,3.5,2.05,12.4,-2.34760885479074
2.8,3.5,2.05,12.5,-2.09413552781094
2.8,3.5,2.05,12.6,-1.86233331342763
2.8,3.5,2.05,12.7,-1.65136979762077
2.8,3.5,2.05,12.8,-1.4603962883558
2.8,3.5,2.05,12.9,-1.2885450265431
2.8,3.5,2.05,13,-1.13492936856251
2.8,3.5,2.05,13.1,-0.998646365208255
2.8,3.5,2.05,13.2,-0.87878116010448
2.8,3.5,2.05,13.3,-0.774412649987586
2.8,3.5,2.05,13.4,-0.684619889975673
2.8,3.5,2.05,13.5,-0.608488786025458
2.8,3.5,2.05,13.6,-0.545118689068428
2.8,3.5,2.05,13.7,-0.493628584717769
2.8,3.5,2.05,13.8,-0.453162652896048
2.8,3.5,2.05,13.9,-0.422895048016221
2.8,3.5,2.05,14,-0.402033818493502
2.8,3.5,2.05,14.1,-0.389823941844868
2.8,3.5,2.05,14.2,-0.385549497302276
2.8,3.5,2.05,14.3,-0.388535031726578
2.8,3.5,2.05,14.4,-0.398146197540026
2.8,3.5,2.05,14.5,-0.413789754817631
2.8,3.5,2.05,14.6,-0.434913035302128
2.8,3.5,2.05,14.7,-0.46100296569242
2.8,3.5,2.05,14.8,-0.491584742765991
2.8,3.5,2.05,14.9,-0.526220245187641
2.8,3.5,2.05,15,-0.56450625745006
2.8,3.55,2.05,5,-3.86051852131649
2.8,3.55,2.05,5.1,-4.01343084520558
2.8,3.55,2.05,5.2,-4.17029218879002
2.8,3.55,2.05,5.3,-4.33127679581666
2.8,3.55,2.05,5.4,-4.49657612102131
2.8,3.55,2.05,5.5,-4.66640043554471
2.8,3.55,2.05,5.6,-4.84098064312773
2.8,3.55,2.05,5.7,-5.02057034068484
2.8,3.55,2.05,5.8,-5.20544816310152
2.8,3.55,2.05,5.9,-5.39592045974183
2.8,3.55,2.05,6,-5.59232435954645
2.8,3.55,2.05,6.1,-5.79503129321079
2.8,3.55,2.05,6.2,-6.00445105536021
2.8,3.55,2.05,6.3,-6.22103650767759
2.8,3.55,2.05,6.4,-6.44528904663198
2.8,3.55,2.05,6.5,-6.67776498820153
2.8,3.55,2.05,6.6,-6.91908305865373
2.8,3.55,2.05,6.7,-7.16993322758474
2.8,3.55,2.05,6.8,-7.4310871805109
2.8,3.55,2.05,6.9,-7.70341080816979
2.8,3.55,2.05,7,-7.98787919507159
2.8,3.55,2.05,7.1,-8.28559473028887
2.8,3.55,2.05,7.2,-8.59780915267159
2.8,3.55,2.05,7.3,-8.92595060050256
2.8,3.55,2.05,7.4,-9.27165709137592
2.8,3.55,2.05,7.5,-9.63681835566652
2.8,3.55,2.05,7.6,-10.0236286531986
2.8,3.55,2.05,7.7,-10.434654221311
2.8,3.55,2.05,7.8,-10.8729204976137
2.8,3.55,2.05,7.9,-11.342026498043
2.8,3.55,2.05,8,-11.84629715101
2.8,3.55,2.05,8.1,-12.3909897422525
2.8,3.55,2.05,8.2,-12.9825792303197
2.8,3.55,2.05,8.3,-13.6291614413788
2.8,3.55,2.05,8.4,-14.3410375512589
2.8,3.55,2.05,8.5,-15.1315866713353
2.8,3.55,2.05,8.6,-16.018614039951
2.8,3.55,2.05,8.7,-17.026520051336
2.8,3.55,2.05,8.8,-18.1899621880862
2.8,3.55,2.05,8.9,-19.5604058766839
2.8,3.55,2.05,9,-21.2186858061671
2.8,3.55,2.05,9.1,-23.3010911212521
2.8,3.55,2.05,9.2,-26.0573070635754
2.8,3.55,2.05,9.3,-29.957476299419
2.8,3.55,2.05,9.4,-34.9400107247164
2.8,3.55,2.05,9.5,-33.3097065598544
2.8,3.55,2.05,9.6,-28.2189857138884
2.8,3.55,2.05,9.7,-24.5545757315471
2.8,3.55,2.05,9.8,-21.8555376756515
2.8,3.55,2.05,9.9,-19.7333830278888
2.8,3.55,2.05,10,-17.984491364808
2.8,3.55,2.05,10.1,-16.494844614413
2.8,3.55,2.05,10.2,-15.1952852119151
2.8,3.55,2.05,10.3,-14.0410517419948
2.8,3.55,2.05,10.4,-13.0016643966078
2.8,3.55,2.05,10.5,-12.0555253558579
2.8,3.55,2.05,10.6,-11.1868407793103
2.8,3.55,2.05,10.7,-10.3837676825983
2.8,3.55,2.05,10.8,-9.63724603800434
2.8,3.55,2.05,10.9,-8.94023357918318
2.8,3.55,2.05,11,-8.28718733381057
2.8,3.55,2.05,11.1,-7.67370174763996
2.8,3.55,2.05,11.2,-7.09624921577371
2.8,3.55,2.05,11.3,-6.55198931649273
2.8,3.55,2.05,11.4,-6.03862515357845
2.8,3.55,2.05,11.5,-5.55429262024234
2.8,3.55,2.05,11.6,-5.09747307095881
2.8,3.55,2.05,11.7,-4.66692292283719
2.8,3.55,2.05,11.8,-4.26161573461037
2.8,3.55,2.05,11.9,-3.88069369893528
2.8,3.55,2.05,12,-3.52342645453442
2.8,3.55,2.05,12.1,-3.18917581387726
2.8,3.55,2.05,12.2,-2.87736549267105
2.8,3.55,2.05,12.3,-2.58745527114499
2.8,3.55,2.05,12.4,-2.31891924716427
2.8,3.55,2.05,12.5,-2.07122798038853
2.8,3.55,2.05,12.6,-1.84383439258326
2.8,3.55,2.05,12.7,-1.63616329736928
2.8,3.55,2.05,12.8,-1.44760439834486
2.8,3.55,2.05,12.9,-1.27750853290506
2.8,3.55,2.05,13,-1.12518686515258
2.8,3.55,2.05,13.1,-0.989912658733804
2.8,3.55,2.05,13.2,-0.870925200602806
2.8,3.55,2.05,13.3,-0.76743540774423
2.8,3.55,2.05,13.4,-0.67863263517086
2.8,3.55,2.05,13.5,-0.603692215739439
2.8,3.55,2.05,13.6,-0.541783297976647
2.8,3.55,2.05,13.7,-0.492076602314488
2.8,3.55,2.05,13.8,-0.453751782726257
2.8,3.55,2.05,13.9,-0.426004153252885
2.8,3.55,2.05,14,-0.408050611374615
2.8,3.55,2.05,14.1,-0.39913465776679
2.8,3.55,2.05,14.2,-0.398530471237352
2.8,3.55,2.05,14.3,-0.4055460465542
2.8,3.55,2.05,14.4,-0.41952544070131
2.8,3.55,2.05,14.5,-0.43985020014295
2.8,3.55,2.05,14.6,-0.465940058942927
2.8,3.55,2.05,14.7,-0.497253006528289
2.8,3.55,2.05,14.8,-0.533284826140101
2.8,3.55,2.05,14.9,-0.573568202205668
2.8,3.55,2.05,15,-0.617671488496634
2.8,3.6,2.05,5,-4.11324790740981
2.8,3.6,2.05,5.1,-4.27527877407543
2.8,3.6,2.05,5.2,-4.44148860388204
2.8,3.6,2.05,5.3,-4.61206727862187
2.8,3.6,2.05,5.4,-4.78722364172197
2.8,3.6,2.05,5.5,-4.96718730427607
2.8,3.6,2.05,5.6,-5.15221069224552
2.8,3.6,2.05,5.7,-5.34257137428958
2.8,3.6,2.05,5.8,-5.53857471725753
2.8,3.6,2.05,5.9,-5.74055692567708
2.8,3.6,2.05,6,-5.94888853306407
2.8,3.6,2.05,6.1,-6.16397842715218
2.8,3.6,2.05,6.2,-6.38627850897943
2.8,3.6,2.05,6.3,-6.61628910820325
2.8,3.6,2.05,6.4,-6.8545653054225
2.8,3.6,2.05,6.5,-7.10172434851154
2.8,3.6,2.05,6.6,-7.35845439652504
2.8,3.6,2.05,6.7,-7.62552488504221
2.8,3.6,2.05,6.8,-7.90379888563366
2.8,3.6,2.05,6.9,-8.19424793608729
2.8,3.6,2.05,7,-8.49796995651168
2.8,3.6,2.05,7.1,-8.81621105289484
2.8,3.6,2.05,7.2,-9.15039226366008
2.8,3.6,2.05,7.3,-9.50214265499248
2.8,3.6,2.05,7.4,-9.87334066024692
2.8,3.6,2.05,7.5,-10.2661662530868
2.8,3.6,2.05,7.6,-10.6831675446657
2.8,3.6,2.05,7.7,-11.1273468627265
2.8,3.6,2.05,7.8,-11.6022735645685
2.8,3.6,2.05,7.9,-12.1122341864984
2.8,3.6,2.05,8,-12.6624357713857
2.8,3.6,2.05,8.1,-13.2592866260036
2.8,3.6,2.05,8.2,-13.9107926653569
2.8,3.6,2.05,8.3,-14.6271312742277
2.8,3.6,2.05,8.4,-15.4215068333223
2.8,3.6,2.05,8.5,-16.3114703642251
2.8,3.6,2.05,8.6,-17.3210384650482
2.8,3.6,2.05,8.7,-18.4842623082084
2.8,3.6,2.05,8.8,-19.8515944964905
2.8,3.6,2.05,8.9,-21.502058276258
2.8,3.6,2.05,9,-23.5684367209158
2.8,3.6,2.05,9.1,-26.2932133850424
2.8,3.6,2.05,9.2,-30.1360461065113
2.8,3.6,2.05,9.3,-35.1711349290181
2.8,3.6,2.05,9.4,-33.9952137426393
2.8,3.6,2.05,9.5,-28.8546821771518
2.8,3.6,2.05,9.6,-25.1350018006391
2.8,3.6,2.05,9.7,-22.4076376431042
2.8,3.6,2.05,9.8,-20.2709079593459
2.8,3.6,2.05,9.9,-18.5146477483781
2.8,3.6,2.05,10,-17.0216939316074
2.8,3.6,2.05,10.1,-15.7212277426181
2.8,3.6,2.05,10.2,-14.5675230833914
2.8,3.6,2.05,10.3,-13.5294899508265
2.8,3.6,2.05,10.4,-12.5851133497748
2.8,3.6,2.05,10.5,-11.7182931481322
2.8,3.6,2.05,10.6,-10.9169465318333
2.8,3.6,2.05,10.7,-10.1718149262124
2.8,3.6,2.05,10.8,-9.47568408395661
2.8,3.6,2.05,10.9,-8.82285693710887
2.8,3.6,2.05,11,-8.20878672866954
2.8,3.6,2.05,11.1,-7.62981493543896
2.8,3.6,2.05,11.2,-7.08297951817826
2.8,3.6,2.05,11.3,-6.56587143685157
2.8,3.6,2.05,11.4,-6.07652493137735
2.8,3.6,2.05,11.5,-5.61333182141167
2.8,3.6,2.05,11.6,-5.17497315078213
2.8,3.6,2.05,11.7,-4.76036354111768
2.8,3.6,2.05,11.8,-4.36860500720313
2.8,3.6,2.05,11.9,-3.99894795435904
2.8,3.6,2.05,12,-3.6507577674686
2.8,3.6,2.05,12.1,-3.3234859003188
2.8,3.6,2.05,12.2,-3.01664473793143
2.8,3.6,2.05,12.3,-2.72978576834544
2.8,3.6,2.05,12.4,-2.46248078613774
2.8,3.6,2.05,12.5,-2.21430597266744
2.8,3.6,2.05,12.6,-1.98482876843367
2.8,3.6,2.05,12.7,-1.77359748012751
2.8,3.6,2.05,12.8,-1.58013355762649
2.8,3.6,2.05,12.9,-1.40392644328185
2.8,3.6,2.05,13,-1.24443084666452
2.8,3.6,2.05,13.1,-1.10106624171993
2.8,3.6,2.05,13.2,-0.973218328632693
2.8,3.6,2.05,13.3,-0.860242156883934
2.8,3.6,2.05,13.4,-0.761466574342602
2.8,3.6,2.05,13.5,-0.676199652851088
2.8,3.6,2.05,13.6,-0.603734744415444
2.8,3.6,2.05,13.7,-0.543356842501565
2.8,3.6,2.05,13.8,-0.494348957180282
2.8,3.6,2.05,13.9,-0.455998257081001
2.8,3.6,2.05,14,-0.427601781043065
2.8,3.6,2.05,14.1,-0.408471573904233
2.8,3.6,2.05,14.2,-0.397939150513991
2.8,3.6,2.05,14.3,-0.395359237097384
2.8,3.6,2.05,14.4,-0.40011277771856
2.8,3.6,2.05,14.5,-0.411609224873814
2.8,3.6,2.05,14.6,-0.429288156986057
2.8,3.6,2.05,14.7,-0.452620282167841
2.8,3.6,2.05,14.8,-0.481107897844678
2.8,3.6,2.05,14.9,-0.514284880683131
2.8,3.6,2.05,15,-0.551716281836291
2.8,3.65,2.05,5,-5.16345977753151
2.8,3.65,2.05,5.1,-5.35726427381092
2.8,3.65,2.05,5.2,-5.55578919860702
2.8,3.65,2.05,5.3,-5.75928298652213
2.8,3.65,2.05,5.4,-5.96802008729037
2.8,3.65,2.05,5.5,-6.18230356745885
2.8,3.65,2.05,5.6,-6.40246810031749
2.8,3.65,2.05,5.7,-6.62888341259417
2.8,3.65,2.05,5.8,-6.86195827083705
2.8,3.65,2.05,5.9,-7.10214510843557
2.8,3.65,2.05,6,-7.34994541693246
2.8,3.65,2.05,6.1,-7.60591605405399
2.8,3.65,2.05,6.2,-7.87067665761403
2.8,3.65,2.05,6.3,-8.14491840168778
2.8,3.65,2.05,6.4,-8.42941439270058
2.8,3.65,2.05,6.5,-8.72503208318483
2.8,3.65,2.05,6.6,-9.03274818670877
2.8,3.65,2.05,6.7,-9.35366671847713
2.8,3.65,2.05,6.8,-9.68904097612886
2.8,3.65,2.05,6.9,-10.0403005343326
2.8,3.65,2.05,7,-10.4090846844488
2.8,3.65,2.05,7.1,-10.7972842510502
2.8,3.65,2.05,7.2,-11.2070944279312
2.8,3.65,2.05,7.3,-11.6410823021638
2.8,3.65,2.05,7.4,-12.1022742418109
2.8,3.65,2.05,7.5,-12.5942705801362
2.8,3.65,2.05,7.6,-13.1213984834553
2.8,3.65,2.05,7.7,-13.6889193037892
2.8,3.65,2.05,7.8,-14.3033154327803
2.8,3.65,2.05,7.9,-14.9726961310551
2.8,3.65,2.05,8,-15.7073866218395
2.8,3.65,2.05,8.1,-16.5208090164309
2.8,3.65,2.05,8.2,-17.4308462619807
2.8,3.65,2.05,8.3,-18.4620426731098
2.8,3.65,2.05,8.4,-19.6493335761266
2.8,3.65,2.05,8.5,-21.0447558850449
2.8,3.65,2.05,8.6,-22.7304348770982
2.8,3.65,2.05,8.7,-24.8460038848143
2.8,3.65,2.05,8.8,-27.6517949166426
2.8,3.65,2.05,8.9,-31.6637605950754
2.8,3.65,2.05,9,-37.0154329979457
2.8,3.65,2.05,9.1,-35.2375889850769
2.8,3.65,2.05,9.2,-29.9278222252388
2.8,3.65,2.05,9.3,-26.2222702163739
2.8,3.65,2.05,9.4,-23.5194766476629
2.8,3.65,2.05,9.5,-21.4037819947343
2.8,3.65,2.05,9.6,-19.6645609295556
2.8,3.65,2.05,9.7,-18.1853494297373
2.8,3.65,2.05,9.8,-16.8959063923932
2.8,3.65,2.05,9.9,-15.7508794008265
2.8,3.65,2.05,10,-14.7193995611413
2.8,3.65,2.05,10.1,-13.7795692989475
2.8,3.65,2.05,10.2,-12.9153358282577
2.8,3.65,2.05,10.3,-12.1146156222583
2.8,3.65,2.05,10.4,-11.3681159657643
