"l1 [mm]","l2 [mm]","l3 [mm]","Freq [GHz]","dB(S(FloquetPort2:1,FloquetPort1:1)) []"
2.8,3.45,2.2,10.3,-14.1025337541536
2.8,3.45,2.2,10.4,-12.7369134409644
2.8,3.45,2.2,10.5,-11.5277314483896
2.8,3.45,2.2,10.6,-10.4430018523771
2.8,3.45,2.2,10.7,-9.4604307967088
2.8,3.45,2.2,10.8,-8.56401466159831
2.8,3.45,2.2,10.9,-7.74200094291363
2.8,3.45,2.2,11,-6.98560343768154
2.8,3.45,2.2,11.1,-6.28815595415837
2.8,3.45,2.2,11.2,-5.64453183653374
2.8,3.45,2.2,11.3,-5.05073069840451
2.8,3.45,2.2,11.4,-4.50357416029563
2.8,3.45,2.2,11.5,-4.00047542746754
2.8,3.45,2.2,11.6,-3.53926118342541
2.8,3.45,2.2,11.7,-3.11803255510467
2.8,3.45,2.2,11.8,-2.73505696343479
2.8,3.45,2.2,11.9,-2.38868568829016
2.8,3.45,2.2,12,-2.0772936473038
2.8,3.45,2.2,12.1,-1.79923866856475
2.8,3.45,2.2,12.2,-1.5528377590644
2.8,3.45,2.2,12.3,-1.33635779354075
2.8,3.45,2.2,12.4,-1.1480178759456
2.8,3.45,2.2,12.5,-0.9860005056963
2.8,3.45,2.2,12.6,-0.848468701348446
2.8,3.45,2.2,12.7,-0.733586426350501
2.8,3.45,2.2,12.8,-0.639540009027639
2.8,3.45,2.2,12.9,-0.564558704745149
2.8,3.45,2.2,13,-0.506933051991932
2.8,3.45,2.2,13.1,-0.465030167913686
2.8,3.45,2.2,13.2,-0.437305567389511
2.8,3.45,2.2,13.3,-0.422311445255056
2.8,3.45,2.2,13.4,-0.418701623033396
2.8,3.45,2.2,13.5,-0.425233532577375
2.8,3.45,2.2,13.6,-0.440767701442501
2.8,3.45,2.2,13.7,-0.464265235171101
2.8,3.45,2.2,13.8,-0.494783777399939
2.8,3.45,2.2,13.9,-0.531472385681106
2.8,3.45,2.2,14,-0.573565702175504
2.8,3.45,2.2,14.1,-0.620377733775325
2.8,3.45,2.2,14.2,-0.671295492521478
2.8,3.45,2.2,14.3,-0.725772688634837
2.8,3.45,2.2,14.4,-0.783323617316789
2.8,3.45,2.2,14.5,-0.843517337527301
2.8,3.45,2.2,14.6,-0.90597220611253
2.8,3.45,2.2,14.7,-0.970350803268832
2.8,3.45,2.2,14.8,-1.03635526445788
2.8,3.45,2.2,14.9,-1.10372301849341
2.8,3.45,2.2,15,-1.17222292059388
2.8,3.5,2.2,5,-3.3367100422724
2.8,3.5,2.2,5.1,-3.47077943748998
2.8,3.5,2.2,5.2,-3.608411855375
2.8,3.5,2.2,5.3,-3.74976414176368
2.8,3.5,2.2,5.4,-3.89500869884743
2.8,3.5,2.2,5.5,-4.04433496979239
2.8,3.5,2.2,5.6,-4.19795111436167
2.8,3.5,2.2,5.7,-4.35608590559882
2.8,3.5,2.2,5.8,-4.5189908831385
2.8,3.5,2.2,5.9,-4.68694280541774
2.8,3.5,2.2,6,-4.86024645127028
2.8,3.5,2.2,6.1,-5.03923783148441
2.8,3.5,2.2,6.2,-5.22428788339574
2.8,3.5,2.2,6.3,-5.41580673712594
2.8,3.5,2.2,6.4,-5.61424866153117
2.8,3.5,2.2,6.5,-5.82011782243221
2.8,3.5,2.2,6.6,-6.03397501679178
2.8,3.5,2.2,6.7,-6.25644558624224
2.8,3.5,2.2,6.8,-6.48822876455022
2.8,3.5,2.2,6.9,-6.73010878008307
2.8,3.5,2.2,7,-6.98296812145641
2.8,3.5,2.2,7.1,-7.24780348979171
2.8,3.5,2.2,7.2,-7.52574511505152
2.8,3.5,2.2,7.3,-7.81808032207455
2.8,3.5,2.2,7.4,-8.12628251657008
2.8,3.5,2.2,7.5,-8.45204715556445
2.8,3.5,2.2,7.6,-8.79733682045715
2.8,3.5,2.2,7.7,-9.16443830024733
2.8,3.5,2.2,7.8,-9.5560357367204
2.8,3.5,2.2,7.9,-9.97530557218814
2.8,3.5,2.2,8,-10.4260415830404
2.8,3.5,2.2,8.1,-10.9128221958341
2.8,3.5,2.2,8.2,-11.4412384552171
2.8,3.5,2.2,8.3,-12.0182110189339
2.8,3.5,2.2,8.4,-12.6524412823076
2.8,3.5,2.2,8.5,-13.3550706894852
2.8,3.5,2.2,8.6,-14.1406744405145
2.8,3.5,2.2,8.7,-15.0288141114225
2.8,3.5,2.2,8.8,-16.0465689945276
2.8,3.5,2.2,8.9,-17.2328780388767
2.8,3.5,2.2,9,-18.646455211028
2.8,3.5,2.2,9.1,-20.3813006830168
2.8,3.5,2.2,9.2,-22.5995869111712
2.8,3.5,2.2,9.3,-25.6040199528288
2.8,3.5,2.2,9.4,-29.913563782975
2.8,3.5,2.2,9.5,-33.9474843551191
2.8,3.5,2.2,9.6,-29.9548650116808
2.8,3.5,2.2,9.7,-25.2853646833924
2.8,3.5,2.2,9.8,-21.9506603149429
2.8,3.5,2.2,9.9,-19.428796254808
2.8,3.5,2.2,10,-17.4057726832789
2.8,3.5,2.2,10.1,-15.71427676771
2.8,3.5,2.2,10.2,-14.2581102603387
2.8,3.5,2.2,10.3,-12.9777295671721
2.8,3.5,2.2,10.4,-11.8340654520861
2.8,3.5,2.2,10.5,-10.8003050513906
2.8,3.5,2.2,10.6,-9.85740131134086
2.8,3.5,2.2,10.7,-8.99146183783514
2.8,3.5,2.2,10.8,-8.19214855811142
2.8,3.5,2.2,10.9,-7.45165130703197
2.8,3.5,2.2,11,-6.76400232234852
2.8,3.5,2.2,11.1,-6.12460101001976
2.8,3.5,2.2,11.2,-5.5298726165728
2.8,3.5,2.2,11.3,-4.97701465108089
2.8,3.5,2.2,11.4,-4.46380246819417
2.8,3.5,2.2,11.5,-3.98843606116335
2.8,3.5,2.2,11.6,-3.54941678045563
2.8,3.5,2.2,11.7,-3.14544697346824
2.8,3.5,2.2,11.8,-2.77534830310412
2.8,3.5,2.2,11.9,-2.43799623876338
2.8,3.5,2.2,12,-2.13226921648365
2.8,3.5,2.2,12.1,-1.85701143203225
2.8,3.5,2.2,12.2,-1.61100831515476
2.8,3.5,2.2,12.3,-1.39297357086863
2.8,3.5,2.2,12.4,-1.2015463898655
2.8,3.5,2.2,12.5,-1.03529713470911
2.8,3.5,2.2,12.6,-0.892739587317119
2.8,3.5,2.2,12.7,-0.772347750043492
2.8,3.5,2.2,12.8,-0.672575246923142
2.8,3.5,2.2,12.9,-0.591875561903423
2.8,3.5,2.2,13,-0.528721643683784
2.8,3.5,2.2,13.1,-0.481623757617139
2.8,3.5,2.2,13.2,-0.449144828999609
2.8,3.5,2.2,13.3,-0.429912861359558
2.8,3.5,2.2,13.4,-0.42263030203209
2.8,3.5,2.2,13.5,-0.426080451830773
2.8,3.5,2.2,13.6,-0.439131173342299
2.8,3.5,2.2,13.7,-0.460736248574372
2.8,3.5,2.2,13.8,-0.489934781453432
2.8,3.5,2.2,13.9,-0.525849046008508
2.8,3.5,2.2,14,-0.567681158879559
2.8,3.5,2.2,14.1,-0.614708915500033
2.8,3.5,2.2,14.2,-0.666281081329205
2.8,3.5,2.2,14.3,-0.72181237908071
2.8,3.5,2.2,14.4,-0.780778364249389
2.8,3.5,2.2,14.5,-0.842710336980567
2.8,3.5,2.2,14.6,-0.907190399783602
2.8,3.5,2.2,14.7,-0.973846738206822
2.8,3.5,2.2,14.8,-1.04234917520342
2.8,3.5,2.2,14.9,-1.1124050290244
2.8,3.5,2.2,15,-1.18375528838761
2.8,3.55,2.2,5,-3.67249563224157
2.8,3.55,2.2,5.1,-3.81816359633041
2.8,3.55,2.2,5.2,-3.96764245930948
2.8,3.55,2.2,5.3,-4.12110715418025
2.8,3.55,2.2,5.4,-4.27875031733334
2.8,3.55,2.2,5.5,-4.44078399867859
2.8,3.55,2.2,5.6,-4.60744159964482
2.8,3.55,2.2,5.7,-4.77898007595566
2.8,3.55,2.2,5.8,-4.95568244907414
2.8,3.55,2.2,5.9,-5.13786067877534
2.8,3.55,2.2,6,-5.32585895986207
2.8,3.55,2.2,6.1,-5.52005751911789
2.8,3.55,2.2,6.2,-5.72087700489091
2.8,3.55,2.2,6.3,-5.92878358214088
2.8,3.55,2.2,6.4,-6.14429487157752
2.8,3.55,2.2,6.5,-6.36798690430566
2.8,3.55,2.2,6.6,-6.60050230537372
2.8,3.55,2.2,6.7,-6.84255997380463
2.8,3.55,2.2,6.8,-7.09496659720761
2.8,3.55,2.2,6.9,-7.35863043168735
2.8,3.55,2.2,7,-7.63457790058581
2.8,3.55,2.2,7.1,-7.9239737301607
2.8,3.55,2.2,7.2,-8.22814556328969
2.8,3.55,2.2,7.3,-8.54861429808448
2.8,3.55,2.2,7.4,-8.88713182315922
2.8,3.55,2.2,7.5,-9.24572841998079
2.8,3.55,2.2,7.6,-9.62677295944012
2.8,3.55,2.2,7.7,-10.0330502665265
2.8,3.55,2.2,7.8,-10.4678618751328
2.8,3.55,2.2,7.9,-10.9351591909885
2.8,3.55,2.2,8,-11.4397224069996
2.8,3.55,2.2,8.1,-11.9874053795217
2.8,3.55,2.2,8.2,-12.5854778754584
2.8,3.55,2.2,8.3,-13.2431154665782
2.8,3.55,2.2,8.4,-13.9721202851618
2.8,3.55,2.2,8.5,-14.7880157619811
2.8,3.55,2.2,8.6,-15.711772669536
2.8,3.55,2.2,8.7,-16.7726536166703
2.8,3.55,2.2,8.8,-18.0131553459111
2.8,3.55,2.2,8.9,-19.4981586152608
2.8,3.55,2.2,9,-21.3331819343357
2.8,3.55,2.2,9.1,-23.7037262753965
2.8,3.55,2.2,9.2,-26.960177052688
2.8,3.55,2.2,9.3,-31.6100218594363
2.8,3.55,2.2,9.4,-34.2259730845024
2.8,3.55,2.2,9.5,-29.3188548831381
2.8,3.55,2.2,9.6,-24.9947566937426
2.8,3.55,2.2,9.7,-21.8883452353981
2.8,3.55,2.2,9.8,-19.5052133543345
2.8,3.55,2.2,9.9,-17.5736501148959
2.8,3.55,2.2,10,-15.9467689390261
2.8,3.55,2.2,10.1,-14.5385589139057
2.8,3.55,2.2,10.2,-13.2949594427606
2.8,3.55,2.2,10.3,-12.1800511149099
2.8,3.55,2.2,10.4,-11.1689218776125
2.8,3.55,2.2,10.5,-10.243712220003
2.8,3.55,2.2,10.6,-9.39128839931283
2.8,3.55,2.2,10.7,-8.60180315096273
2.8,3.55,2.2,10.8,-7.86776619755596
2.8,3.55,2.2,10.9,-7.1834206584819
2.8,3.55,2.2,11,-6.5443097834409
2.8,3.55,2.2,11.1,-5.94696572329296
2.8,3.55,2.2,11.2,-5.38867857737399
2.8,3.55,2.2,11.3,-4.86731948163659
2.8,3.55,2.2,11.4,-4.38120095850823
2.8,3.55,2.2,11.5,-3.92896372896471
2.8,3.55,2.2,11.6,-3.50948309463676
2.8,3.55,2.2,11.7,-3.12179061034897
2.8,3.55,2.2,11.8,-2.76500852151821
2.8,3.55,2.2,11.9,-2.43829558489846
2.8,3.55,2.2,12,-2.14080357374779
2.8,3.55,2.2,12.1,-1.87164408989957
2.8,3.55,2.2,12.2,-1.62986534788235
2.8,3.55,2.2,12.3,-1.41443844023787
2.8,3.55,2.2,12.4,-1.22425232060249
2.8,3.55,2.2,12.5,-1.05811643241821
2.8,3.55,2.2,12.6,-0.914769637375213
2.8,3.55,2.2,12.7,-0.792893912120736
2.8,3.55,2.2,12.8,-0.69113121424734
2.8,3.55,2.2,12.9,-0.608101974388777
2.8,3.55,2.2,13,-0.542423834655897
2.8,3.55,2.2,13.1,-0.492729494672598
2.8,3.55,2.2,13.2,-0.457682809032308
2.8,3.55,2.2,13.3,-0.435992569221421
2.8,3.55,2.2,13.4,-0.426423670568283
2.8,3.55,2.2,13.5,-0.427805591340246
2.8,3.55,2.2,13.6,-0.439038286959789
2.8,3.55,2.2,13.7,-0.459095725780972
2.8,3.55,2.2,13.8,-0.487027368204179
2.8,3.55,2.2,13.9,-0.521957925881812
2.8,3.55,2.2,14,-0.563085741614646
2.8,3.55,2.2,14.1,-0.609680112420388
2.8,3.55,2.2,14.2,-0.661077846282936
2.8,3.55,2.2,14.3,-0.716679303859189
2.8,3.55,2.2,14.4,-0.775944134880711
2.8,3.55,2.2,14.5,-0.838386878582814
2.8,3.55,2.2,14.6,-0.903572560381084
2.8,3.55,2.2,14.7,-0.971112384368004
2.8,3.55,2.2,14.8,-1.04065959345772
2.8,3.55,2.2,14.9,-1.11190554612745
2.8,3.55,2.2,15,-1.18457604033801
2.8,3.6,2.2,5,-4.19385047206247
2.8,3.6,2.2,5.1,-4.35657315578993
2.8,3.6,2.2,5.2,-4.52343861543578
2.8,3.6,2.2,5.3,-4.69464965676239
2.8,3.6,2.2,5.4,-4.87043013624284
2.8,3.6,2.2,5.5,-5.05102704682253
2.8,3.6,2.2,5.6,-5.23671289586447
2.8,3.6,2.2,5.7,-5.4277884243919
2.8,3.6,2.2,5.8,-5.62458572652567
2.8,3.6,2.2,5.9,-5.82747184012018
2.8,3.6,2.2,6,-6.03685289466535
2.8,3.6,2.2,6.1,-6.25317892137625
2.8,3.6,2.2,6.2,-6.4769494541421
2.8,3.6,2.2,6.3,-6.70872008012562
2.8,3.6,2.2,6.4,-6.9491101372787
2.8,3.6,2.2,6.5,-7.19881180556856
2.8,3.6,2.2,6.6,-7.45860090299369
2.8,3.6,2.2,6.7,-7.72934978164514
2.8,3.6,2.2,6.8,-8.01204283033629
2.8,3.6,2.2,6.9,-8.30779523889615
2.8,3.6,2.2,7,-8.61787587977804
2.8,3.6,2.2,7.1,-8.94373543655691
2.8,3.6,2.2,7.2,-9.28704128778863
2.8,3.6,2.2,7.3,-9.649721186068
2.8,3.6,2.2,7.4,-10.0340185285273
2.8,3.6,2.2,7.5,-10.442563109494
2.8,3.6,2.2,7.6,-10.8784628582783
2.8,3.6,2.2,7.7,-11.3454244872829
2.8,3.6,2.2,7.8,-11.8479146949294
2.8,3.6,2.2,7.9,-12.3913794189024
2.8,3.6,2.2,8,-12.9825480924844
2.8,3.6,2.2,8.1,-13.6298656160621
2.8,3.6,2.2,8.2,-14.3441219387498
2.8,3.6,2.2,8.3,-15.1393979137978
2.8,3.6,2.2,8.4,-16.0345376298582
2.8,3.6,2.2,8.5,-17.0555384352873
2.8,3.6,2.2,8.6,-18.2396300935658
2.8,3.6,2.2,8.7,-19.6426703906061
2.8,3.6,2.2,8.8,-21.3535625219131
2.8,3.6,2.2,8.9,-23.5247805322962
2.8,3.6,2.2,9,-26.4410969171402
2.8,3.6,2.2,9.1,-30.6291279990813
2.8,3.6,2.2,9.2,-35.3214796749242
2.8,3.6,2.2,9.3,-32.0399676356654
2.8,3.6,2.2,9.4,-27.1314578663889
2.8,3.6,2.2,9.5,-23.6578672630546
2.8,3.6,2.2,9.6,-21.0636529831251
2.8,3.6,2.2,9.7,-18.9997405929238
2.8,3.6,2.2,9.8,-17.2832992546866
2.8,3.6,2.2,9.9,-15.8106486645613
2.8,3.6,2.2,10,-14.5181916960588
2.8,3.6,2.2,10.1,-13.3644171406679
2.8,3.6,2.2,10.2,-12.3208954772225
2.8,3.6,2.2,10.3,-11.3674171753365
2.8,3.6,2.2,10.4,-10.4891942907097
2.8,3.6,2.2,10.5,-9.67516170707204
2.8,3.6,2.2,10.6,-8.9168987287111
2.8,3.6,2.2,10.7,-8.20791764989754
2.8,3.6,2.2,10.8,-7.54317816992293
2.8,3.6,2.2,10.9,-6.91874542261614
2.8,3.6,2.2,11,-6.33154180889046
2.8,3.6,2.2,11.1,-5.77916143898003
2.8,3.6,2.2,11.2,-5.25972710792727
2.8,3.6,2.2,11.3,-4.7717766181848
2.8,3.6,2.2,11.4,-4.31416969535987
2.8,3.6,2.2,11.5,-3.88600970188754
2.8,3.6,2.2,11.6,-3.48657639830761
2.8,3.6,2.2,11.7,-3.11526745271891
2.8,3.6,2.2,11.8,-2.77154743679216
2.8,3.6,2.2,11.9,-2.4549037713398
2.8,3.6,2.2,12,-2.16480955078104
2.8,3.6,2.2,12.1,-1.90069341776952
2.8,3.6,2.2,12.2,-1.66191670580519
2.8,3.6,2.2,12.3,-1.44775795305957
2.8,3.6,2.2,12.4,-1.25740465854604
2.8,3.6,2.2,12.5,-1.08995185413112
2.8,3.6,2.2,12.6,-0.944406757743911
2.8,3.6,2.2,12.7,-0.819698505154384
2.8,3.6,2.2,12.8,-0.714691768834119
2.8,3.6,2.2,12.9,-0.628202984962844
2.8,3.6,2.2,13,-0.559017927650833
2.8,3.6,2.2,13.1,-0.50590948082394
2.8,3.6,2.2,13.2,-0.467654639500234
2.8,3.6,2.2,13.3,-0.443049994491878
2.8,3.6,2.2,13.4,-0.430925189245781
2.8,3.6,2.2,13.5,-0.430154060440455
2.8,3.6,2.2,13.6,-0.439663367813842
2.8,3.6,2.2,13.7,-0.458439173702389
2.8,3.6,2.2,13.8,-0.485531045807473
2.8,3.6,2.2,13.9,-0.520054329783983
2.8,3.6,2.2,14,-0.561190776692261
2.8,3.6,2.2,14.1,-0.608187821156578
2.8,3.6,2.2,14.2,-0.660356796536428
2.8,3.6,2.2,14.3,-0.717070350312644
2.8,3.6,2.2,14.4,-0.777759291913988
2.8,3.6,2.2,14.5,-0.841909070835391
2.8,3.6,2.2,14.6,-0.909056048361555
2.8,3.6,2.2,14.7,-0.978783693693062
2.8,3.6,2.2,14.8,-1.05071880608269
2.8,3.6,2.2,14.9,-1.12452783940738
2.8,3.6,2.2,15,-1.1999133846671
2.8,3.65,2.2,5,-4.65078085964672
2.8,3.65,2.2,5.1,-4.82955260212392
2.8,3.65,2.2,5.2,-5.01290988410255
2.8,3.65,2.2,5.3,-5.20109434124968
2.8,3.65,2.2,5.4,-5.3943731356303
2.8,3.65,2.2,5.5,-5.59304158245638
2.8,3.65,2.2,5.6,-5.79742616488866
2.8,3.65,2.2,5.7,-6.00788800560825
2.8,3.65,2.2,5.8,-6.22482687830902
2.8,3.65,2.2,5.9,-6.4486858603177
2.8,3.65,2.2,6,-6.67995675027684
2.8,3.65,2.2,6.1,-6.91918640362435
2.8,3.65,2.2,6.2,-7.16698417535479
2.8,3.65,2.2,6.3,-7.42403070680262
2.8,3.65,2.2,6.4,-7.69108835444533
2.8,3.65,2.2,6.5,-7.96901363882298
2.8,3.65,2.2,6.6,-8.25877219738534
2.8,3.65,2.2,6.7,-8.56145686599845
2.8,3.65,2.2,6.8,-8.87830970371924
2.8,3.65,2.2,6.9,-9.2107490342663
2.8,3.65,2.2,7,-9.56040293484342
2.8,3.65,2.2,7.1,-9.92915110275801
2.8,3.65,2.2,7.2,-10.3191777398862
2.8,3.65,2.2,7.3,-10.7330391188983
2.8,3.65,2.2,7.4,-11.1737509987018
2.8,3.65,2.2,7.5,-11.6449033077507
2.8,3.65,2.2,7.6,-12.1508129575207
2.8,3.65,2.2,7.7,-12.6967310432086
2.8,3.65,2.2,7.8,-13.2891293680445
2.8,3.65,2.2,7.9,-13.9361056156079
2.8,3.65,2.2,8,-14.6479711679247
2.8,3.65,2.2,8.1,-15.4381295446362
2.8,3.65,2.2,8.2,-16.3244353782337
2.8,3.65,2.2,8.3,-17.3313845452709
2.8,3.65,2.2,8.4,-18.4938206020285
2.8,3.65,2.2,8.5,-19.8635887758477
2.8,3.65,2.2,8.6,-21.522367224648
2.8,3.65,2.2,8.7,-23.6085829197022
2.8,3.65,2.2,8.8,-26.378544126275
2.8,3.65,2.2,8.9,-30.3297963828092
2.8,3.65,2.2,9,-35.5055725704894
2.8,3.65,2.2,9.1,-33.7533905987491
2.8,3.65,2.2,9.2,-28.518825411215
2.8,3.65,2.2,9.3,-24.8133039055623
2.8,3.65,2.2,9.4,-22.0937499335498
2.8,3.65,2.2,9.5,-19.9562819624513
2.8,3.65,2.2,9.6,-18.1934563741351
2.8,3.65,2.2,9.7,-16.6899984053248
2.8,3.65,2.2,9.8,-15.3762531366539
2.8,3.65,2.2,9.9,-14.2072394630226
2.8,3.65,2.2,10,-13.1523784988937
2.8,3.65,2.2,10.1,-12.1900350866529
2.8,3.65,2.2,10.2,-11.3044156373386
2.8,3.65,2.2,10.3,-10.4837046913801
2.8,3.65,2.2,10.4,-9.7188927347607
