"l1 [mm]","l2 [mm]","l3 [mm]","Freq [GHz]","dB(S(FloquetPort2:1,FloquetPort1:1)) []"
2.8,3.45,2.15,11.4,-5.14220400946438
2.8,3.45,2.15,11.5,-4.6205266995797
2.8,3.45,2.15,11.6,-4.13799598055552
2.8,3.45,2.15,11.7,-3.69272324140024
2.8,3.45,2.15,11.8,-3.28307005390748
2.8,3.45,2.15,11.9,-2.90756244686634
2.8,3.45,2.15,12,-2.5648239514167
2.8,3.45,2.15,12.1,-2.25352488601276
2.8,3.45,2.15,12.2,-1.97234606246688
2.8,3.45,2.15,12.3,-1.71995535257391
2.8,3.45,2.15,12.4,-1.4949954196273
2.8,3.45,2.15,12.5,-1.29608036367048
2.8,3.45,2.15,12.6,-1.12179802208147
2.8,3.45,2.15,12.7,-0.970713516330211
2.8,3.45,2.15,12.8,-0.841369657042079
2.8,3.45,2.15,12.9,-0.732283412516574
2.8,3.45,2.15,13,-0.641945369818464
2.8,3.45,2.15,13.1,-0.56883438019762
2.8,3.45,2.15,13.2,-0.511451983843577
2.8,3.45,2.15,13.3,-0.468364067849081
2.8,3.45,2.15,13.4,-0.438230360928669
2.8,3.45,2.15,13.5,-0.419813725270611
2.8,3.45,2.15,13.6,-0.411975360833422
2.8,3.45,2.15,13.7,-0.413665680257468
2.8,3.45,2.15,13.8,-0.423916483606339
2.8,3.45,2.15,13.9,-0.441835589992351
2.8,3.45,2.15,14,-0.46660309969133
2.8,3.45,2.15,14.1,-0.497468257137949
2.8,3.45,2.15,14.2,-0.533746276960725
2.8,3.45,2.15,14.3,-0.574814882041913
2.8,3.45,2.15,14.4,-0.620110536375921
2.8,3.45,2.15,14.5,-0.669124460375424
2.8,3.45,2.15,14.6,-0.721398545361812
2.8,3.45,2.15,14.7,-0.776521276878215
2.8,3.45,2.15,14.8,-0.834123755746786
2.8,3.45,2.15,14.9,-0.893875882512543
2.8,3.45,2.15,15,-0.955482749770948
2.8,3.5,2.15,5,-3.25680062171416
2.8,3.5,2.15,5.1,-3.38912526031609
2.8,3.5,2.15,5.2,-3.52503428853466
2.8,3.5,2.15,5.3,-3.66468196187752
2.8,3.5,2.15,5.4,-3.80823746917784
2.8,3.5,2.15,5.5,-3.95588634305645
2.8,3.5,2.15,5.6,-4.10783204836662
2.8,3.5,2.15,5.7,-4.26429777618891
2.8,3.5,2.15,5.8,-4.42552847591982
2.8,3.5,2.15,5.9,-4.59179316404415
2.8,3.5,2.15,6,-4.76338755556391
2.8,3.5,2.15,6.1,-4.94063707311529
2.8,3.5,2.15,6.2,-5.12390029997951
2.8,3.5,2.15,6.3,-5.31357295705473
2.8,3.5,2.15,6.4,-5.51009250115254
2.8,3.5,2.15,6.5,-5.71394346370307
2.8,3.5,2.15,6.6,-5.92566367640952
2.8,3.5,2.15,6.7,-6.14585156535201
2.8,3.5,2.15,6.8,-6.3751747398858
2.8,3.5,2.15,6.9,-6.61438016067607
2.8,3.5,2.15,7,-6.86430624686079
2.8,3.5,2.15,7.1,-7.12589738192398
2.8,3.5,2.15,7.2,-7.400221410265
2.8,3.5,2.15,7.3,-7.68849089435032
2.8,3.5,2.15,7.4,-7.99208914410549
2.8,3.5,2.15,7.5,-8.31260236283635
2.8,3.5,2.15,7.6,-8.65185971774043
2.8,3.5,2.15,7.7,-9.01198379908735
2.8,3.5,2.15,7.8,-9.39545487483066
2.8,3.5,2.15,7.9,-9.80519372555267
2.8,3.5,2.15,8,-10.2446698978634
2.8,3.5,2.15,8.1,-10.7180453378669
2.8,3.5,2.15,8.2,-11.2303682292066
2.8,3.5,2.15,8.3,-11.7878396289596
2.8,3.5,2.15,8.4,-12.3981882698319
2.8,3.5,2.15,8.5,-13.0712106015874
2.8,3.5,2.15,8.6,-13.8195714107653
2.8,3.5,2.15,8.7,-14.6600307384188
2.8,3.5,2.15,8.8,-15.615398708126
2.8,3.5,2.15,8.9,-16.7177973543378
2.8,3.5,2.15,9,-18.0144125154387
2.8,3.5,2.15,9.1,-19.5783293028982
2.8,3.5,2.15,9.2,-21.5305602192988
2.8,3.5,2.15,9.3,-24.0880585926239
2.8,3.5,2.15,9.4,-27.659185385815
2.8,3.5,2.15,9.5,-32.5466012553826
2.8,3.5,2.15,9.6,-32.8306008591952
2.8,3.5,2.15,9.7,-27.6728982309046
2.8,3.5,2.15,9.8,-23.7407357618038
2.8,3.5,2.15,9.9,-20.8701803486063
2.8,3.5,2.15,10,-18.6326743736769
2.8,3.5,2.15,10.1,-16.7997974114786
2.8,3.5,2.15,10.2,-15.2452922414017
2.8,3.5,2.15,10.3,-13.8936591712289
2.8,3.5,2.15,10.4,-12.6966565029182
2.8,3.5,2.15,10.5,-11.6218202607575
2.8,3.5,2.15,10.6,-10.6464077790046
2.8,3.5,2.15,10.7,-9.75398026903118
2.8,3.5,2.15,10.8,-8.9323619049327
2.8,3.5,2.15,10.9,-8.1723609073821
2.8,3.5,2.15,11,-7.46693406883116
2.8,3.5,2.15,11.1,-6.81062040185844
2.8,3.5,2.15,11.2,-6.19914401921265
2.8,3.5,2.15,11.3,-5.6291267360851
2.8,3.5,2.15,11.4,-5.09787379554642
2.8,3.5,2.15,11.5,-4.60320964878108
2.8,3.5,2.15,11.6,-4.14334900649856
2.8,3.5,2.15,11.7,-3.71679361090481
2.8,3.5,2.15,11.8,-3.32224856134704
2.8,3.5,2.15,11.9,-2.95855423854614
2.8,3.5,2.15,12,-2.62463130490807
2.8,3.5,2.15,12.1,-2.31943714915451
2.8,3.5,2.15,12.2,-2.04193264635643
2.8,3.5,2.15,12.3,-1.79105832997857
2.8,3.5,2.15,12.4,-1.56571910926523
2.8,3.5,2.15,12.5,-1.36477658912034
2.8,3.5,2.15,12.6,-1.18704792600309
2.8,3.5,2.15,12.7,-1.03131003558875
2.8,3.5,2.15,12.8,-0.896307894516406
2.8,3.5,2.15,12.9,-0.780765671405526
2.8,3.5,2.15,13,-0.68339948728913
2.8,3.5,2.15,13.1,-0.60293073500854
2.8,3.5,2.15,13.2,-0.538099064035331
2.8,3.5,2.15,13.3,-0.487674340329773
2.8,3.5,2.15,13.4,-0.450467098929875
2.8,3.5,2.15,13.5,-0.425337202008726
2.8,3.5,2.15,13.6,-0.411200584280068
2.8,3.5,2.15,13.7,-0.40703410362386
2.8,3.5,2.15,13.8,-0.411878615451715
2.8,3.5,2.15,13.9,-0.424840456372619
2.8,3.5,2.15,14,-0.445091560457425
2.8,3.5,2.15,14.1,-0.471868445469479
2.8,3.5,2.15,14.2,-0.504470302760262
2.8,3.5,2.15,14.3,-0.542256408674669
2.8,3.5,2.15,14.4,-0.584643052010749
2.8,3.5,2.15,14.5,-0.631100145114305
2.8,3.5,2.15,14.6,-0.681147658362917
2.8,3.5,2.15,14.7,-0.734351991036193
2.8,3.5,2.15,14.8,-0.790322367088975
2.8,3.5,2.15,14.9,-0.848707322787948
2.8,3.5,2.15,15,-0.909191334778117
2.8,3.55,2.15,5,-3.52937244937352
2.8,3.55,2.15,5.1,-3.67175860902539
2.8,3.55,2.15,5.2,-3.81798127134513
2.8,3.55,2.15,5.3,-3.96821117307259
2.8,3.55,2.15,5.4,-4.12263577816478
2.8,3.55,2.15,5.5,-4.28146087505638
2.8,3.55,2.15,5.6,-4.44491238211123
2.8,3.55,2.15,5.7,-4.61323839439674
2.8,3.55,2.15,5.8,-4.78671151106008
2.8,3.55,2.15,5.9,-4.96563149009708
2.8,3.55,2.15,6,-5.15032828652985
2.8,3.55,2.15,6.1,-5.34116554139935
2.8,3.55,2.15,6.2,-5.53854460312022
2.8,3.55,2.15,6.3,-5.74290918040774
2.8,3.55,2.15,6.4,-5.95475074818711
2.8,3.55,2.15,6.5,-6.17461485598634
2.8,3.55,2.15,6.6,-6.40310852411498
2.8,3.55,2.15,6.7,-6.64090895890422
2.8,3.55,2.15,6.8,-6.88877387780119
2.8,3.55,2.15,6.9,-7.14755381282988
2.8,3.55,2.15,7,-7.41820686336303
2.8,3.55,2.15,7.1,-7.70181650549654
2.8,3.55,2.15,7.2,-7.9996132487527
2.8,3.55,2.15,7.3,-8.31300118046678
2.8,3.55,2.15,7.4,-8.64359078215613
2.8,3.55,2.15,7.5,-8.99323988245856
2.8,3.55,2.15,7.6,-9.36410529175381
2.8,3.55,2.15,7.7,-9.7587086432671
2.8,3.55,2.15,7.8,-10.1800214005441
2.8,3.55,2.15,7.9,-10.6315761339376
2.8,3.55,2.15,8,-11.1176144363404
2.8,3.55,2.15,8.1,-11.6432869493737
2.8,3.55,2.15,8.2,-12.2149291450324
2.8,3.55,2.15,8.3,-12.8404499950776
2.8,3.55,2.15,8.4,-13.5298936643921
2.8,3.55,2.15,8.5,-14.2962751043437
2.8,3.55,2.15,8.6,-15.1568657453317
2.8,3.55,2.15,8.7,-16.135251819428
2.8,3.55,2.15,8.8,-17.2647888228859
2.8,3.55,2.15,8.9,-18.594736469339
2.8,3.55,2.15,9,-20.2019175253976
2.8,3.55,2.15,9.1,-22.2146713685061
2.8,3.55,2.15,9.2,-24.8655782059103
2.8,3.55,2.15,9.3,-28.5932944636715
2.8,3.55,2.15,9.4,-33.5593247087725
2.8,3.55,2.15,9.5,-32.8888219687357
2.8,3.55,2.15,9.6,-27.7298165279971
2.8,3.55,2.15,9.7,-23.9293045619253
2.8,3.55,2.15,9.8,-21.1426435915763
2.8,3.55,2.15,9.9,-18.9604651700505
2.8,3.55,2.15,10,-17.1670109293887
2.8,3.55,2.15,10.1,-15.6423043531684
2.8,3.55,2.15,10.2,-14.3141064603511
2.8,3.55,2.15,10.3,-13.1359730235113
2.8,3.55,2.15,10.4,-12.0764755291506
2.8,3.55,2.15,10.5,-11.1134815129536
2.8,3.55,2.15,10.6,-10.2309108481618
2.8,3.55,2.15,10.7,-9.41679078460256
2.8,3.55,2.15,10.8,-8.66203365623338
2.8,3.55,2.15,10.9,-7.95963715423173
2.8,3.55,2.15,11,-7.30414220370987
2.8,3.55,2.15,11.1,-6.69125349842721
2.8,3.55,2.15,11.2,-6.11756585668719
2.8,3.55,2.15,11.3,-5.58036122718599
2.8,3.55,2.15,11.4,-5.0774539823375
2.8,3.55,2.15,11.5,-4.60706998428608
2.8,3.55,2.15,11.6,-4.16774987622491
2.8,3.55,2.15,11.7,-3.75827028744543
2.8,3.55,2.15,11.8,-3.37757879617672
2.8,3.55,2.15,11.9,-3.0247399474068
2.8,3.55,2.15,12,-2.69889059729428
2.8,3.55,2.15,12.1,-2.39920348835386
2.8,3.55,2.15,12.2,-2.12485833905904
2.8,3.55,2.15,12.3,-1.87501992121112
2.8,3.55,2.15,12.4,-1.64882264933005
2.8,3.55,2.15,12.5,-1.44536116345746
2.8,3.55,2.15,12.6,-1.26368629132358
2.8,3.55,2.15,12.7,-1.10280566452224
2.8,3.55,2.15,12.8,-0.961688166394054
2.8,3.55,2.15,12.9,-0.839271328476097
2.8,3.55,2.15,13,-0.734470779693229
2.8,3.55,2.15,13.1,-0.646190890493905
2.8,3.55,2.15,13.2,-0.57333583738208
2.8,3.55,2.15,13.3,-0.51482043067874
2.8,3.55,2.15,13.4,-0.469580185971991
2.8,3.55,2.15,13.5,-0.436580263513146
2.8,3.55,2.15,13.6,-0.414823037552787
2.8,3.55,2.15,13.7,-0.403354180106009
2.8,3.55,2.15,13.8,-0.401267245201519
2.8,3.55,2.15,13.9,-0.407706817926965
2.8,3.55,2.15,14,-0.421870347874859
2.8,3.55,2.15,14.1,-0.443008821228787
2.8,3.55,2.15,14.2,-0.470426443230972
2.8,3.55,2.15,14.3,-0.503479507243172
2.8,3.55,2.15,14.4,-0.541574622262443
2.8,3.55,2.15,14.5,-0.584166461574061
2.8,3.55,2.15,14.6,-0.630755184724824
2.8,3.55,2.15,14.7,-0.680883675883379
2.8,3.55,2.15,14.8,-0.734134735258281
2.8,3.55,2.15,14.9,-0.790128355580645
2.8,3.55,2.15,15,-0.84851920817954
2.8,3.6,2.15,5,-4.42888984877199
2.8,3.6,2.15,5.1,-4.59994098066707
2.8,3.6,2.15,5.2,-4.77532672010395
2.8,3.6,2.15,5.3,-4.95526239615587
2.8,3.6,2.15,5.4,-5.1399856450853
2.8,3.6,2.15,5.5,-5.32975861716488
2.8,3.6,2.15,5.6,-5.52487049825418
2.8,3.6,2.15,5.7,-5.72564039978046
2.8,3.6,2.15,5.8,-5.93242068157322
2.8,3.6,2.15,5.9,-6.14560078540961
2.8,3.6,2.15,6,-6.36561167386377
2.8,3.6,2.15,6.1,-6.59293099007221
2.8,3.6,2.15,6.2,-6.82808908059731
2.8,3.6,2.15,6.3,-7.07167605739396
2.8,3.6,2.15,6.4,-7.32435011825961
2.8,3.6,2.15,6.5,-7.58684740121705
2.8,3.6,2.15,6.6,-7.85999372137583
2.8,3.6,2.15,6.7,-8.1447186349808
2.8,3.6,2.15,6.8,-8.44207240310512
2.8,3.6,2.15,6.9,-8.7532465989392
2.8,3.6,2.15,7,-9.07959933545861
2.8,3.6,2.15,7.1,-9.42268641023165
2.8,3.6,2.15,7.2,-9.78430010970902
2.8,3.6,2.15,7.3,-10.1665180447735
2.8,3.6,2.15,7.4,-10.5717652924736
2.8,3.6,2.15,7.5,-11.0028944370689
2.8,3.6,2.15,7.6,-11.463290063976
2.8,3.6,2.15,7.7,-11.9570072368875
2.8,3.6,2.15,7.8,-12.4889581130698
2.8,3.6,2.15,7.9,-13.0651682236554
2.8,3.6,2.15,8,-13.6931360392561
2.8,3.6,2.15,8.1,-14.3823499357592
2.8,3.6,2.15,8.2,-15.1450527138069
2.8,3.6,2.15,8.3,-15.9974099374327
2.8,3.6,2.15,8.4,-16.9613657087389
2.8,3.6,2.15,8.5,-18.067729120883
2.8,3.6,2.15,8.6,-19.3615999475804
2.8,3.6,2.15,8.7,-20.9125693884198
2.8,3.6,2.15,8.8,-22.8355064858613
2.8,3.6,2.15,8.9,-25.3367527235562
2.8,3.6,2.15,9,-28.818120832186
2.8,3.6,2.15,9.1,-33.8352915698842
2.8,3.6,2.15,9.2,-35.5058406578686
2.8,3.6,2.15,9.3,-30.1153289197287
2.8,3.6,2.15,9.4,-25.931345046457
2.8,3.6,2.15,9.5,-22.9400703171469
2.8,3.6,2.15,9.6,-20.6386257934964
2.8,3.6,2.15,9.7,-18.7683877778679
2.8,3.6,2.15,9.8,-17.1900676066833
2.8,3.6,2.15,9.9,-15.8217202010389
2.8,3.6,2.15,10,-14.6115104056881
2.8,3.6,2.15,10.1,-13.5247548876036
2.8,3.6,2.15,10.2,-12.5372128206332
2.8,3.6,2.15,10.3,-11.6313536177864
2.8,3.6,2.15,10.4,-10.7941541284694
2.8,3.6,2.15,10.5,-10.0157331470026
2.8,3.6,2.15,10.6,-9.28846931185122
2.8,3.6,2.15,10.7,-8.6064107708636
2.8,3.6,2.15,10.8,-7.96486765787998
2.8,3.6,2.15,10.9,-7.36012276082759
2.8,3.6,2.15,11,-6.78922062417475
2.8,3.6,2.15,11.1,-6.24980983138914
2.8,3.6,2.15,11.2,-5.74002197821705
2.8,3.6,2.15,11.3,-5.25837632309614
2.8,3.6,2.15,11.4,-4.80370263297971
2.8,3.6,2.15,11.5,-4.3750770957923
2.8,3.6,2.15,11.6,-3.9717677902118
2.8,3.6,2.15,11.7,-3.59318735363883
2.8,3.6,2.15,11.8,-3.23885132751938
2.8,3.6,2.15,11.9,-2.90834127854074
2.8,3.6,2.15,12,-2.60127224802739
2.8,3.6,2.15,12.1,-2.31726439994891
2.8,3.6,2.15,12.2,-2.05591893735233
2.8,3.6,2.15,12.3,-1.81679844974603
2.8,3.6,2.15,12.4,-1.59941185233918
2.8,3.6,2.15,12.5,-1.40320399805196
2.8,3.6,2.15,12.6,-1.22754990561854
2.8,3.6,2.15,12.7,-1.07175337664422
2.8,3.6,2.15,12.8,-0.935049597503913
2.8,3.6,2.15,12.9,-0.816611163250667
2.8,3.6,2.15,13,-0.715556840229686
2.8,3.6,2.15,13.1,-0.630962314706199
2.8,3.6,2.15,13.2,-0.561872161139153
2.8,3.6,2.15,13.3,-0.507312302609812
2.8,3.6,2.15,13.4,-0.466302318027172
2.8,3.6,2.15,13.5,-0.437867062995787
2.8,3.6,2.15,13.6,-0.421047199302015
2.8,3.6,2.15,13.7,-0.41490835844833
2.8,3.6,2.15,13.8,-0.418548786610238
2.8,3.6,2.15,13.9,-0.431105424129152
2.8,3.6,2.15,14,-0.451758457876026
2.8,3.6,2.15,14.1,-0.479734448188291
2.8,3.6,2.15,14.2,-0.514308174565743
2.8,3.6,2.15,14.3,-0.554803368422406
2.8,3.6,2.15,14.4,-0.600592510288112
2.8,3.6,2.15,14.5,-0.651095866566185
2.8,3.6,2.15,14.6,-0.705779930793792
2.8,3.6,2.15,14.7,-0.764155419491531
2.8,3.6,2.15,14.8,-0.825774955861951
2.8,3.6,2.15,14.9,-0.890230558131615
2.8,3.6,2.15,15,-0.957151035189315
2.8,3.65,2.15,5,-5.35453349242372
2.8,3.65,2.15,5.1,-5.55273195974484
2.8,3.65,2.15,5.2,-5.75575159650301
2.8,3.65,2.15,5.3,-5.96386592424145
2.8,3.65,2.15,5.4,-6.1773776453939
2.8,3.65,2.15,5.5,-6.39662170497284
2.8,3.65,2.15,5.6,-6.62196882699863
2.8,3.65,2.15,5.7,-6.85382961199779
2.8,3.65,2.15,5.8,-7.09265930084921
2.8,3.65,2.15,5.9,-7.33896333415074
2.8,3.65,2.15,6,-7.59330386660607
2.8,3.65,2.15,6.1,-7.85630743470115
2.8,3.65,2.15,6.2,-8.12867402588458
2.8,3.65,2.15,6.3,-8.4111878623379
2.8,3.65,2.15,6.4,-8.70473029742853
2.8,3.65,2.15,6.5,-9.010295335384
2.8,3.65,2.15,6.6,-9.32900843499046
2.8,3.65,2.15,6.7,-9.66214946111885
2.8,3.65,2.15,6.8,-10.0111809253834
2.8,3.65,2.15,6.9,-10.3777830414416
2.8,3.65,2.15,7,-10.7638976597911
2.8,3.65,2.15,7.1,-11.1717839155329
2.8,3.65,2.15,7.2,-11.6040895360869
2.8,3.65,2.15,7.3,-12.0639433983917
2.8,3.65,2.15,7.4,-12.5550773967389
2.8,3.65,2.15,7.5,-13.0819894843536
2.8,3.65,2.15,7.6,-13.6501657454174
2.8,3.65,2.15,7.7,-14.2663890659356
2.8,3.65,2.15,7.8,-14.9391782031519
2.8,3.65,2.15,7.9,-15.6794291517373
2.8,3.65,2.15,8,-16.5013813444532
2.8,3.65,2.15,8.1,-17.4241268251693
2.8,3.65,2.15,8.2,-18.4740710272121
2.8,3.65,2.15,8.3,-19.6891581565297
2.8,3.65,2.15,8.4,-21.1265985469008
2.8,3.65,2.15,8.5,-22.8781357893955
2.8,3.65,2.15,8.6,-25.103132115335
2.8,3.65,2.15,8.7,-28.1069007306019
2.8,3.65,2.15,8.8,-32.495859066662
2.8,3.65,2.15,8.9,-37.5883471096292
2.8,3.65,2.15,9,-33.7637380922674
2.8,3.65,2.15,9.1,-28.7141668187763
2.8,3.65,2.15,9.2,-25.2378001282601
2.8,3.65,2.15,9.3,-22.6611227302988
2.8,3.65,2.15,9.4,-20.6180936001638
2.8,3.65,2.15,9.5,-18.9223432248963
2.8,3.65,2.15,9.6,-17.4691933120582
2.8,3.65,2.15,9.7,-16.1946523731852
2.8,3.65,2.15,9.8,-15.056966441141
2.8,3.65,2.15,9.9,-14.02748970423
2.8,3.65,2.15,10,-13.0857848177636
2.8,3.65,2.15,10.1,-12.2168131380961
2.8,3.65,2.15,10.2,-11.4092337723637
2.8,3.65,2.15,10.3,-10.6543266984389
2.8,3.65,2.15,10.4,-9.94528486995522
