"l1 [mm]","l2 [mm]","l3 [mm]","Freq [GHz]","dB(S(FloquetPort2:1,FloquetPort1:1)) []"
2.8,3.4,2.25,10.1,-17.9787420775491
2.8,3.4,2.25,10.2,-15.8505004587521
2.8,3.4,2.25,10.3,-14.0813057968012
2.8,3.4,2.25,10.4,-12.5660453713802
2.8,3.4,2.25,10.5,-11.2406180242069
2.8,3.4,2.25,10.6,-10.0636040094216
2.8,3.4,2.25,10.7,-9.00702832347277
2.8,3.4,2.25,10.8,-8.05135049586851
2.8,3.4,2.25,10.9,-7.18256305509457
2.8,3.4,2.25,11,-6.39041161680723
2.8,3.4,2.25,11.1,-5.66724531525519
2.8,3.4,2.25,11.2,-5.00723903923312
2.8,3.4,2.25,11.3,-4.40584530238937
2.8,3.4,2.25,11.4,-3.85939506937445
2.8,3.4,2.25,11.5,-3.36480083258332
2.8,3.4,2.25,11.6,-2.91933452692089
2.8,3.4,2.25,11.7,-2.52046382747799
2.8,3.4,2.25,11.8,-2.16573634054661
2.8,3.4,2.25,11.9,-1.85270410325047
2.8,3.4,2.25,12,-1.57888190247597
2.8,3.4,2.25,12.1,-1.34173309824425
2.8,3.4,2.25,12.2,-1.13867653006274
2.8,3.4,2.25,12.3,-0.96710811708246
2.8,3.4,2.25,12.4,-0.824431146008282
2.8,3.4,2.25,12.5,-0.708090007745299
2.8,3.4,2.25,12.6,-0.61560320129956
2.8,3.4,2.25,12.7,-0.544592615437641
2.8,3.4,2.25,12.8,-0.492807264597215
2.8,3.4,2.25,12.9,-0.458140670523057
2.8,3.4,2.25,13,-0.438641872957401
2.8,3.4,2.25,13.1,-0.432520600904945
2.8,3.4,2.25,13.2,-0.438147459040463
2.8,3.4,2.25,13.3,-0.454050123082905
2.8,3.4,2.25,13.4,-0.47890654303072
2.8,3.4,2.25,13.5,-0.511536071501208
2.8,3.4,2.25,13.6,-0.55088930555927
2.8,3.4,2.25,13.7,-0.596037283825269
2.8,3.4,2.25,13.8,-0.646160536089139
2.8,3.4,2.25,13.9,-0.700538351823241
2.8,3.4,2.25,14,-0.758538522532863
2.8,3.4,2.25,14.1,-0.819607722355132
2.8,3.4,2.25,14.2,-0.883262620741518
2.8,3.4,2.25,14.3,-0.949081768121375
2.8,3.4,2.25,14.4,-1.01669825729288
2.8,3.4,2.25,14.5,-1.08579313703534
2.8,3.4,2.25,14.6,-1.15608953743201
2.8,3.4,2.25,14.7,-1.22734745635951
2.8,3.4,2.25,14.8,-1.29935915165976
2.8,3.4,2.25,14.9,-1.37194508217575
2.8,3.4,2.25,15,-1.44495034195574
2.8,3.45,2.25,5,-2.88801091973699
2.8,3.45,2.25,5.1,-3.00601884165184
2.8,3.45,2.25,5.2,-3.12725595451049
2.8,3.45,2.25,5.3,-3.25186106963765
2.8,3.45,2.25,5.4,-3.3799865529649
2.8,3.45,2.25,5.5,-3.51179962426316
2.8,3.45,2.25,5.6,-3.64748381926652
2.8,3.45,2.25,5.7,-3.78724063976081
2.8,3.45,2.25,5.8,-3.93129142116823
2.8,3.45,2.25,5.9,-4.07987945255946
2.8,3.45,2.25,6,-4.233272390594
2.8,3.45,2.25,6.1,-4.39176501692178
2.8,3.45,2.25,6.2,-4.55568239844871
2.8,3.45,2.25,6.3,-4.72538352206403
2.8,3.45,2.25,6.4,-4.9012654905804
2.8,3.45,2.25,6.5,-5.08376838558282
2.8,3.45,2.25,6.6,-5.27338092671961
2.8,3.45,2.25,6.7,-5.47064708716854
2.8,3.45,2.25,6.8,-5.67617386354973
2.8,3.45,2.25,6.9,-5.89064044812033
2.8,3.45,2.25,7,-6.11480911535401
2.8,3.45,2.25,7.1,-6.34953821908527
2.8,3.45,2.25,7.2,-6.59579780742933
2.8,3.45,2.25,7.3,-6.85468851080891
2.8,3.45,2.25,7.4,-7.12746455818026
2.8,3.45,2.25,7.5,-7.41556204913515
2.8,3.45,2.25,7.6,-7.7206339862544
2.8,3.45,2.25,7.7,-8.04459409987004
2.8,3.45,2.25,7.8,-8.38967224797445
2.8,3.45,2.25,7.9,-8.75848525898645
2.8,3.45,2.25,8,-9.154128681653
2.8,3.45,2.25,8.1,-9.58029730233275
2.8,3.45,2.25,8.2,-10.0414459643502
2.8,3.45,2.25,8.3,-10.5430079965542
2.8,3.45,2.25,8.4,-11.09169787366
2.8,3.45,2.25,8.5,-11.6959402248162
2.8,3.45,2.25,8.6,-12.3664939711988
2.8,3.45,2.25,8.7,-13.1173880768392
2.8,3.45,2.25,8.8,-13.9673746112388
2.8,3.45,2.25,8.9,-14.9422803905547
2.8,3.45,2.25,9,-16.0790047620964
2.8,3.45,2.25,9.1,-17.4327273820887
2.8,3.45,2.25,9.2,-19.0908391035957
2.8,3.45,2.25,9.3,-21.2019937429612
2.8,3.45,2.25,9.4,-24.0393240032453
2.8,3.45,2.25,9.5,-28.0844987871061
2.8,3.45,2.25,9.6,-32.5157824635009
2.8,3.45,2.25,9.7,-29.4805157505706
2.8,3.45,2.25,9.8,-24.6448475609611
2.8,3.45,2.25,9.9,-21.1557895494812
2.8,3.45,2.25,10,-18.5322208025772
2.8,3.45,2.25,10.1,-16.4377814352323
2.8,3.45,2.25,10.2,-14.6929612544664
2.8,3.45,2.25,10.3,-13.1954810862233
2.8,3.45,2.25,10.4,-11.8826643078582
2.8,3.45,2.25,10.5,-10.7137986331712
2.8,3.45,2.25,10.6,-9.66123440315485
2.8,3.45,2.25,10.7,-8.70554888707052
2.8,3.45,2.25,10.8,-7.83274525669405
2.8,3.45,2.25,10.9,-7.03253731840827
2.8,3.45,2.25,11,-6.29724595163002
2.8,3.45,2.25,11.1,-5.62105635938604
2.8,3.45,2.25,11.2,-4.99949691417032
2.8,3.45,2.25,11.3,-4.42905950985832
2.8,3.45,2.25,11.4,-3.90691422944152
2.8,3.45,2.25,11.5,-3.43069020456432
2.8,3.45,2.25,11.6,-2.99830588248597
2.8,3.45,2.25,11.7,-2.60783866529205
2.8,3.45,2.25,11.8,-2.25742774205625
2.8,3.45,2.25,11.9,-1.94520589652861
2.8,3.45,2.25,12,-1.66925680720963
2.8,3.45,2.25,12.1,-1.42759436635999
2.8,3.45,2.25,12.2,-1.21816023183476
2.8,3.45,2.25,12.3,-1.03883550022697
2.8,3.45,2.25,12.4,-0.887462258093091
2.8,3.45,2.25,12.5,-0.761870927829978
2.8,3.45,2.25,12.6,-0.659909776216248
2.8,3.45,2.25,12.7,-0.579473626131814
2.8,3.45,2.25,12.8,-0.518529599298667
2.8,3.45,2.25,12.9,-0.475138511304952
2.8,3.45,2.25,13,-0.447471252145899
2.8,3.45,2.25,13.1,-0.43382006113663
2.8,3.45,2.25,13.2,-0.432605022608512
2.8,3.45,2.25,13.3,-0.442376373244301
2.8,3.45,2.25,13.4,-0.461813345371976
2.8,3.45,2.25,13.5,-0.489720303174858
2.8,3.45,2.25,13.6,-0.525020891627016
2.8,3.45,2.25,13.7,-0.566750838490469
2.8,3.45,2.25,13.8,-0.614049949648266
2.8,3.45,2.25,13.9,-0.666153732992314
2.8,3.45,2.25,14,-0.722384986100173
2.8,3.45,2.25,14.1,-0.782145593654746
2.8,3.45,2.25,14.2,-0.844908704388464
2.8,3.45,2.25,14.3,-0.910211394553802
2.8,3.45,2.25,14.4,-0.977647874622284
2.8,3.45,2.25,14.5,-1.0468632567224
2.8,3.45,2.25,14.6,-1.11754787093803
2.8,3.45,2.25,14.7,-1.18943209811483
2.8,3.45,2.25,14.8,-1.26228167489097
2.8,3.45,2.25,14.9,-1.33589342322726
2.8,3.45,2.25,15,-1.41009136152011
2.8,3.5,2.25,5,-3.21716047351428
2.8,3.5,2.25,5.1,-3.34692486614342
2.8,3.5,2.25,5.2,-3.48017213690641
2.8,3.5,2.25,5.3,-3.61705645789958
2.8,3.5,2.25,5.4,-3.75774732477012
2.8,3.5,2.25,5.5,-3.9024310410407
2.8,3.5,2.25,5.6,-4.0513123938962
2.8,3.5,2.25,5.7,-4.20461655142353
2.8,3.5,2.25,5.8,-4.36259121680639
2.8,3.5,2.25,5.9,-4.5255090816899
2.8,3.5,2.25,6,-4.69367062914815
2.8,3.5,2.25,6.1,-4.86740734679703
2.8,3.5,2.25,6.2,-5.0470854230993
2.8,3.5,2.25,6.3,-5.23311001546477
2.8,3.5,2.25,6.4,-5.42593019821677
2.8,3.5,2.25,6.5,-5.62604472302168
2.8,3.5,2.25,6.6,-5.83400875548591
2.8,3.5,2.25,6.7,-6.05044179137177
2.8,3.5,2.25,6.8,-6.27603700706799
2.8,3.5,2.25,6.9,-6.51157236541432
2.8,3.5,2.25,7,-6.75792388505334
2.8,3.5,2.25,7.1,-7.01608159665349
2.8,3.5,2.25,7.2,-7.28716886324245
2.8,3.5,2.25,7.3,-7.57246594980377
2.8,3.5,2.25,7.4,-7.87343901153193
2.8,3.5,2.25,7.5,-8.19177606373582
2.8,3.5,2.25,7.6,-8.52943204902276
2.8,3.5,2.25,7.7,-8.88868590515522
2.8,3.5,2.25,7.8,-9.27221367854774
2.8,3.5,2.25,7.9,-9.68318341284119
2.8,3.5,2.25,8,-10.1253800774674
2.8,3.5,2.25,8.1,-10.6033727024215
2.8,3.5,2.25,8.2,-11.1227420369398
2.8,3.5,2.25,8.3,-11.6903970180589
2.8,3.5,2.25,8.4,-12.3150249924866
2.8,3.5,2.25,8.5,-13.0077494557055
2.8,3.5,2.25,8.6,-13.7831209517463
2.8,3.5,2.25,8.7,-14.6606645005788
2.8,3.5,2.25,8.8,-15.6674008644968
2.8,3.5,2.25,8.9,-16.8421676690821
2.8,3.5,2.25,9,-18.2434879932712
2.8,3.5,2.25,9.1,-19.9649642375002
2.8,3.5,2.25,9.2,-22.1678238787721
2.8,3.5,2.25,9.3,-25.1521014124598
2.8,3.5,2.25,9.4,-29.4282176068441
2.8,3.5,2.25,9.5,-33.4353999877858
2.8,3.5,2.25,9.6,-29.4951650338638
2.8,3.5,2.25,9.7,-24.8243804268019
2.8,3.5,2.25,9.8,-21.4787119811632
2.8,3.5,2.25,9.9,-18.9452806563918
2.8,3.5,2.25,10,-16.9111756053074
2.8,3.5,2.25,10.1,-15.2092958223576
2.8,3.5,2.25,10.2,-13.7435538285298
2.8,3.5,2.25,10.3,-12.4545259623931
2.8,3.5,2.25,10.4,-11.3032875544012
2.8,3.5,2.25,10.5,-10.2631940526097
2.8,3.5,2.25,10.6,-9.3153863382093
2.8,3.5,2.25,10.7,-8.44617438080734
2.8,3.5,2.25,10.8,-7.64543075001498
2.8,3.5,2.25,10.9,-6.90555690598646
2.8,3.5,2.25,11,-6.22078914292577
2.8,3.5,2.25,11.1,-5.5867136213704
2.8,3.5,2.25,11.2,-4.99991442598063
2.8,3.5,2.25,11.3,-4.45770902805177
2.8,3.5,2.25,11.4,-3.95794331970017
2.8,3.5,2.25,11.5,-3.49882918663054
2.8,3.5,2.25,11.6,-3.07881431710445
2.8,3.5,2.25,11.7,-2.69647815493731
2.8,3.5,2.25,11.8,-2.3504504467249
2.8,3.5,2.25,11.9,-2.03935021184176
2.8,3.5,2.25,12,-1.76174351711964
2.8,3.5,2.25,12.1,-1.51611843480643
2.8,3.5,2.25,12.2,-1.30087523889448
2.8,3.5,2.25,12.3,-1.11432946094532
2.8,3.5,2.25,12.4,-0.954725052932726
2.8,3.5,2.25,12.5,-0.820254707845605
2.8,3.5,2.25,12.6,-0.709084422676886
2.8,3.5,2.25,12.7,-0.619379647788627
2.8,3.5,2.25,12.8,-0.549330801828817
2.8,3.5,2.25,12.9,-0.497176468827456
2.8,3.5,2.25,13,-0.461223156853257
2.8,3.5,2.25,13.1,-0.439861020887499
2.8,3.5,2.25,13.2,-0.431575392240658
2.8,3.5,2.25,13.3,-0.434954291117337
2.8,3.5,2.25,13.4,-0.448692325182961
2.8,3.5,2.25,13.5,-0.471591506079491
2.8,3.5,2.25,13.6,-0.502559566147244
2.8,3.5,2.25,13.7,-0.540606349950872
2.8,3.5,2.25,13.8,-0.584838809291799
2.8,3.5,2.25,13.9,-0.634455062825724
2.8,3.5,2.25,14,-0.688737904922422
2.8,3.5,2.25,14.1,-0.747048071919333
2.8,3.5,2.25,14.2,-0.808817503066401
2.8,3.5,2.25,14.3,-0.873542771289593
2.8,3.5,2.25,14.4,-0.940778806630724
2.8,3.5,2.25,14.5,-1.01013299282646
2.8,3.5,2.25,14.6,-1.08125968422369
2.8,3.5,2.25,14.7,-1.15385516497033
2.8,3.5,2.25,14.8,-1.22765305392615
2.8,3.5,2.25,14.9,-1.3024201458085
2.8,3.5,2.25,15,-1.37795267065025
2.8,3.55,2.25,5,-3.6909164349999
2.8,3.55,2.25,5.1,-3.83757283393745
2.8,3.55,2.25,5.2,-3.98812067819125
2.8,3.55,2.25,5.3,-4.14274515128261
2.8,3.55,2.25,5.4,-4.30165043617766
2.8,3.55,2.25,5.5,-4.46506160542458
2.8,3.55,2.25,5.6,-4.63322676982522
2.8,3.55,2.25,5.7,-4.80641952862826
2.8,3.55,2.25,5.8,-4.98494177263361
2.8,3.55,2.25,5.9,-5.16912690195243
2.8,3.55,2.25,6,-5.35934353298769
2.8,3.55,2.25,6.1,-5.55599978512794
2.8,3.55,2.25,6.2,-5.75954825749352
2.8,3.55,2.25,6.3,-5.97049183083596
2.8,3.55,2.25,6.4,-6.18939046056573
2.8,3.55,2.25,6.5,-6.41686916528146
2.8,3.55,2.25,6.6,-6.65362746277663
2.8,3.55,2.25,6.7,-6.90045056456829
2.8,3.55,2.25,6.8,-7.1582227144941
2.8,3.55,2.25,6.9,-7.42794315555928
2.8,3.55,2.25,7,-7.71074535158344
2.8,3.55,2.25,7.1,-8.00792031463306
2.8,3.55,2.25,7.2,-8.32094525207856
2.8,3.55,2.25,7.3,-8.65151929333551
2.8,3.55,2.25,7.4,-9.00160876203779
2.8,3.55,2.25,7.5,-9.37350523054563
2.8,3.55,2.25,7.6,-9.76990044657373
2.8,3.55,2.25,7.7,-10.1939835395545
2.8,3.55,2.25,7.8,-10.6495683932784
2.8,3.55,2.25,7.9,-11.1412633595915
2.8,3.55,2.25,8,-11.6747022017301
2.8,3.55,2.25,8.1,-12.256865593435
2.8,3.55,2.25,8.2,-12.8965396166381
2.8,3.55,2.25,8.3,-13.6049873653204
2.8,3.55,2.25,8.4,-14.3969635115088
2.8,3.55,2.25,8.5,-15.2923035280008
2.8,3.55,2.25,8.6,-16.3185225372254
2.8,3.55,2.25,8.7,-17.5152901209287
2.8,3.55,2.25,8.8,-18.9426293853207
2.8,3.55,2.25,8.9,-20.6970982903154
2.8,3.55,2.25,9,-22.9464611052289
2.8,3.55,2.25,9.1,-26.0073074778787
2.8,3.55,2.25,9.2,-30.4285241040192
2.8,3.55,2.25,9.3,-34.3692980929589
2.8,3.55,2.25,9.4,-30.0365633596219
2.8,3.55,2.25,9.5,-25.3794014987129
2.8,3.55,2.25,9.6,-22.0716146821277
2.8,3.55,2.25,9.7,-19.5671926445284
2.8,3.55,2.25,9.8,-17.5547811418012
2.8,3.55,2.25,9.9,-15.8694342450456
2.8,3.55,2.25,10,-14.4163273364099
2.8,3.55,2.25,10.1,-13.1367101167388
2.8,3.55,2.25,10.2,-11.991990941949
2.8,3.55,2.25,10.3,-10.9556594938808
2.8,3.55,2.25,10.4,-10.0088720880133
2.8,3.55,2.25,10.5,-9.13788356952267
2.8,3.55,2.25,10.6,-8.33247286479788
2.8,3.55,2.25,10.7,-7.5849330435437
2.8,3.55,2.25,10.8,-6.88939678963148
2.8,3.55,2.25,10.9,-6.2413686422547
2.8,3.55,2.25,11,-5.63738865051537
2.8,3.55,2.25,11.1,-5.07478176150025
2.8,3.55,2.25,11.2,-4.55146455817766
2.8,3.55,2.25,11.3,-4.06579148463162
2.8,3.55,2.25,11.4,-3.61642935160601
2.8,3.55,2.25,11.5,-3.20225325704411
2.8,3.55,2.25,11.6,-2.82225992588382
2.8,3.55,2.25,11.7,-2.47549633303697
2.8,3.55,2.25,11.8,-2.16100258641145
2.8,3.55,2.25,11.9,-1.87776858081269
2.8,3.55,2.25,12,-1.62470402098422
2.8,3.55,2.25,12.1,-1.40062118085434
2.8,3.55,2.25,12.2,-1.20422934903253
2.8,3.55,2.25,12.3,-1.03413943932051
2.8,3.55,2.25,12.4,-0.888876835373931
2.8,3.55,2.25,12.5,-0.766900275569573
2.8,3.55,2.25,12.6,-0.666624511577171
2.8,3.55,2.25,12.7,-0.586444594050578
2.8,3.55,2.25,12.8,-0.52475991871954
2.8,3.55,2.25,12.9,-0.479996552214969
2.8,3.55,2.25,13,-0.450626788863033
2.8,3.55,2.25,13.1,-0.435185312889615
2.8,3.55,2.25,13.2,-0.432281714098358
2.8,3.55,2.25,13.3,-0.440609404819838
2.8,3.55,2.25,13.4,-0.458951203042499
2.8,3.55,2.25,13.5,-0.486181984479773
2.8,3.55,2.25,13.6,-0.521268876026258
2.8,3.55,2.25,13.7,-0.563269479440605
2.8,3.55,2.25,13.8,-0.611328592553179
2.8,3.55,2.25,13.9,-0.664673849734536
2.8,3.55,2.25,14,-0.722610645134358
2.8,3.55,2.25,14.1,-0.784516639812629
2.8,3.55,2.25,14.2,-0.849836093175498
2.8,3.55,2.25,14.3,-0.918074203688657
2.8,3.55,2.25,14.4,-0.988791595543216
2.8,3.55,2.25,14.5,-1.06159904743245
2.8,3.55,2.25,14.6,-1.13615252669436
2.8,3.55,2.25,14.7,-1.21214856613391
2.8,3.55,2.25,14.8,-1.28932000098173
2.8,3.55,2.25,14.9,-1.36743206870027
2.8,3.55,2.25,15,-1.4462788637883
2.8,3.6,2.25,5,-4.24542319838982
2.8,3.6,2.25,5.1,-4.41010526276637
2.8,3.6,2.25,5.2,-4.579033581002
2.8,3.6,2.25,5.3,-4.75242444373239
2.8,3.6,2.25,5.4,-4.93051695060308
2.8,3.6,2.25,5.5,-5.11357533805793
2.8,3.6,2.25,5.6,-5.30189164010979
2.8,3.6,2.25,5.7,-5.49578873968073
2.8,3.6,2.25,5.8,-5.69562387986011
2.8,3.6,2.25,5.9,-5.90179271904746
2.8,3.6,2.25,6,-6.11473403222808
2.8,3.6,2.25,6.1,-6.33493518363508
2.8,3.6,2.25,6.2,-6.56293852519866
2.8,3.6,2.25,6.3,-6.79934891237854
2.8,3.6,2.25,6.4,-7.0448425768047
2.8,3.6,2.25,6.5,-7.30017765715883
2.8,3.6,2.25,6.6,-7.56620677082332
2.8,3.6,2.25,6.7,-7.84389211587428
2.8,3.6,2.25,6.8,-8.13432373573388
2.8,3.6,2.25,6.9,-8.43874177118222
2.8,3.6,2.25,7,-8.75856378675774
2.8,3.6,2.25,7.1,-9.09541862079399
2.8,3.6,2.25,7.2,-9.45118871533463
2.8,3.6,2.25,7.3,-9.82806360237977
2.8,3.6,2.25,7.4,-10.228608262665
2.8,3.6,2.25,7.5,-10.6558516010189
2.8,3.6,2.25,7.6,-11.1134025715432
2.8,3.6,2.25,7.7,-11.6056049904309
2.8,3.6,2.25,7.8,-12.1377475692703
2.8,3.6,2.25,7.9,-12.7163545510844
2.8,3.6,2.25,8,-13.3495970174207
2.8,3.6,2.25,8.1,-14.0478901503286
2.8,3.6,2.25,8.2,-14.8247867384889
2.8,3.6,2.25,8.3,-15.6983611992644
2.8,3.6,2.25,8.4,-16.6934433739034
2.8,3.6,2.25,8.5,-17.8454053946394
2.8,3.6,2.25,8.6,-19.2069735135167
2.8,3.6,2.25,8.7,-20.8613911849205
2.8,3.6,2.25,8.8,-22.950072372119
2.8,3.6,2.25,8.9,-25.7352254291957
2.8,3.6,2.25,9,-29.7203971669958
2.8,3.6,2.25,9.1,-34.7875634075124
2.8,3.6,2.25,9.2,-32.6325594675809
2.8,3.6,2.25,9.3,-27.465482988589
2.8,3.6,2.25,9.4,-23.8025706237163
2.8,3.6,2.25,9.5,-21.0975304879535
2.8,3.6,2.25,9.6,-18.9614395937139
2.8,3.6,2.25,9.7,-17.1933845412868
2.8,3.6,2.25,9.8,-15.6811653419114
2.8,3.6,2.25,9.9,-14.3567816702415
2.8,3.6,2.25,10,-13.176265559251
2.8,3.6,2.25,10.1,-12.1097385839008
2.8,3.6,2.25,10.2,-11.1361063855547
2.8,3.6,2.25,10.3,-10.2400335746415
2.8,3.6,2.25,10.4,-9.41012129914049
2.8,3.6,2.25,10.5,-8.63775733178487
2.8,3.6,2.25,10.6,-7.91636093226307
2.8,3.6,2.25,10.7,-7.24086891135654
2.8,3.6,2.25,10.8,-6.60737395458047
2.8,3.6,2.25,10.9,-6.01286160523783
2.8,3.6,2.25,11,-5.45501250992788
2.8,3.6,2.25,11.1,-4.9320485693422
2.8,3.6,2.25,11.2,-4.44260911282016
2.8,3.6,2.25,11.3,-3.98564805422598
2.8,3.6,2.25,11.4,-3.56034624934563
2.8,3.6,2.25,11.5,-3.16603555062897
2.8,3.6,2.25,11.6,-2.80213266823418
2.8,3.6,2.25,11.7,-2.46808207004961
2.8,3.6,2.25,11.8,-2.16330787740912
2.8,3.6,2.25,11.9,-1.88717508842303
2.8,3.6,2.25,12,-1.63896052931118
2.8,3.6,2.25,12.1,-1.41783374802537
2.8,3.6,2.25,12.2,-1.22284769403012
2.8,3.6,2.25,12.3,-1.05293855950939
2.8,3.6,2.25,12.4,-0.906933682276128
2.8,3.6,2.25,12.5,-0.783566012468133
2.8,3.6,2.25,12.6,-0.681493384821005
2.8,3.6,2.25,12.7,-0.599320746418375
2.8,3.6,2.25,12.8,-0.535623564860587
2.8,3.6,2.25,12.9,-0.488970855778994
2.8,3.6,2.25,13,-0.457946576994073
2.8,3.6,2.25,13.1,-0.441168489469422
2.8,3.6,2.25,13.2,-0.437303936956788
2.8,3.6,2.25,13.3,-0.445082311897723
2.8,3.6,2.25,13.4,-0.463304233008586
2.8,3.6,2.25,13.5,-0.490847650978235
2.8,3.6,2.25,13.6,-0.526671223960079
2.8,3.6,2.25,13.7,-0.569815371965765
2.8,3.6,2.25,13.8,-0.619401440347176
2.8,3.6,2.25,13.9,-0.674629389712358
2.8,3.6,2.25,14,-0.734774394428198
2.8,3.6,2.25,14.1,-0.799182684051194
2.8,3.6,2.25,14.2,-0.867266909093094
2.8,3.6,2.25,14.3,-0.938501259803834
2.8,3.6,2.25,14.4,-1.01241651758376
2.8,3.6,2.25,14.5,-1.08859517516443
2.8,3.6,2.25,14.6,-1.16666672467422
2.8,3.6,2.25,14.7,-1.24630318223529
2.8,3.6,2.25,14.8,-1.32721489347855
2.8,3.6,2.25,14.9,-1.40914664574901
2.8,3.6,2.25,15,-1.49187409921515
2.8,3.65,2.25,5,-4.94797094620012
2.8,3.65,2.25,5.1,-5.13380665848935
2.8,3.65,2.25,5.2,-5.32427743922078
2.8,3.65,2.25,5.3,-5.51964400437956
2.8,3.65,2.25,5.4,-5.72019526378711
2.8,3.65,2.25,5.5,-5.92625129554167
2.8,3.65,2.25,5.6,-6.13816677659923
2.8,3.65,2.25,5.7,-6.35633495244966
2.8,3.65,2.25,5.8,-6.58119224684283
2.8,3.65,2.25,5.9,-6.81322363518011
2.8,3.65,2.25,6,-7.05296893390284
2.8,3.65,2.25,6.1,-7.30103019485623
2.8,3.65,2.25,6.2,-7.55808044072762
2.8,3.65,2.25,6.3,-7.82487403873703
2.8,3.65,2.25,6.4,-8.10225908961985
2.8,3.65,2.25,6.5,-8.39119231433172
2.8,3.65,2.25,6.6,-8.69275706138292
2.8,3.65,2.25,6.7,-9.00818524696762
2.8,3.65,2.25,6.8,-9.33888429800035
2.8,3.65,2.25,6.9,-9.68647052415713
2.8,3.65,2.25,7,-10.0528108430041
2.8,3.65,2.25,7.1,-10.4400754892685
2.8,3.65,2.25,7.2,-10.8508053592438
2.8,3.65,2.25,7.3,-11.2879991389285
2.8,3.65,2.25,7.4,-11.7552276065612
2.8,3.65,2.25,7.5,-12.2567859295626
2.8,3.65,2.25,7.6,-12.7979001477845
2.8,3.65,2.25,7.7,-13.3850126769714
2.8,3.65,2.25,7.8,-14.0261859920381
2.8,3.65,2.25,7.9,-14.7316882169143
2.8,3.65,2.25,8,-15.5148681405759
2.8,3.65,2.25,8.1,-16.3935087945301
2.8,3.65,2.25,8.2,-17.3920088725658
2.8,3.65,2.25,8.3,-18.545074933547
2.8,3.65,2.25,8.4,-19.9043527413583
2.8,3.65,2.25,8.5,-21.551228958787
2.8,3.65,2.25,8.6,-23.6237600828198
2.8,3.65,2.25,8.7,-26.3783449012825
2.8,3.65,2.25,8.8,-30.3196149763641
2.8,3.65,2.25,8.9,-35.5863019736183
2.8,3.65,2.25,9,-33.9337357622892
2.8,3.65,2.25,9.1,-28.605145445173
2.8,3.65,2.25,9.2,-24.8522182335683
2.8,3.65,2.25,9.3,-22.1033194431956
2.8,3.65,2.25,9.4,-19.9432239209829
2.8,3.65,2.25,9.5,-18.1606546234692
2.8,3.65,2.25,9.6,-16.6387786509828
2.8,3.65,2.25,9.7,-15.3072158701469
2.8,3.65,2.25,9.8,-14.120620676805
2.8,3.65,2.25,9.9,-13.0482293284162
2.8,3.65,2.25,10,-12.0683232795734
2.8,3.65,2.25,10.1,-11.1650902860556
2.8,3.65,2.25,10.2,-10.3267426936939
2.8,3.65,2.25,10.3,-9.54433585396939
2.8,3.65,2.25,10.4,-8.81099648462004
